sample_name	library_name	pool_name	ploidy	file_name_r1	file_name_r2	adaptor_1	adaptor_2	ref	rgid	rglb	rgpl	rgpu	rgsm
sample_BHW_38865_L1DNA_GE	ERX3311464	kremer_Qpet_pooled	20	ERR3284930_R1.fastq.gz	ERR3284930_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311464	ILLUMINA		sample_BHW_38865_L1DNA_GE
sample_BHW_38865_L1DNA_GE	ERX3311463	kremer_Qpet_pooled	20	ERR3284929_R1.fastq.gz	ERR3284929_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311463	ILLUMINA		sample_BHW_38865_L1DNA_GE
sample_BHW_38865_L1DNA_J	ERX3311462	kremer_Qpet_pooled	20	ERR3284928_R1.fastq.gz	ERR3284928_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311462	ILLUMINA		sample_BHW_38865_L1DNA_J
sample_BHW_38865_L1DNA_J	ERX3311461	kremer_Qpet_pooled	20	ERR3284927_R1.fastq.gz	ERR3284927_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311461	ILLUMINA		sample_BHW_38865_L1DNA_J
sample_BHW_38865_L1DNA_J	ERX3311460	kremer_Qpet_pooled	20	ERR3284926_R1.fastq.gz	ERR3284926_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311460	ILLUMINA		sample_BHW_38865_L1DNA_J
sample_BHW_38865_L1DNA_J	ERX3311459	kremer_Qpet_pooled	20	ERR3284925_R1.fastq.gz	ERR3284925_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311459	ILLUMINA		sample_BHW_38865_L1DNA_J
sample_BHW_38865_L1DNA_LH	ERX3311458	kremer_Qpet_pooled	20	ERR3284924_R1.fastq.gz	ERR3284924_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311458	ILLUMINA		sample_BHW_38865_L1DNA_LH
sample_BHW_38865_L1DNA_LH	ERX3311457	kremer_Qpet_pooled	20	ERR3284923_R1.fastq.gz	ERR3284923_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311457	ILLUMINA		sample_BHW_38865_L1DNA_LH
sample_BHW_38865_L1DNA_LH	ERX3311456	kremer_Qpet_pooled	20	ERR3284922_R1.fastq.gz	ERR3284922_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311456	ILLUMINA		sample_BHW_38865_L1DNA_LH
sample_BHW_38865_L1DNA_LH	ERX3311455	kremer_Qpet_pooled	20	ERR3284921_R1.fastq.gz	ERR3284921_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311455	ILLUMINA		sample_BHW_38865_L1DNA_LH
sample_BHW_38865_L1DNA_L	ERX3311454	kremer_Qpet_pooled	20	ERR3284920_R1.fastq.gz	ERR3284920_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311454	ILLUMINA		sample_BHW_38865_L1DNA_L
sample_BHW_38865_L1DNA_L	ERX3311453	kremer_Qpet_pooled	20	ERR3284919_R1.fastq.gz	ERR3284919_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311453	ILLUMINA		sample_BHW_38865_L1DNA_L
sample_BHW_38865_L1DNA_L	ERX3311452	kremer_Qpet_pooled	20	ERR3284918_R1.fastq.gz	ERR3284918_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311452	ILLUMINA		sample_BHW_38865_L1DNA_L
sample_BHW_38865_L1DNA_L	ERX3311451	kremer_Qpet_pooled	20	ERR3284917_R1.fastq.gz	ERR3284917_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311451	ILLUMINA		sample_BHW_38865_L1DNA_L
sample_BHW_38865_L1DNA_P	ERX3311450	kremer_Qpet_pooled	18	ERR3284916_R1.fastq.gz	ERR3284916_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311450	ILLUMINA		sample_BHW_38865_L1DNA_P
sample_BHW_38865_L1DNA_P	ERX3311449	kremer_Qpet_pooled	18	ERR3284915_R1.fastq.gz	ERR3284915_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311449	ILLUMINA		sample_BHW_38865_L1DNA_P
sample_BHW_38865_L1DNA_P	ERX3311448	kremer_Qpet_pooled	18	ERR3284914_R1.fastq.gz	ERR3284914_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311448	ILLUMINA		sample_BHW_38865_L1DNA_P
sample_BHW_38865_L1DNA_P	ERX3311447	kremer_Qpet_pooled	18	ERR3284913_R1.fastq.gz	ERR3284913_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311447	ILLUMINA		sample_BHW_38865_L1DNA_P
sample_BHW_38865_L1DNA_PR	ERX3311446	kremer_Qpet_pooled	20	ERR3284912_R1.fastq.gz	ERR3284912_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311446	ILLUMINA		sample_BHW_38865_L1DNA_PR
sample_BHW_38865_L1DNA_PR	ERX3311445	kremer_Qpet_pooled	20	ERR3284911_R1.fastq.gz	ERR3284911_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311445	ILLUMINA		sample_BHW_38865_L1DNA_PR
sample_BHW_38865_L1DNA_PR	ERX3311444	kremer_Qpet_pooled	20	ERR3284910_R1.fastq.gz	ERR3284910_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311444	ILLUMINA		sample_BHW_38865_L1DNA_PR
sample_BHW_38865_L1DNA_PR	ERX3311443	kremer_Qpet_pooled	20	ERR3284909_R1.fastq.gz	ERR3284909_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311443	ILLUMINA		sample_BHW_38865_L1DNA_PR
sample_BNP_38865_pop_9	ERX3311442	kremer_Qpet_pooled	25	ERR3284908_R1.fastq.gz	ERR3284908_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311442	ILLUMINA		sample_BNP_38865_pop_9
sample_BNP_38865_pop_9	ERX3311441	kremer_Qpet_pooled	25	ERR3284907_R1.fastq.gz	ERR3284907_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311441	ILLUMINA		sample_BNP_38865_pop_9
sample_BNP_38865_pop_9	ERX3311440	kremer_Qpet_pooled	25	ERR3284906_R1.fastq.gz	ERR3284906_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311440	ILLUMINA		sample_BNP_38865_pop_9
sample_BNP_38865_pop_9	ERX3311439	kremer_Qpet_pooled	25	ERR3284905_R1.fastq.gz	ERR3284905_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311439	ILLUMINA		sample_BNP_38865_pop_9
sample_BNP_38865_pop_97	ERX3311438	kremer_Qpet_pooled	25	ERR3284904_R1.fastq.gz	ERR3284904_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311438	ILLUMINA		sample_BNP_38865_pop_97
sample_BNP_38865_pop_97	ERX3311437	kremer_Qpet_pooled	25	ERR3284903_R1.fastq.gz	ERR3284903_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311437	ILLUMINA		sample_BNP_38865_pop_97
sample_BNP_38865_pop_97	ERX3311436	kremer_Qpet_pooled	25	ERR3284902_R1.fastq.gz	ERR3284902_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311436	ILLUMINA		sample_BNP_38865_pop_97
sample_BNP_38865_pop_97	ERX3311435	kremer_Qpet_pooled	25	ERR3284901_R1.fastq.gz	ERR3284901_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311435	ILLUMINA		sample_BNP_38865_pop_97
sample_BNP_38865_pop_124	ERX3311434	kremer_Qpet_pooled	25	ERR3284900_R1.fastq.gz	ERR3284900_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311434	ILLUMINA		sample_BNP_38865_pop_124
sample_BNP_38865_pop_124	ERX3311433	kremer_Qpet_pooled	25	ERR3284899_R1.fastq.gz	ERR3284899_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311433	ILLUMINA		sample_BNP_38865_pop_124
sample_BNP_38865_pop_124	ERX3311432	kremer_Qpet_pooled	25	ERR3284898_R1.fastq.gz	ERR3284898_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311432	ILLUMINA		sample_BNP_38865_pop_124
sample_BNP_38865_pop_124	ERX3311431	kremer_Qpet_pooled	25	ERR3284897_R1.fastq.gz	ERR3284897_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311431	ILLUMINA		sample_BNP_38865_pop_124
sample_BNP_38865_pop_204	ERX3311430	kremer_Qpet_pooled	25	ERR3284896_R1.fastq.gz	ERR3284896_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311430	ILLUMINA		sample_BNP_38865_pop_204
sample_BNP_38865_pop_204	ERX3311429	kremer_Qpet_pooled	25	ERR3284895_R1.fastq.gz	ERR3284895_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311429	ILLUMINA		sample_BNP_38865_pop_204
sample_BNP_38865_pop_204	ERX3311428	kremer_Qpet_pooled	25	ERR3284894_R1.fastq.gz	ERR3284894_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311428	ILLUMINA		sample_BNP_38865_pop_204
sample_BNP_38865_pop_204	ERX3311427	kremer_Qpet_pooled	25	ERR3284893_R1.fastq.gz	ERR3284893_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311427	ILLUMINA		sample_BNP_38865_pop_204
sample_BNP_38865_pop_217	ERX3311426	kremer_Qpet_pooled	25	ERR3284892_R1.fastq.gz	ERR3284892_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311426	ILLUMINA		sample_BNP_38865_pop_217
sample_BNP_38865_pop_217	ERX3311425	kremer_Qpet_pooled	25	ERR3284891_R1.fastq.gz	ERR3284891_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311425	ILLUMINA		sample_BNP_38865_pop_217
sample_BNP_38865_pop_217	ERX3311424	kremer_Qpet_pooled	25	ERR3284890_R1.fastq.gz	ERR3284890_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311424	ILLUMINA		sample_BNP_38865_pop_217
sample_BNP_38865_pop_217	ERX3311423	kremer_Qpet_pooled	25	ERR3284889_R1.fastq.gz	ERR3284889_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311423	ILLUMINA		sample_BNP_38865_pop_217
sample_BNP_38865_pop_218	ERX3311422	kremer_Qpet_pooled	22	ERR3284888_R1.fastq.gz	ERR3284888_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311422	ILLUMINA		sample_BNP_38865_pop_218
sample_BNP_38865_pop_218	ERX3311421	kremer_Qpet_pooled	22	ERR3284887_R1.fastq.gz	ERR3284887_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311421	ILLUMINA		sample_BNP_38865_pop_218
sample_BNP_38865_pop_218	ERX3311420	kremer_Qpet_pooled	22	ERR3284886_R1.fastq.gz	ERR3284886_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311420	ILLUMINA		sample_BNP_38865_pop_218
sample_BNP_38865_pop_218	ERX3311419	kremer_Qpet_pooled	22	ERR3284885_R1.fastq.gz	ERR3284885_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311419	ILLUMINA		sample_BNP_38865_pop_218
sample_BNP_38865_pop_219	ERX3311418	kremer_Qpet_pooled	25	ERR3284884_R1.fastq.gz	ERR3284884_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311418	ILLUMINA		sample_BNP_38865_pop_219
sample_BNP_38865_pop_219	ERX3311417	kremer_Qpet_pooled	25	ERR3284883_R1.fastq.gz	ERR3284883_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311417	ILLUMINA		sample_BNP_38865_pop_219
sample_BNP_38865_pop_219	ERX3311416	kremer_Qpet_pooled	25	ERR3284882_R1.fastq.gz	ERR3284882_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311416	ILLUMINA		sample_BNP_38865_pop_219
sample_BNP_38865_pop_219	ERX3311415	kremer_Qpet_pooled	25	ERR3284881_R1.fastq.gz	ERR3284881_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311415	ILLUMINA		sample_BNP_38865_pop_219
sample_BNP_38865_pop_233	ERX3311414	kremer_Qpet_pooled	25	ERR3284880_R1.fastq.gz	ERR3284880_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311414	ILLUMINA		sample_BNP_38865_pop_233
sample_BNP_38865_pop_233	ERX3311413	kremer_Qpet_pooled	25	ERR3284879_R1.fastq.gz	ERR3284879_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311413	ILLUMINA		sample_BNP_38865_pop_233
sample_BNP_38865_pop_233	ERX3311412	kremer_Qpet_pooled	25	ERR3284878_R1.fastq.gz	ERR3284878_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311412	ILLUMINA		sample_BNP_38865_pop_233
sample_BNP_38865_pop_233	ERX3311411	kremer_Qpet_pooled	25	ERR3284877_R1.fastq.gz	ERR3284877_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311411	ILLUMINA		sample_BNP_38865_pop_233
sample_BNP_38865_pop_253	ERX3311410	kremer_Qpet_pooled	25	ERR3284876_R1.fastq.gz	ERR3284876_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311410	ILLUMINA		sample_BNP_38865_pop_253
sample_BNP_38865_pop_253	ERX3311409	kremer_Qpet_pooled	25	ERR3284875_R1.fastq.gz	ERR3284875_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311409	ILLUMINA		sample_BNP_38865_pop_253
sample_BNP_38865_pop_253	ERX3311408	kremer_Qpet_pooled	25	ERR3284874_R1.fastq.gz	ERR3284874_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311408	ILLUMINA		sample_BNP_38865_pop_253
sample_BNP_38865_pop_253	ERX3311407	kremer_Qpet_pooled	25	ERR3284873_R1.fastq.gz	ERR3284873_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311407	ILLUMINA		sample_BNP_38865_pop_253
sample_BNP_38865_pop_256	ERX3311406	kremer_Qpet_pooled	25	ERR3284872_R1.fastq.gz	ERR3284872_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311406	ILLUMINA		sample_BNP_38865_pop_256
sample_BNP_38865_pop_256	ERX3311405	kremer_Qpet_pooled	25	ERR3284871_R1.fastq.gz	ERR3284871_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311405	ILLUMINA		sample_BNP_38865_pop_256
sample_BNP_38865_pop_256	ERX3311404	kremer_Qpet_pooled	25	ERR3284870_R1.fastq.gz	ERR3284870_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311404	ILLUMINA		sample_BNP_38865_pop_256
sample_BNP_38865_pop_256	ERX3311403	kremer_Qpet_pooled	25	ERR3284869_R1.fastq.gz	ERR3284869_R2.fastq.gz			/home/jimw91/scratch/pool_snpcalling/kremer_Qpetraea/03_genome/Qrob_PM1N.fasta		ERX3311403	ILLUMINA		sample_BNP_38865_pop_256
