Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10615444,25/06/2020 12:22,10/12/2019 08:30,18106701,3657553602,18106701,202,1238,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615444/SRR10615444.1,SRX7294537,Inari-50,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787837,SAMN13520247,simple,3349,Pinus sylvestris,Inari-50,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,18E2EB8F794402211F254480B992AF4F,BFF51A8C57DB80533A263900CAD42A3C
SRR10615443,25/06/2020 12:22,10/12/2019 08:32,21649534,4373205868,21649534,202,1490,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10615443/SRR10615443.1,SRX7294538,Inari-56,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787838,SAMN13520248,simple,3349,Pinus sylvestris,Inari-56,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,56D62D43745C38786B53EE668234F145,CAADE98435FB9C8DC52C0829984F5F13
SRR10615442,25/06/2020 12:22,10/12/2019 08:31,23231826,4692828852,23231826,202,1604,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615442/SRR10615442.1,SRX7294539,Inari-8,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787839,SAMN13520249,simple,3349,Pinus sylvestris,Inari-8,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,D9448463A03E113B1C78E4C44981589C,B092558CC17B99E7CEC815454208C304
SRR10615441,25/06/2020 12:22,10/12/2019 08:29,25417373,5134309346,25417373,202,1815,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615441/SRR10615441.1,SRX7294540,Kalvia-109,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787840,SAMN13520250,simple,3349,Pinus sylvestris,Kalvia-109,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,6507E3699299F6B2CDE7EA5D1AF151F3,98F6C14D21FCD5B7E09F2713C806B36C
SRR10615440,25/06/2020 12:22,10/12/2019 08:31,25662820,5183889640,25662820,202,1782,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615440/SRR10615440.1,SRX7294541,Kalvia-11,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787841,SAMN13520251,simple,3349,Pinus sylvestris,Kalvia-11,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,276053CB4067FEFE7E51D392C17986E2,85AB26A4ECAE2A1A1283479A2B246986
SRR10615439,25/06/2020 12:22,10/12/2019 08:26,16253293,3283165186,16253293,202,1134,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615439/SRR10615439.1,SRX7294542,Kalvia-152,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787842,SAMN13520252,simple,3349,Pinus sylvestris,Kalvia-152,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,61E42D174904E0E25CC26CD978C521EB,D1479F766A91E37ACAF8EB7366E6A6B3
SRR10615437,25/06/2020 12:22,10/12/2019 08:28,22379343,4520627286,22379343,202,1507,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615437/SRR10615437.1,SRX7294544,Kalvia-158,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787844,SAMN13520253,simple,3349,Pinus sylvestris,Kalvia-158,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,DEAC6162D90FE6DE0ECD9E04CE67099C,06A6CD8EEF483E4514C1C37359093471
SRR10615436,25/06/2020 12:22,10/12/2019 08:29,21920810,4428003620,21920810,202,1565,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615436/SRR10615436.1,SRX7294545,Kalvia-200,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787845,SAMN13520254,simple,3349,Pinus sylvestris,Kalvia-200,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,1631784065D48345DD82483CCEA1F8DE,B3B28CAEED6E5A9B0029F8927C351AD1
SRR10615434,25/06/2020 12:22,10/12/2019 08:26,21391565,4321096130,21391565,202,1439,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615434/SRR10615434.1,SRX7294547,Kalvia-23,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787847,SAMN13520256,simple,3349,Pinus sylvestris,Kalvia-23,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,E8031CED87C724A9156F4A0CA2B10AD0,491CAFB64CF0CE7AD3924BB1A1998322
SRR10615435,25/06/2020 12:22,10/12/2019 08:28,21882363,4420237326,21882363,202,1566,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615435/SRR10615435.1,SRX7294546,Kalvia-235,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787846,SAMN13520255,simple,3349,Pinus sylvestris,Kalvia-235,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,C02DC5EC82A3747CC9E5F5353EBC0970,1ECCA569EDE8A23E6F03B12380271570
SRR10615433,25/06/2020 12:22,10/12/2019 08:27,25263299,5103186398,25263299,202,1777,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615433/SRR10615433.1,SRX7294548,Kalvia-254,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787848,SAMN13520257,simple,3349,Pinus sylvestris,Kalvia-254,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,4AFA1F6550E2BA8F229A7AE39366C9F8,C232D08DF3870DA69C373307E1B3FBF0
SRR10615432,25/06/2020 12:22,10/12/2019 08:24,19250703,3888642006,19250703,202,1365,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615432/SRR10615432.1,SRX7294549,Kalvia-40,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787849,SAMN13520258,simple,3349,Pinus sylvestris,Kalvia-40,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,A18E7FAB5E8487C31BA56E8080DE4A4D,80E0BEFC5BE5F55AA236F692E0B20783
SRR10615431,25/06/2020 12:22,10/12/2019 08:24,19325697,3903790794,19325697,202,1335,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615431/SRR10615431.1,SRX7294550,Kalvia-76,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787850,SAMN13520259,simple,3349,Pinus sylvestris,Kalvia-76,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,AFF9D71F21C76C0B988F460B0091A7D0,1D8462188A9F3473D5CB2A859E28B8D5
SRR10615430,25/06/2020 12:22,10/12/2019 08:23,21789692,4401517784,21789692,202,1926,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615430/SRR10615430.1,SRX7294551,Kol-173,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787851,SAMN13520260,simple,3349,Pinus sylvestris,Kol-173,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,AAE8084B9874319A4700627E828BA381,8F57BA7B0266B0CDD0A432C5C82DB8CD
SRR10615429,25/06/2020 12:22,10/12/2019 08:25,32743737,6614234874,32743737,202,2850,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615429/SRR10615429.1,SRX7294552,Kol-32,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787852,SAMN13520261,simple,3349,Pinus sylvestris,Kol-32,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,342F76DB8F74454BF1248DFB394A7FD3,4782099AE65D8F272B48DA3258B2484B
SRR10615428,25/06/2020 12:22,10/12/2019 08:25,22409947,4526809294,22409947,202,1566,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615428/SRR10615428.1,SRX7294553,Kolari-100,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787853,SAMN13520262,simple,3349,Pinus sylvestris,Kolari-100,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,E357A24429F87B2BDE1CE7DE97724145,6E5F2A1ECB546AA4282FFCC219ADA3EF
SRR10615426,25/06/2020 12:22,10/12/2019 08:25,22932371,4632338942,22932371,202,1640,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615426/SRR10615426.1,SRX7294555,Kolari-122,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787855,SAMN13520263,simple,3349,Pinus sylvestris,Kolari-122,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,3439AF3E5ECCD6E276EFFD1B550C26BF,AC7420D2D6B70F3E5C6784879A506DFC
SRR10615425,25/06/2020 12:22,10/12/2019 08:23,21256501,4293813202,21256501,202,1483,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615425/SRR10615425.1,SRX7294556,Kolari-128,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787856,SAMN13520264,simple,3349,Pinus sylvestris,Kolari-128,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,AA6ADBBC2B9630DE0038260F17F0114D,95919295E84851882A6A543A4741652B
SRR10615424,25/06/2020 12:22,10/12/2019 08:22,19940289,4027938378,19940289,202,1397,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615424/SRR10615424.1,SRX7294557,Kolari-191,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787857,SAMN13520265,simple,3349,Pinus sylvestris,Kolari-191,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,A1E84CF466695EC19CB470FC7679DDB0,93DB902A7ADF3822674243C432C793FB
SRR10615423,25/06/2020 12:22,10/12/2019 08:23,19005440,3839098880,19005440,202,1336,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615423/SRR10615423.1,SRX7294558,Kolari-199,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787858,SAMN13520266,simple,3349,Pinus sylvestris,Kolari-199,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,28F0CCF281810593FDE444A85B1D83A0,BAE148B8D81A4A7D5359179AEFF36F1D
SRR10615422,25/06/2020 12:22,10/12/2019 08:27,35219204,7114279208,35219204,202,2443,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615422/SRR10615422.1,SRX7294559,Kolari-218,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787859,SAMN13520267,simple,3349,Pinus sylvestris,Kolari-218,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,D9E1A1E96639D7ACCA5E6209C285E229,7D51BCC78AC4B19F2B468817C28FD986
SRR10615420,25/06/2020 12:22,10/12/2019 08:20,16500471,3333095142,16500471,202,1182,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10615420/SRR10615420.1,SRX7294561,Latvia-1,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787861,SAMN13520269,simple,3349,Pinus sylvestris,Latvia-1,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,46E9F12ACEE5FA96F04FFEF340607D97,1206E7E5E2C9114C7E6A063072A9A4D8
SRR10615421,25/06/2020 12:22,10/12/2019 08:26,23572895,4761724790,23572895,202,1668,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615421/SRR10615421.1,SRX7294560,Latvia-10,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787860,SAMN13520268,simple,3349,Pinus sylvestris,Latvia-10,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,FF7CFB0244DA508D4E2E0C773385AE0B,61EEE25AF6ACF030FED5185F298F6320
SRR10615419,25/06/2020 12:22,10/12/2019 08:21,17741680,3583819360,17741680,202,1193,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615419/SRR10615419.1,SRX7294562,Latvia-2,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787862,SAMN13520270,simple,3349,Pinus sylvestris,Latvia-2,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,0630A0CF4D0B74945EB01B51B683F7CD,D97083358F6A3D4D301E6FF108E20523
SRR10615418,25/06/2020 12:22,10/12/2019 08:21,18807915,3799198830,18807915,202,1295,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615418/SRR10615418.1,SRX7294563,Latvia-3,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787863,SAMN13520271,simple,3349,Pinus sylvestris,Latvia-3,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,CDDD0A2138714499A4A70C2656A56C40,2CAAE0E9F80E66CBCB202E212FD3AB9A
SRR10615417,25/06/2020 12:22,10/12/2019 08:19,16123176,3256881552,16123176,202,1099,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10615417/SRR10615417.1,SRX7294564,Latvia-5,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787864,SAMN13520272,simple,3349,Pinus sylvestris,Latvia-5,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,F56EFE82E0B34556D11A1D487562D3F6,ED60B052798DDAD2843A845893578B38
SRR10615415,25/06/2020 12:22,10/12/2019 08:19,16025959,3237243718,16025959,202,1099,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10615415/SRR10615415.1,SRX7294566,Latvia-6,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787866,SAMN13520273,simple,3349,Pinus sylvestris,Latvia-6,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,782CFC933BD800DB2774693245570A25,265141ECB527424955452555FA63C9CD
SRR10615414,25/06/2020 12:22,10/12/2019 08:17,12398520,2504501040,12398520,202,822,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10615414/SRR10615414.1,SRX7294567,Latvia-7,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787867,SAMN13520274,simple,3349,Pinus sylvestris,Latvia-7,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,55ADFCBE92D48D1330CB57C964EC0989,A6B5A7E215552AC58EB0C347DF595677
SRR10615413,25/06/2020 12:22,10/12/2019 08:17,14201597,2868722594,14201597,202,992,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10615413/SRR10615413.1,SRX7294568,Latvia-8,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787868,SAMN13520275,simple,3349,Pinus sylvestris,Latvia-8,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,EB2DEF10D067E8724E1B97A584362B37,B76179F38033490107C7EA23576BA6DF
SRR10615412,25/06/2020 12:22,10/12/2019 08:19,20035471,4047165142,20035471,202,1429,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10615412/SRR10615412.1,SRX7294569,Latvia-9,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787869,SAMN13520276,simple,3349,Pinus sylvestris,Latvia-9,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,A4EFD7382B5568262FDD69A7B9035CDB,9E8227E665AE7802EB1D3968DA794D38
SRR10615409,25/06/2020 12:22,10/12/2019 08:23,32940240,6653928480,32940240,202,2408,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615409/SRR10615409.1,SRX7294571,Megdurechensk-1,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787871,SAMN13520278,simple,3349,Pinus sylvestris,Megdurechensk-1,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,99563310CDE33525FC6647789B39DECC,4E498E6D9D62641EDC147CD9D4151781
SRR10615410,25/06/2020 12:22,10/12/2019 08:24,32619798,6589199196,32619798,202,2366,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10615410/SRR10615410.1,SRX7294570,Megdurechensk-10,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP235404,PRJNA592869,,592869,SRS5787870,SAMN13520277,simple,3349,Pinus sylvestris,Megdurechensk-10,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA1008982,,public,BDF1E37B87AB6A39CC2F21F542314215,846D91BC56955C55A51F1E29E14B781E
