Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR5124975,29/06/2017 14:02,22/12/2016 06:41,49428446,9984546092,49428446,202,6836,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124975/SRR5124975.1,SRX2439787,Alyr_PL_PL-S2-1-3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874382,SAMN06141187,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_PL_PL-S2-1-3,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,E8EA88DE87994A17CDAC016AA5A3E85A,178049F1315EEF98E7F7277194E9C361
SRR5124984,29/06/2017 14:02,22/12/2016 06:56,50861689,10274061178,50861689,202,7028,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124984/SRR5124984.1,SRX2439796,Alyr_PL_PL-S4-2-1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874392,SAMN06141188,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_PL_PL-S4-2-1,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,070F28DEFFAEE59FF02B314C6D304533,CDA0E6F02EF62E827315DDFE02C76A8F
SRR5124990,29/06/2017 14:02,22/12/2016 06:43,47698559,9635108918,47698559,202,6612,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124990/SRR5124990.1,SRX2439802,Alyr_PL_PL-S5-1-2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874398,SAMN06141189,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_PL_PL-S5-1-2,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,172EDFBD35CFC904C517B73B40DB8376,859A43C795D1F55ADA2AFCBE041E155F
SRR5124986,29/06/2017 14:02,22/12/2016 06:37,54579297,11025017994,54579297,202,7548,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124986/SRR5124986.1,SRX2439798,Alyr_PL_PL-S6-1-2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874394,SAMN06141190,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_PL_PL-S6-1-2,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,95B31B442D73B65EF398A39EAC000679,2B67147178672A5D8A086B735A62DC9E
SRR5124989,29/06/2017 14:02,22/12/2016 07:10,53401396,10787081992,53401396,202,7397,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124989/SRR5124989.1,SRX2439801,Alyr_PL_PL-S7-1-2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874397,SAMN06141191,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_PL_PL-S7-1-2,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,16B91885FB097FD36AF946ED14514562,6D38479F2232E8662276D27AE77272F0
SRR5125003,29/06/2017 14:02,22/12/2016 06:49,55464298,11203788196,55464298,202,7662,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5125003/SRR5125003.1,SRX2439815,Alyr_PL_PL-S8-1-3,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874411,SAMN06141192,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_PL_PL-S8-1-3,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,687EA10C903146C559FFB510DDE058E1,29EC5F93CB1A8C77D6FA67F0668B1685
SRR5124983,29/06/2017 14:02,22/12/2016 06:38,35745230,7220536460,35745230,202,4564,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124983/SRR5124983.1,SRX2439795,Alyr_SP_SP21,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874391,SAMN06141175,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_SP_SP21,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,A59B0F8E1C43CE6D87E7B42081A1CA03,2A053EE43F9675B1C2181AE579472A6D
SRR5124999,29/06/2017 14:02,22/12/2016 06:32,22731567,4591776534,22731567,202,2804,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124999/SRR5124999.1,SRX2439811,Alyr_SP_Sp154-4g,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874407,SAMN06141173,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_SP_Sp154-4g,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,6E30AADEF00197556693BC8403E12CFF,3EB21670DE19933C3726DFC84E11D6B6
SRR5124997,29/06/2017 14:02,22/12/2016 06:44,46156105,9323533210,46156105,202,5656,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124997/SRR5124997.1,SRX2439809,Alyr_SP_Sp164-1g,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874405,SAMN06141174,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_SP_Sp164-1g,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,8231E1597B21290E0CCB9715FD41F57E,40FA88F451CE0EB1A5734286D8BCDCE8
SRR5124985,29/06/2017 14:02,22/12/2016 06:23,18599151,3757028502,18599151,202,2280,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124985/SRR5124985.1,SRX2439797,Alyr_SP_Sp3-5g,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874393,SAMN06141176,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_SP_Sp3-5g,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,FEBA1F69028E5540E489308C79E2AEE1,606787E1505D554944B1CC39BC08224A
SRR5124998,29/06/2017 14:02,22/12/2016 06:47,47275370,9549624740,47275370,202,5794,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124998/SRR5124998.1,SRX2439810,Alyr_SP_Sp76-3g,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874406,SAMN06141177,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_SP_Sp76-3g,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,1AA944C5DF5B2846600D021A9E874F02,314E2A24E3B88EDF05AE3330C89FA145
SRR5124977,29/06/2017 14:02,22/12/2016 07:02,69740588,14087598776,69740588,202,8968,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124977/SRR5124977.1,SRX2439789,Alyr_SP_SpNor33-16,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874385,SAMN06141178,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_SP_SpNor33-16,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,CC8A971C56FC177D60E9279D8AF2C93A,ADBFA83A9350C59CF67E35C3D606F491
SRR5124988,29/06/2017 14:02,22/12/2016 07:14,60232899,12167045598,60232899,202,8088,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124988/SRR5124988.1,SRX2439800,Alyr_STORR_STORR1d-4,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874396,SAMN06141185,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_STORR_STORR1d-4,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,1B292E4E5B5BBE29FE9A0A378DD38B1E,ED7456E819224CC3DC2411615F6948EF
SRR5124976,29/06/2017 14:02,22/12/2016 06:45,50303778,10161363156,50303778,202,6752,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124976/SRR5124976.1,SRX2439788,Alyr_STORR_STORR2a-1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874383,SAMN06141186,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_STORR_STORR2a-1,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,370625D45949C7CFD072BD6232812A11,0DED114EF31D38B95A0DB3CD38432043
SRR5124995,29/06/2017 14:02,22/12/2016 06:42,37094912,7493172224,37094912,202,4983,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124995/SRR5124995.1,SRX2439807,Alyr_STU_C101_P2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874403,SAMN06141179,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_STU_C101_P2,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,B30C11FF14ABC5ED37AF6BC3F5A5B4BA,7D583ED2A058493E4A03C1BA769E7130
SRR5124987,29/06/2017 14:02,22/12/2016 06:45,57005091,11515028382,57005091,202,7708,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124987/SRR5124987.1,SRX2439799,Alyr_STU_C137_R2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874395,SAMN06141180,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_STU_C137_R2,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,2C094E56C4F33400DF9C135203ED9DB3,2347B71F7C9BA602EBCA32D47990DE49
SRR5124978,29/06/2017 14:02,22/12/2016 06:48,55121088,11134459776,55121088,202,7191,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124978/SRR5124978.1,SRX2439790,Alyr_STU_C138_P1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874386,SAMN06141181,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_STU_C138_P1,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,D7EBA303230F7586D2920F26F2160542,B54BCE56695EE4B57A5F2A0DAFC715FB
SRR5124982,29/06/2017 14:02,22/12/2016 06:35,32759713,6617462026,32759713,202,4479,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124982/SRR5124982.1,SRX2439794,Alyr_STU_C98_P2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874390,SAMN06141182,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_STU_C98_P2,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,6B03896E24C00878BB84DDF040247A26,E5BF0F6409565505037B901A4ED6FCCB
SRR5124996,29/06/2017 14:02,22/12/2016 06:49,43395368,8765864336,43395368,202,5681,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5124996/SRR5124996.1,SRX2439808,Alyr_STU_STU_198,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874404,SAMN06141183,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_STU_STU_198,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,8CE8304905152F20E4474AFCA7847EAE,F2843851DF7969580F832C0221D1772D
SRR5125002,29/06/2017 14:02,22/12/2016 08:00,55580880,11227337760,55580880,202,7344,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/SRR5125002/SRR5125002.1,SRX2439814,Alyr_STU_STU_56,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP095509,PRJNA357372,,357372,SRS1874410,SAMN06141184,simple,59691,Arabidopsis lyrata subsp. petraea,Alyr_STU_STU_56,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA507375,,public,BAB3D958EC8EB76FE885892677EE9B38,0D3E0A32A9EBEB4DD09CFFEDBA61C264
SRR7119538,04/05/2018 16:12,04/05/2018 15:17,39716175,7925138511,39283840,199,1658,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119538/SRR7119538.1,SRX4041182,J1-1,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258665,SAMN09069398,simple,59689,Arabidopsis lyrata,J1-1,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,3922B8454235990B99CBDBBEA354AE97,FEEA947BACA3713BB08A4D041EEB1242
SRR7119537,04/05/2018 16:36,04/05/2018 15:32,45273789,9024096714,44705331,199,1733,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119537/SRR7119537.1,SRX4041183,J1-10,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258666,SAMN09069397,simple,59689,Arabidopsis lyrata,J1-10,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,CAEFE1E3C36303622900D858EB0658E5,C114750E7018F4EFEC20798B0507AAC5
SRR7119533,04/05/2018 16:06,04/05/2018 15:13,29100454,5816979875,28864514,199,1127,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119533/SRR7119533.1,SRX4041187,J1-2,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258670,SAMN09069401,simple,59689,Arabidopsis lyrata,J1-2,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,2A0E55364E224B20225226222E5C5DA3,E181E8D046C18ABB6ECD113EB60B1239
SRR7119539,04/05/2018 16:16,04/05/2018 15:18,35776104,7139983949,35418393,199,1403,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119539/SRR7119539.1,SRX4041181,J1-20,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258664,SAMN09069399,simple,59689,Arabidopsis lyrata,J1-20,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,5014BFF5A0CA7870C01D1469F9AE3B81,D1DE2F2BDED6C92B5BD40810940B46D6
SRR7119540,04/05/2018 15:49,04/05/2018 15:07,28660661,5721148631,28386136,199,1119,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119540/SRR7119540.1,SRX4041180,J1-22,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258663,SAMN09069400,simple,59689,Arabidopsis lyrata,J1-22,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,404C47699C8003140112011ABE3CEAE6,3F03AE1E7161FE85C0D802C9B092CF52
SRR7119534,04/05/2018 16:25,04/05/2018 15:30,34895735,6961692198,34574338,199,1477,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119534/SRR7119534.1,SRX4041186,J1-3,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258668,SAMN09069402,simple,59689,Arabidopsis lyrata,J1-3,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,4310282F601745E0CCCBFD0A59F254F4,C6D3A3D11F6477F9439A5EDA629FA094
SRR7119535,04/05/2018 16:06,04/05/2018 15:16,31089248,6208500230,30800577,199,1213,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119535/SRR7119535.1,SRX4041185,J1-7,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258669,SAMN09069403,simple,59689,Arabidopsis lyrata,J1-7,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,D5B1C727EC773524DAF3579CA17D1BE8,F9736CE8016055767C791AD9F9CBAEF1
SRR7119536,04/05/2018 16:43,04/05/2018 15:34,48283051,9627532357,47714660,199,1868,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119536/SRR7119536.1,SRX4041184,J1-8,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258667,SAMN09069404,simple,59689,Arabidopsis lyrata,J1-8,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,BEF9047FB4A140ECF732794F6E47CC5F,78D508C81EE5FE7933FB56DC504E8917
SRR7119541,04/05/2018 16:14,04/05/2018 15:15,29294713,5841379284,29001110,199,1256,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119541/SRR7119541.1,SRX4041179,J1-9,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258662,SAMN09069405,simple,59689,Arabidopsis lyrata,J1-9,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,AB214D5F1A44A16CA7DC384BFCA28893,E2F369ECA708E34A1AE1464F50E3309C
SRR7119532,04/05/2018 16:04,04/05/2018 15:13,28440949,5681404174,28131459,199,1110,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119532/SRR7119532.1,SRX4041188,J3-1,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258671,SAMN09069416,simple,59689,Arabidopsis lyrata,J3-1,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,9EDB885F4121EE26353A642A80771D2C,83353707373C7555144835F9CE76422D
SRR7119546,04/05/2018 15:51,04/05/2018 15:03,25201833,5022065257,24929470,199,1031,assembly,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7119546/SRR7119546.1,SRX4041174,J3-2,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP144592,PRJNA459481,,459481,SRS3258657,SAMN09069417,simple,59689,Arabidopsis lyrata,J3-2,,,,,,,no,,,,,UNIVERSITY OF OULU,SRA699551,,public,C663F6579E45D7151F998585ED568F14,B81C6000A7EBB89D176661A5E211E5CA
