Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR636134,01/01/2016 05:21,27/09/2017 20:14,50833873,10268442346,50833873,202,7288,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636134/ERR636134.1,ERX592693,DKCr_177,WGS,RANDOM,GENOMIC,PAIRED,400,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554012,SAMEA2784277,simple,81985,Capsella rubella,SAMEA2784277,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,A60C661BF5FFADA3B2DE56C15A8FD3D1,C07EAB63EE5B16807B7FC43D6628344D
ERR636135,01/01/2016 05:21,27/09/2017 19:37,32533599,6571786998,32533599,202,4553,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636135/ERR636135.1,ERX592694,DKCr_180_104.12,WGS,RANDOM,GENOMIC,PAIRED,250,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554013,SAMEA2784278,simple,81985,Capsella rubella,SAMEA2784278,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,800E9E16C697438FA4307B3D35940AED,37F65289DCD1CA55AD0381F84289AD90
ERR636136,01/01/2016 05:21,21/05/2018 20:24,34727601,8328574724,20428523,239,5295,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/ERR636136/ERR636136.2,ERX592695,DKCr_18_1453,WGS,RANDOM,GENOMIC,PAIRED,400,0,ILLUMINA,Illumina Genome Analyzer II,ERP006251,PRJEB6689,,307389,ERS554014,SAMEA2784279,simple,81985,Capsella rubella,SAMEA2784279,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,251DA38F8D145F3D3415B62300CF8752,EBEDD24F50A7E33C2E022853106880FD
ERR636137,01/01/2016 05:21,27/09/2017 22:56,0,0,0,0,11947,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636137/ERR636137.1,ERX592696,DKCr_182_84.15,WGS,RANDOM,GENOMIC,PAIRED,400,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554015,SAMEA2784280,simple,81985,Capsella rubella,SAMEA2784280,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,D43BAFB464E09A98D4A8B3CCA8476355,3E16314E5BC75F026CF049C97580D902
ERR636138,01/01/2016 05:21,28/09/2017 00:52,0,0,0,0,14805,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636138/ERR636138.1,ERX592697,DKCr_185_6.26,WGS,RANDOM,GENOMIC,PAIRED,400,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554016,SAMEA2784281,simple,81985,Capsella rubella,SAMEA2784281,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,1297270651C269A106DC9CB231673E11,EEFC77DC9D6C00738539740E8A0CB6C3
ERR636139,01/01/2016 05:21,27/09/2017 21:02,62480644,12621090088,62480644,202,8624,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636139/ERR636139.1,ERX592698,DKCr_188_23.9,WGS,RANDOM,GENOMIC,PAIRED,250,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554017,SAMEA2784282,simple,81985,Capsella rubella,SAMEA2784282,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,5E888FE29D9A01D197CFB55EA7E0882A,8C11114414F25DD144C7B3772B568B2D
ERR636140,01/01/2016 05:21,27/09/2017 20:17,48863088,9870343776,48863088,202,6889,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636140/ERR636140.1,ERX592699,DKCr_189_22.13,WGS,RANDOM,GENOMIC,PAIRED,250,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554018,SAMEA2784283,simple,81985,Capsella rubella,SAMEA2784283,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,0065630FF1DEEFC844781A1CE62B9995,B00E109437F4D0E49A9ED450496A35BD
ERR636141,01/01/2016 05:21,27/09/2017 19:33,59515775,12022186550,59515775,202,8333,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636141/ERR636141.1,ERX592700,DKCr_200_1408,WGS,RANDOM,GENOMIC,PAIRED,250,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554019,SAMEA2784284,simple,81985,Capsella rubella,SAMEA2784284,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,6CADAA6D5A3051D72B058A13A82181EC,CDC96DBB7AC62F221737BA369B53AD8E
ERR636142,01/01/2016 05:21,28/09/2017 00:17,0,0,0,0,15505,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636142/ERR636142.1,ERX592701,DKCr_202_RIAH,WGS,RANDOM,GENOMIC,PAIRED,250,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554020,SAMEA2784285,simple,81985,Capsella rubella,SAMEA2784285,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,F39893DA1AC902C7DD0F33C71A0816A3,3D0012C33ED6B4A5790C9EF5980136AE
ERR636143,01/01/2016 05:21,27/09/2017 20:08,54668066,11042949332,54668066,202,7737,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636143/ERR636143.1,ERX592702,DKCr_207_1411-3,WGS,RANDOM,GENOMIC,PAIRED,250,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554021,SAMEA2784286,simple,81985,Capsella rubella,SAMEA2784286,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,4E215D6A023248D02B22CB9A367FDFCB,39D86DBAF0CBA366B09C22B43206C62A
ERR636144,01/01/2016 05:21,01/01/2016 07:21,39284770,11864000540,39284770,302,6996,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/ERR636144/ERR636144.1,ERX592703,DKCr_20_774,WGS,RANDOM,GENOMIC,PAIRED,400,0,ILLUMINA,Illumina Genome Analyzer II,ERP006251,PRJEB6689,,307389,ERS554022,SAMEA2784287,simple,81985,Capsella rubella,SAMEA2784287,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,17A101CDC98D9992BF6DFFBF2656EE10,149143CAFAD7BF18D523A34000EE363E
ERR636145,01/01/2016 05:21,27/09/2017 21:04,64497968,13028589536,64497968,202,8904,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636145/ERR636145.1,ERX592704,DKCr_210_1314-10,WGS,RANDOM,GENOMIC,PAIRED,250,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554023,SAMEA2784288,simple,81985,Capsella rubella,SAMEA2784288,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,FA40EDC0B7024798EA766F2C954B4E18,0DB075F9EA51F3889FB7ECC024654840
ERR636146,01/01/2016 05:21,27/09/2017 20:50,62534964,12632062728,62534964,202,8988,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-12/ERR636146/ERR636146.1,ERX592705,DKCr_212_1319-3,WGS,RANDOM,GENOMIC,PAIRED,250,0,ILLUMINA,Illumina HiSeq 2000,ERP006251,PRJEB6689,,307389,ERS554024,SAMEA2784289,simple,81985,Capsella rubella,SAMEA2784289,,,,,,,no,,,,,"MAX PLANCK INSTITUTE FOR EVOLUTIONARY BIOLOGY, TUE",ERA361828,,public,03D984AC5933B3E18CF938FF0B56BF9A,6893B5B82D3EEA344867A1A095BCEADB
