gene_ID	OF_ID	seqid	start	end	gea_gene
Aa_G100250.h1	21374	chr6	17022180	17023172	chr6:17022180-17023172
Aa_G1002530.h1	9445	chr3	13668570	13668871	chr3:13668570-13668871
Aa_G1002530.h2	9443	chr3	13659670	13659971	chr3:13659670-13659971
Aa_G100260.h1	21375	chr6	17024893	17026274	chr6:17024893-17026274
Aa_G1002640.h1	21539	chr6	19000014	19000880	chr6:19000014-19000880
Aa_G100270.h1	21376	chr6	17027244	17028920	chr6:17027244-17028920
Aa_G100280.h1	21377	chr6	17042284	17043556	chr6:17042284-17043556
Aa_G1002970.h1	29881	chr8	25977692	25978199	chr8:25977692-25978199
Aa_G100300.h1	21378	chr6	17052066	17054482	chr6:17052066-17054482
Aa_G100310.h1	21379	chr6	17060672	17065521	chr6:17060672-17065521
Aa_G100320.h1	21380	chr6	17067256	17067720	chr6:17067256-17067720
Aa_G100330.h1	21381	chr6	17072854	17073198	chr6:17072854-17073198
Aa_G100340.h1	21382	chr6	17074292	17075065	chr6:17074292-17075065
Aa_G100350.h1	21383	chr6	17076425	17077088	chr6:17076425-17077088
Aa_G100360.h1	21384	chr6	17077332	17079252	chr6:17077332-17079252
Aa_G100370.h1	21385	chr6	17083626	17084647	chr6:17083626-17084647
Aa_G1003740.h1	8932	chr3	9198489	9198527	chr3:9198489-9198527
Aa_G1003740.h2	22089	chr6	26369286	26369324	chr6:26369286-26369324
Aa_G1003740.h3	20240	chr6	4878088	4878126	chr6:4878088-4878126
Aa_G10040.h1	21519	chr6	18849752	18852158	chr6:18849752-18852158
Aa_G1004400.h1	33009	scaffold_120	136260	136670	scaffold_120:136260-136670
Aa_G1004620.h1	9403	chr3	13329046	13329724	chr3:13329046-13329724
Aa_G1004730.h1	33919	scaffold_529	1471	1944	scaffold_529:1471-1944
Aa_G1004730.h2	31595	chr8	42911964	42912437	chr8:42911964-42912437
Aa_G100480.h1	15487	chr4	50302292	50302570	chr4:50302292-50302570
Aa_G1004840.h1	2388	chr1	16891212	16892079	chr1:16891212-16892079
Aa_G1004840.h2	9923	chr3	18771574	18772441	chr3:18771574-18772441
Aa_G100490.h1	15488	chr4	50302928	50304970	chr4:50302928-50304970
Aa_G100500.h1	15489	chr4	50306987	50309679	chr4:50306987-50309679
Aa_G1005060.h1	26022	chr7	40759786	40760109	chr7:40759786-40760109
Aa_G100510.h1	15490	chr4	50310414	50313718	chr4:50310414-50313718
Aa_G1005170.h1	5627	chr2	22095110	22095830	chr2:22095110-22095830
Aa_G100520.h1	15491	chr4	50316417	50317578	chr4:50316417-50317578
Aa_G1005280.h1	5054	chr2	10969860	10970572	chr2:10969860-10970572
Aa_G100530.h1	15492	chr4	50322269	50323423	chr4:50322269-50323423
Aa_G100540.h1	15493	chr4	50323537	50325311	chr4:50323537-50325311
Aa_G100550.h1	15494	chr4	50327571	50329714	chr4:50327571-50329714
Aa_G1005500.h1	5573	chr2	21372478	21398092	chr2:21372478-21398092
Aa_G100560.h1	15495	chr4	50331054	50333767	chr4:50331054-50333767
Aa_G100570.h1	15496	chr4	50334026	50335295	chr4:50334026-50335295
Aa_G1005720.h1	4504	chr2	2505501	2506160	chr2:2505501-2506160
Aa_G100580.h1	15497	chr4	50335930	50338234	chr4:50335930-50338234
Aa_G100590.h1	15498	chr4	50338719	50340524	chr4:50338719-50340524
Aa_G100600.h1	15499	chr4	50342361	50344321	chr4:50342361-50344321
Aa_G100610.h1	15500	chr4	50347726	50349483	chr4:50347726-50349483
Aa_G1006160.h1	27817	chr8	4370335	4370511	chr8:4370335-4370511
Aa_G100620.h1	15501	chr4	50359709	50361441	chr4:50359709-50361441
Aa_G100630.h1	15502	chr4	50369444	50371411	chr4:50369444-50371411
Aa_G1006380.h1	13383	chr4	25691673	25692239	chr4:25691673-25692239
Aa_G100640.h1	15503	chr4	50377619	50379731	chr4:50377619-50379731
Aa_G1006490.h1	34210	scaffold_1065	1471	1566	scaffold_1065:1471-1566
Aa_G100650.h1	15504	chr4	50386337	50386582	chr4:50386337-50386582
Aa_G100660.h1	15505	chr4	50387597	50387710	chr4:50387597-50387710
Aa_G100670.h1	15506	chr4	50389255	50391601	chr4:50389255-50391601
Aa_G1006710.h1	22626	chr6	31685742	31686455	chr6:31685742-31686455
Aa_G10070.h1	21521	chr6	18899213	18899500	chr6:18899213-18899500
Aa_G1007040.h1	4483	chr2	2340693	2341046	chr2:2340693-2341046
Aa_G1007590.h1	4141	chr1	29479160	29480006	chr1:29479160-29480006
Aa_G1007700.h1	20465	chr6	6715811	6716551	chr6:6715811-6716551
Aa_G1007700.h2	20464	chr6	6631755	6632495	chr6:6631755-6632495
Aa_G100780.h1	5145	chr2	13228626	13228927	chr2:13228626-13228927
Aa_G1007810.h1	13448	chr4	26629362	26629901	chr4:26629362-26629901
Aa_G100790.h1	5144	chr2	13228457	13228651	chr2:13228457-13228651
Aa_G10080.h1	21522	chr6	18900084	18900892	chr6:18900084-18900892
Aa_G100800.h1	5143	chr2	13208765	13210595	chr2:13208765-13210595
Aa_G1008030.h1	667	chr1	3417696	3418514	chr1:3417696-3418514
Aa_G100810.h1	5142	chr2	13194613	13195167	chr2:13194613-13195167
Aa_G1008250.h1	8926	chr3	9103798	9104640	chr3:9103798-9104640
Aa_G1008250.h2	8177	chr3	4336123	4336965	chr3:4336123-4336965
Aa_G100830.h1	5141	chr2	13164400	13165659	chr2:13164400-13165659
Aa_G100840.h1	5140	chr2	13155073	13156740	chr2:13155073-13156740
Aa_G1008580.h1	1464	chr1	8485577	8486293	chr1:8485577-8486293
Aa_G100860.h1	5139	chr2	13141424	13145186	chr2:13141424-13145186
Aa_G100870.h1	5138	chr2	13124696	13126504	chr2:13124696-13126504
Aa_G100890.h1	5137	chr2	13108053	13109267	chr2:13108053-13109267
Aa_G1008910.h1	19655	chr6	1331300	1331707	chr6:1331300-1331707
Aa_G1008910.h2	19643	chr6	1259432	1259839	chr6:1259432-1259839
Aa_G10090.h1	21523	chr6	18901572	18902057	chr6:18901572-18902057
Aa_G100900.h1	5136	chr2	13104708	13104947	chr2:13104708-13104947
Aa_G100900.h2	29826	chr8	24835927	24836166	chr8:24835927-24836166
Aa_G100910.h1	5135	chr2	13103965	13104387	chr2:13103965-13104387
Aa_G1009130.h1	3089	chr1	22979787	22980344	chr1:22979787-22980344
Aa_G100920.h1	5134	chr2	13096126	13099164	chr2:13096126-13099164
Aa_G1009350.h1	10218	chr3	22448453	22449076	chr3:22448453-22449076
Aa_G1009570.h1	11264	chr3	30402600	30403172	chr3:30402600-30403172
Aa_G1009680.h1	5158	chr2	13376485	13377153	chr2:13376485-13377153
Aa_G1010.h1	9012	chr3	9644369	9645031	chr3:9644369-9645031
Aa_G10100.h1	21524	chr6	18915378	18915656	chr6:18915378-18915656
Aa_G1010230.h1	28445	chr8	8629628	8630000	chr8:8629628-8630000
Aa_G1010340.h1	32476	chr8	47706400	47706862	chr8:47706400-47706862
Aa_G1010340.h2	32475	chr8	47701463	47701925	chr8:47701463-47701925
Aa_G101040.h1	25443	chr7	31562674	31565292	chr7:31562674-31565292
Aa_G1010450.h1	17151	chr5	9173300	9173594	chr5:9173300-9173594
Aa_G1010450.h2	20535	chr6	7209167	7209461	chr6:7209167-7209461
Aa_G1010560.h1	7813	chr3	2618555	2619319	chr3:2618555-2619319
Aa_G1010670.h1	32811	chr8	49224383	49224706	chr8:49224383-49224706
Aa_G101070.h1	25444	chr7	31609947	31610353	chr7:31609947-31610353
Aa_G1010780.h1	29220	chr8	15876668	15877414	chr8:15876668-15877414
Aa_G101080.h1	25445	chr7	31618395	31619333	chr7:31618395-31619333
Aa_G101090.h1	25446	chr7	31638329	31638484	chr7:31638329-31638484
Aa_G10110.h1	21525	chr6	18916807	18917208	chr6:18916807-18917208
Aa_G101100.h1	25448	chr7	31645429	31646776	chr7:31645429-31646776
Aa_G101110.h1	25449	chr7	31654118	31655438	chr7:31654118-31655438
Aa_G101120.h1	25450	chr7	31656002	31656367	chr7:31656002-31656367
Aa_G101130.h1	25451	chr7	31671066	31671749	chr7:31671066-31671749
Aa_G1011330.h1	19660	chr6	1353525	1354175	chr6:1353525-1354175
Aa_G1011330.h2	25947	chr7	39965000	39965650	chr7:39965000-39965650
Aa_G101140.h1	25452	chr7	31673919	31675308	chr7:31673919-31675308
Aa_G101150.h1	25453	chr7	31696648	31698164	chr7:31696648-31698164
Aa_G1011990.h1	33077	scaffold_136	63251	63654	scaffold_136:63251-63654
Aa_G10120.h1	21526	chr6	18930332	18932091	chr6:18930332-18932091
Aa_G1012540.h1	20027	chr6	3551604	3551816	chr6:3551604-3551816
Aa_G101260.h1	8260	chr3	4720425	4724930	chr3:4720425-4724930
Aa_G101270.h1	8259	chr3	4711349	4716962	chr3:4711349-4716962
Aa_G101280.h1	8258	chr3	4699205	4703200	chr3:4699205-4703200
Aa_G101290.h1	8257	chr3	4685798	4689077	chr3:4685798-4689077
Aa_G10130.h1	21527	chr6	18932712	18934708	chr6:18932712-18934708
Aa_G101300.h1	8256	chr3	4679880	4682349	chr3:4679880-4682349
Aa_G101310.h1	8255	chr3	4678422	4679573	chr3:4678422-4679573
Aa_G101320.h1	8254	chr3	4674306	4676942	chr3:4674306-4676942
Aa_G101330.h1	8253	chr3	4672396	4673802	chr3:4672396-4673802
Aa_G1013310.h1	14057	chr4	37019234	37019602	chr4:37019234-37019602
Aa_G101340.h1	8252	chr3	4664353	4668028	chr3:4664353-4668028
Aa_G101350.h1	8251	chr3	4662479	4663935	chr3:4662479-4663935
Aa_G101360.h1	8250	chr3	4660280	4662044	chr3:4660280-4662044
Aa_G101370.h1	8234	chr3	4558013	4658009	chr3:4558013-4658009
Aa_G101380.h1	8249	chr3	4644936	4646184	chr3:4644936-4646184
Aa_G101390.h1	8247	chr3	4638522	4643525	chr3:4638522-4643525
Aa_G10140.h1	21528	chr6	18935117	18937432	chr6:18935117-18937432
Aa_G101400.h1	8246	chr3	4633080	4637718	chr3:4633080-4637718
Aa_G1014080.h1	26048	chr7	41198135	41198578	chr7:41198135-41198578
Aa_G101410.h1	8245	chr3	4628590	4628931	chr3:4628590-4628931
Aa_G101420.h1	8244	chr3	4601545	4606889	chr3:4601545-4606889
Aa_G101430.h1	8243	chr3	4592301	4594271	chr3:4592301-4594271
Aa_G101440.h1	8242	chr3	4583223	4585283	chr3:4583223-4585283
Aa_G101450.h1	8241	chr3	4581846	4582757	chr3:4581846-4582757
Aa_G101460.h1	8240	chr3	4578224	4581106	chr3:4578224-4581106
Aa_G1014630.h1	24000	chr7	9131199	9131768	chr7:9131199-9131768
Aa_G101470.h1	8239	chr3	4571205	4571708	chr3:4571205-4571708
Aa_G101480.h1	8238	chr3	4568733	4570702	chr3:4568733-4570702
Aa_G101490.h1	8237	chr3	4566409	4568308	chr3:4566409-4568308
Aa_G10150.h1	21529	chr6	18943327	18944627	chr6:18943327-18944627
Aa_G101500.h1	8236	chr3	4563124	4564164	chr3:4563124-4564164
Aa_G101510.h1	8235	chr3	4560964	4561125	chr3:4560964-4561125
Aa_G1015400.h1	26243	chr7	43345275	43345424	chr7:43345275-43345424
Aa_G1015400.h2	25488	chr7	32082528	32082677	chr7:32082528-32082677
Aa_G1015510.h1	4945	chr2	9434852	9435447	chr2:9434852-9435447
Aa_G1015620.h1	22092	chr6	26390541	26390771	chr6:26390541-26390771
Aa_G1015730.h1	2956	chr1	22034991	22035626	chr1:22034991-22035626
Aa_G1015840.h1	16432	chr5	3396809	3397503	chr5:3396809-3397503
Aa_G1015950.h1	15527	chr4	50533093	50533746	chr4:50533093-50533746
Aa_G101620.h1	6044	chr2	27668393	27669783	chr2:27668393-27669783
Aa_G1016280.h1	2952	chr1	21971999	21972229	chr1:21971999-21972229
Aa_G101640.h1	6045	chr2	27681081	27683409	chr2:27681081-27683409
Aa_G101650.h1	6046	chr2	27697482	27698270	chr2:27697482-27698270
Aa_G101660.h1	6047	chr2	27706174	27709991	chr2:27706174-27709991
Aa_G101670.h1	6048	chr2	27710613	27711793	chr2:27710613-27711793
Aa_G1016720.h1	5075	chr2	11746268	11747055	chr2:11746268-11747055
Aa_G101680.h1	6049	chr2	27713807	27716727	chr2:27713807-27716727
Aa_G101690.h1	6050	chr2	27717233	27717697	chr2:27717233-27717697
Aa_G10170.h1	21530	chr6	18959719	18960133	chr6:18959719-18960133
Aa_G101700.h1	6051	chr2	27719741	27721038	chr2:27719741-27721038
Aa_G1017050.h1	5349	chr2	16964587	16965351	chr2:16964587-16965351
Aa_G101710.h1	6052	chr2	27721503	27722577	chr2:27721503-27722577
Aa_G1017160.h1	27377	chr8	1922611	1923321	chr8:1922611-1923321
Aa_G1017160.h2	31184	chr8	40194675	40195385	chr8:40194675-40195385
Aa_G1017160.h3	31183	chr8	40184405	40185115	chr8:40184405-40185115
Aa_G1017160.h4	27380	chr8	1943686	1944396	chr8:1943686-1944396
Aa_G101720.h1	6053	chr2	27740149	27743157	chr2:27740149-27743157
Aa_G101730.h1	6054	chr2	27746902	27748765	chr2:27746902-27748765
Aa_G1017490.h1	33311	scaffold_182	71438	72204	scaffold_182:71438-72204
Aa_G1017820.h1	9153	chr3	10707463	10708121	chr3:10707463-10708121
Aa_G1017930.h1	15515	chr4	50447393	50447695	chr4:50447393-50447695
Aa_G10180.h1	21531	chr6	18962887	18963759	chr6:18962887-18963759
Aa_G1018040.h1	32707	chr8	48772825	48773149	chr8:48772825-48773149
Aa_G1018150.h1	19913	chr6	2776910	2777683	chr6:2776910-2777683
Aa_G1018150.h2	19909	chr6	2751776	2752549	chr6:2751776-2752549
Aa_G1018260.h1	17242	chr5	10134327	10134840	chr5:10134327-10134840
Aa_G101840.h1	30254	chr8	31292429	31292824	chr8:31292429-31292824
Aa_G101850.h1	30253	chr8	31278507	31282652	chr8:31278507-31282652
Aa_G1018590.h1	1442	chr1	8222224	8222592	chr1:8222224-8222592
Aa_G101860.h1	30252	chr8	31276223	31277046	chr8:31276223-31277046
Aa_G101870.h1	30251	chr8	31273991	31275878	chr8:31273991-31275878
Aa_G101880.h1	30250	chr8	31272661	31273738	chr8:31272661-31273738
Aa_G101890.h1	30249	chr8	31268718	31270210	chr8:31268718-31270210
Aa_G10190.h1	21532	chr6	18964769	18965212	chr6:18964769-18965212
Aa_G101900.h1	30247	chr8	31240035	31249218	chr8:31240035-31249218
Aa_G1019030.h1	29788	chr8	23618889	23619042	chr8:23618889-23619042
Aa_G1019030.h2	33578	scaffold_292	5833	5986	scaffold_292:5833-5986
Aa_G1019030.h3	33440	scaffold_217	15006	15159	scaffold_217:15006-15159
Aa_G101910.h1	30246	chr8	31232314	31235284	chr8:31232314-31235284
Aa_G101920.h1	30245	chr8	31225014	31226920	chr8:31225014-31226920
Aa_G1019360.h1	27113	chr8	532825	533194	chr8:532825-533194
Aa_G1019360.h2	27121	chr8	556503	556872	chr8:556503-556872
Aa_G1019360.h3	27135	chr8	605473	605834	chr8:605473-605834
Aa_G1019360.h4	27141	chr8	622233	622602	chr8:622233-622602
Aa_G101950.h1	30243	chr8	31200348	31201046	chr8:31200348-31201046
Aa_G1019580.h1	28185	chr8	6551144	6551740	chr8:6551144-6551740
Aa_G101960.h1	30242	chr8	31196402	31197759	chr8:31196402-31197759
Aa_G1019690.h1	33501	scaffold_254	8785	8940	scaffold_254:8785-8940
Aa_G101970.h1	30241	chr8	31192957	31195878	chr8:31192957-31195878
Aa_G1020.h1	9011	chr3	9642083	9643574	chr3:9642083-9643574
Aa_G10200.h1	6407	chr2	30942352	30943665	chr2:30942352-30943665
Aa_G1020020.h1	17053	chr5	8407764	8408184	chr5:8407764-8408184
Aa_G1020020.h2	17050	chr5	8341309	8341729	chr5:8341309-8341729
Aa_G1020130.h1	33069	scaffold_136	24276	24497	scaffold_136:24276-24497
Aa_G1020240.h1	1974	chr1	13069409	13070176	chr1:13069409-13070176
Aa_G1020350.h1	30810	chr8	37408100	37408770	chr8:37408100-37408770
Aa_G1020460.h1	33472	scaffold_238	40473	41237	scaffold_238:40473-41237
Aa_G1020790.h1	25142	chr7	27363442	27364085	chr7:27363442-27364085
Aa_G102080.h1	29968	chr8	27416256	27419524	chr8:27416256-27419524
Aa_G102090.h1	29969	chr8	27419906	27422124	chr8:27419906-27422124
Aa_G1020900.h1	23179	chr7	2281371	2281866	chr7:2281371-2281866
Aa_G10210.h1	6406	chr2	30936338	30937873	chr2:30936338-30937873
Aa_G102100.h1	29971	chr8	27424263	27424418	chr8:27424263-27424418
Aa_G1021010.h1	27410	chr8	2147133	2147258	chr8:2147133-2147258
Aa_G102110.h1	29970	chr8	27424023	27424184	chr8:27424023-27424184
Aa_G102120.h1	29972	chr8	27434223	27436932	chr8:27434223-27436932
Aa_G1021230.h1	20009	chr6	3512358	3512774	chr6:3512358-3512774
Aa_G102130.h1	29973	chr8	27438369	27440297	chr8:27438369-27440297
Aa_G102140.h1	29974	chr8	27441322	27443035	chr8:27441322-27443035
Aa_G102150.h1	29975	chr8	27444032	27446530	chr8:27444032-27446530
Aa_G102160.h1	29976	chr8	27451399	27457270	chr8:27451399-27457270
Aa_G102170.h1	29977	chr8	27460628	27462368	chr8:27460628-27462368
Aa_G102180.h1	29978	chr8	27468602	27473819	chr8:27468602-27473819
Aa_G102190.h1	29979	chr8	27474687	27475664	chr8:27474687-27475664
Aa_G10220.h1	6405	chr2	30928330	30930554	chr2:30928330-30930554
Aa_G102200.h1	29980	chr8	27478527	27479828	chr8:27478527-27479828
Aa_G1022000.h1	23669	chr7	5933959	5934432	chr7:5933959-5934432
Aa_G102210.h1	29981	chr8	27480406	27481932	chr8:27480406-27481932
Aa_G102220.h1	29982	chr8	27484233	27486843	chr8:27484233-27486843
Aa_G102230.h1	29983	chr8	27499332	27501788	chr8:27499332-27501788
Aa_G1022330.h1	10444	chr3	24530028	24530390	chr3:24530028-24530390
Aa_G102240.h1	29984	chr8	27502420	27504257	chr8:27502420-27504257
Aa_G1022440.h1	12932	chr4	17763493	17764207	chr4:17763493-17764207
Aa_G1022440.h2	30842	chr8	37590745	37591459	chr8:37590745-37591459
Aa_G1022550.h1	17575	chr5	14451781	14452185	chr5:14451781-14452185
Aa_G1022770.h1	11346	chr4	1113529	1114279	chr4:1113529-1114279
Aa_G102280.h1	29985	chr8	27534693	27535163	chr8:27534693-27535163
Aa_G1022880.h1	808	chr1	4060018	4060483	chr1:4060018-4060483
Aa_G102290.h1	29986	chr8	27539239	27540183	chr8:27539239-27540183
Aa_G10230.h1	6404	chr2	30926006	30927610	chr2:30926006-30927610
Aa_G102300.h1	29987	chr8	27545990	27546684	chr8:27545990-27546684
Aa_G102310.h1	29988	chr8	27550306	27551722	chr8:27550306-27551722
Aa_G1023210.h1	19957	chr6	3071118	3071607	chr6:3071118-3071607
Aa_G1023320.h1	12702	chr4	14656590	14656835	chr4:14656590-14656835
Aa_G1023430.h1	24739	chr7	20447341	20447712	chr7:20447341-20447712
Aa_G1023650.h1	21776	chr6	22754618	22755007	chr6:22754618-22755007
Aa_G1023760.h1	0	000810F	3647	4218	000810F:3647-4218
Aa_G1023870.h1	18832	chr5	25067301	25067953	chr5:25067301-25067953
Aa_G10240.h1	6403	chr2	30922872	30925767	chr2:30922872-30925767
Aa_G102420.h1	1513	chr1	8933644	8933842	chr1:8933644-8933842
Aa_G102430.h1	1512	chr1	8931645	8932319	chr1:8931645-8932319
Aa_G102440.h1	1511	chr1	8927441	8930164	chr1:8927441-8930164
Aa_G1024420.h1	9044	chr3	9858744	9859331	chr3:9858744-9859331
Aa_G102450.h1	1510	chr1	8923420	8924070	chr1:8923420-8924070
Aa_G1024530.h1	5147	chr2	13245153	13245614	chr2:13245153-13245614
Aa_G102460.h1	19034	chr5	26231115	26232755	chr5:26231115-26232755
Aa_G102470.h1	19033	chr5	26228386	26229224	chr5:26228386-26229224
Aa_G102480.h1	19031	chr5	26221843	26222235	chr5:26221843-26222235
Aa_G1024860.h1	15020	chr4	47484467	47484946	chr4:47484467-47484946
Aa_G1024970.h1	17846	chr5	17238350	17239468	chr5:17238350-17239468
Aa_G10250.h1	6402	chr2	30909451	30911360	chr2:30909451-30911360
Aa_G102500.h1	17362	chr5	11328881	11332549	chr5:11328881-11332549
Aa_G102510.h1	17361	chr5	11315717	11316333	chr5:11315717-11316333
Aa_G1025190.h1	12101	chr4	7857316	7857510	chr4:7857316-7857510
Aa_G102520.h1	17360	chr5	11312961	11314765	chr5:11312961-11314765
Aa_G102530.h1	17359	chr5	11300972	11301717	chr5:11300972-11301717
Aa_G102540.h1	17357	chr5	11295012	11298921	chr5:11295012-11298921
Aa_G102550.h1	17356	chr5	11281801	11283881	chr5:11281801-11283881
Aa_G102560.h1	17355	chr5	11279329	11281197	chr5:11279329-11281197
Aa_G102570.h1	17354	chr5	11263081	11263626	chr5:11263081-11263626
Aa_G1025740.h1	32298	chr8	46760000	46760731	chr8:46760000-46760731
Aa_G1025740.h2	32297	chr8	46758989	46759720	chr8:46758989-46759720
Aa_G1025740.h3	32295	chr8	46757978	46758709	chr8:46757978-46758709
Aa_G102580.h1	17349	chr5	11245825	11249717	chr5:11245825-11249717
Aa_G1025850.h1	22593	chr6	31214110	31214386	chr6:31214110-31214386
Aa_G1025960.h1	4372	chr2	1378767	1379450	chr2:1378767-1379450
Aa_G10260.h1	6401	chr2	30907337	30908967	chr2:30907337-30908967
Aa_G102600.h1	17348	chr5	11194548	11197670	chr5:11194548-11197670
Aa_G1026070.h1	23865	chr7	7768236	7768547	chr7:7768236-7768547
Aa_G102610.h1	17347	chr5	11191944	11194048	chr5:11191944-11194048
Aa_G1026180.h1	20750	chr6	9245782	9246015	chr6:9245782-9246015
Aa_G102620.h1	17346	chr5	11179523	11180157	chr5:11179523-11180157
Aa_G1026290.h1	24857	chr7	22469031	22469736	chr7:22469031-22469736
Aa_G102630.h1	17345	chr5	11175863	11178144	chr5:11175863-11178144
Aa_G102640.h1	17344	chr5	11170362	11172338	chr5:11170362-11172338
Aa_G102650.h1	17343	chr5	11160952	11163586	chr5:11160952-11163586
Aa_G1026510.h1	1222	chr1	6419142	6419471	chr1:6419142-6419471
Aa_G102660.h1	17342	chr5	11157686	11160271	chr5:11157686-11160271
Aa_G1026620.h1	20810	chr6	10143966	10144367	chr6:10143966-10144367
Aa_G102670.h1	17341	chr5	11155800	11157121	chr5:11155800-11157121
Aa_G1026730.h1	14899	chr4	46438942	46439325	chr4:46438942-46439325
Aa_G102680.h1	17340	chr5	11149352	11154801	chr5:11149352-11154801
Aa_G10270.h1	6400	chr2	30900859	30903331	chr2:30900859-30903331
Aa_G1027060.h1	3023	chr1	22481111	22481420	chr1:22481111-22481420
Aa_G1027060.h2	3019	chr1	22463897	22464206	chr1:22463897-22464206
Aa_G1027280.h1	426	chr1	2205568	2205651	chr1:2205568-2205651
Aa_G1027280.h10	30756	chr8	37016314	37016397	chr8:37016314-37016397
Aa_G1027280.h11	33673	scaffold_344	1128	1211	scaffold_344:1128-1211
Aa_G1027280.h12	2427	chr1	17327334	17327417	chr1:17327334-17327417
Aa_G1027280.h13	5110	chr2	12634878	12634961	chr2:12634878-12634961
Aa_G1027280.h14	834	chr1	4166953	4167036	chr1:4166953-4167036
Aa_G1027280.h15	4852	chr2	7832006	7832089	chr2:7832006-7832089
Aa_G1027280.h16	4484	chr2	2343232	2343315	chr2:2343232-2343315
Aa_G1027280.h17	8875	chr3	8597975	8598058	chr3:8597975-8598058
Aa_G1027280.h18	8610	chr3	6861184	6861267	chr3:6861184-6861267
Aa_G1027280.h19	13796	chr4	33470968	33471051	chr4:33470968-33471051
Aa_G1027280.h2	4550	chr2	3065959	3066042	chr2:3065959-3066042
Aa_G1027280.h20	13170	chr4	21211033	21211116	chr4:21211033-21211116
Aa_G1027280.h21	19059	chr5	26341710	26341793	chr5:26341710-26341793
Aa_G1027280.h22	22233	chr6	27529655	27529738	chr6:27529655-27529738
Aa_G1027280.h23	21952	chr6	25023525	25023608	chr6:25023525-25023608
Aa_G1027280.h24	5225	chr2	14686504	14686587	chr2:14686504-14686587
Aa_G1027280.h25	21862	chr6	24066407	24066490	chr6:24066407-24066490
Aa_G1027280.h26	21133	chr6	14153755	14153838	chr6:14153755-14153838
Aa_G1027280.h27	26193	chr7	42914970	42915053	chr7:42914970-42915053
Aa_G1027280.h28	25436	chr7	31451434	31451517	chr7:31451434-31451517
Aa_G1027280.h29	24553	chr7	17209697	17209780	chr7:17209697-17209780
Aa_G1027280.h3	21394	chr6	17235951	17236034	chr6:17235951-17236034
Aa_G1027280.h30	23613	chr7	5520191	5520274	chr7:5520191-5520274
Aa_G1027280.h31	33006	scaffold_120	103151	103234	scaffold_120:103151-103234
Aa_G1027280.h32	34028	scaffold_669	932	1015	scaffold_669:932-1015
Aa_G1027280.h33	5412	chr2	18448298	18448381	chr2:18448298-18448381
Aa_G1027280.h34	8231	chr3	4550807	4550890	chr3:4550807-4550890
Aa_G1027280.h35	10655	chr3	26113048	26113131	chr3:26113048-26113131
Aa_G1027280.h36	12874	chr4	17048624	17048707	chr4:17048624-17048707
Aa_G1027280.h37	13471	chr4	27363952	27364035	chr4:27363952-27364035
Aa_G1027280.h38	17043	chr5	8278368	8278451	chr5:8278368-8278451
Aa_G1027280.h4	25166	chr7	27700187	27700270	chr7:27700187-27700270
Aa_G1027280.h5	25393	chr7	30600797	30600880	chr7:30600797-30600880
Aa_G1027280.h6	25518	chr7	32651122	32651205	chr7:32651122-32651205
Aa_G1027280.h7	25756	chr7	36851780	36851863	chr7:36851780-36851863
Aa_G1027280.h8	25905	chr7	39264397	39264480	chr7:39264397-39264480
Aa_G1027280.h9	29772	chr8	23337897	23337980	chr8:23337897-23337980
Aa_G1027390.h1	17722	chr5	15945666	15946242	chr5:15945666-15946242
Aa_G1027830.h1	26586	chr7	46773955	46774305	chr7:46773955-46774305
