gene_ID	OF_ID	seqname	start	end	gea_gene
gene-AT1G01220	20427	Athal_NC_003070.9	91342	95681	Athal_NC_003070.9:91342-95681
gene-AT1G01225	20428	Athal_NC_003070.9	95935	97407	Athal_NC_003070.9:95935-97407
gene-AT1G01230	20429	Athal_NC_003070.9	97412	99240	Athal_NC_003070.9:97412-99240
gene-AT1G01240	20430	Athal_NC_003070.9	99866	101987	Athal_NC_003070.9:99866-101987
gene-AT1G01250	20431	Athal_NC_003070.9	104440	105330	Athal_NC_003070.9:104440-105330
gene-AT1G01260	20432	Athal_NC_003070.9	108946	111699	Athal_NC_003070.9:108946-111699
gene-AT1G01280	20433	Athal_NC_003070.9	112263	113947	Athal_NC_003070.9:112263-113947
gene-AT1G01290	20434	Athal_NC_003070.9	114202	116407	Athal_NC_003070.9:114202-116407
gene-AT1G01300	20435	Athal_NC_003070.9	116784	118845	Athal_NC_003070.9:116784-118845
gene-AT1G01305	20436	Athal_NC_003070.9	119381	119997	Athal_NC_003070.9:119381-119997
gene-AT1G01310	20437	Athal_NC_003070.9	120154	121130	Athal_NC_003070.9:120154-121130
gene-AT1G01320	20438	Athal_NC_003070.9	121067	130577	Athal_NC_003070.9:121067-130577
gene-AT1G01335	20439	Athal_NC_003070.9	130736	130858	Athal_NC_003070.9:130736-130858
gene-AT1G01340	20440	Athal_NC_003070.9	132270	135924	Athal_NC_003070.9:132270-135924
gene-AT1G01350	20441	Athal_NC_003070.9	136090	138162	Athal_NC_003070.9:136090-138162
gene-AT1G01355	20442	Athal_NC_003070.9	138489	139671	Athal_NC_003070.9:138489-139671
gene-AT1G01360	20443	Athal_NC_003070.9	141870	143261	Athal_NC_003070.9:141870-143261
gene-AT1G01370	20444	Athal_NC_003070.9	143489	146479	Athal_NC_003070.9:143489-146479
gene-AT1G01380	20445	Athal_NC_003070.9	147043	148014	Athal_NC_003070.9:147043-148014
gene-AT1G01390	20446	Athal_NC_003070.9	148013	149848	Athal_NC_003070.9:148013-149848
gene-AT1G01400	20447	Athal_NC_003070.9	150689	152210	Athal_NC_003070.9:150689-152210
gene-AT1G01410	20448	Athal_NC_003070.9	153113	154198	Athal_NC_003070.9:153113-154198
gene-AT1G01420	20449	Athal_NC_003070.9	154367	156178	Athal_NC_003070.9:154367-156178
gene-AT1G01430	20450	Athal_NC_003070.9	156477	158823	Athal_NC_003070.9:156477-158823
gene-AT1G01440	20451	Athal_NC_003070.9	159628	162953	Athal_NC_003070.9:159628-162953
gene-AT1G01450	20452	Athal_NC_003070.9	164105	165517	Athal_NC_003070.9:164105-165517
gene-AT1G01453	20453	Athal_NC_003070.9	166589	168088	Athal_NC_003070.9:166589-168088
gene-AT1G01460	20454	Athal_NC_003070.9	168559	171386	Athal_NC_003070.9:168559-171386
gene-AT1G01470	20455	Athal_NC_003070.9	171525	172948	Athal_NC_003070.9:171525-172948
gene-AT1G01480	20456	Athal_NC_003070.9	175706	178406	Athal_NC_003070.9:175706-178406
gene-AT1G01490	20457	Athal_NC_003070.9	180056	182749	Athal_NC_003070.9:180056-182749
gene-AT1G01500	20458	Athal_NC_003070.9	185033	187135	Athal_NC_003070.9:185033-187135
gene-AT1G01510	20459	Athal_NC_003070.9	187145	190472	Athal_NC_003070.9:187145-190472
gene-AT1G01520	20460	Athal_NC_003070.9	190408	192436	Athal_NC_003070.9:190408-192436
gene-AT1G01530	20461	Athal_NC_003070.9	192634	193670	Athal_NC_003070.9:192634-193670
gene-AT1G01540	20462	Athal_NC_003070.9	195645	198787	Athal_NC_003070.9:195645-198787
gene-AT1G01550	20463	Athal_NC_003070.9	199527	201775	Athal_NC_003070.9:199527-201775
gene-AT1G01560	20464	Athal_NC_003070.9	202111	204440	Athal_NC_003070.9:202111-204440
gene-AT1G01570	20465	Athal_NC_003070.9	204935	207642	Athal_NC_003070.9:204935-207642
gene-AT1G01580	20466	Athal_NC_003070.9	208995	213082	Athal_NC_003070.9:208995-213082
gene-AT1G01590	20467	Athal_NC_003070.9	214150	217734	Athal_NC_003070.9:214150-217734
gene-AT1G01600	20468	Athal_NC_003070.9	218834	221286	Athal_NC_003070.9:218834-221286
gene-AT1G01610	20469	Athal_NC_003070.9	221642	224351	Athal_NC_003070.9:221642-224351
gene-AT1G01620	20470	Athal_NC_003070.9	225665	227543	Athal_NC_003070.9:225665-227543
gene-AT1G01630	20471	Athal_NC_003070.9	228799	230979	Athal_NC_003070.9:228799-230979
gene-AT1G01640	20472	Athal_NC_003070.9	230908	232630	Athal_NC_003070.9:230908-232630
gene-AT1G01650	20473	Athal_NC_003070.9	232840	237905	Athal_NC_003070.9:232840-237905
gene-AT1G01660	20474	Athal_NC_003070.9	239841	242703	Athal_NC_003070.9:239841-242703
gene-AT1G01670	20475	Athal_NC_003070.9	242713	246054	Athal_NC_003070.9:242713-246054
gene-AT1G01680	20476	Athal_NC_003070.9	246262	248440	Athal_NC_003070.9:246262-248440
gene-AT1G01690	20477	Athal_NC_003070.9	249041	252522	Athal_NC_003070.9:249041-252522
gene-AT1G01695	20478	Athal_NC_003070.9	252626	254530	Athal_NC_003070.9:252626-254530
gene-AT1G01700	20479	Athal_NC_003070.9	259307	261667	Athal_NC_003070.9:259307-261667
gene-AT1G01710	20480	Athal_NC_003070.9	262828	266324	Athal_NC_003070.9:262828-266324
gene-AT1G01715	20481	Athal_NC_003070.9	266333	267883	Athal_NC_003070.9:266333-267883
gene-AT1G01720	20482	Athal_NC_003070.9	267993	269819	Athal_NC_003070.9:267993-269819
gene-AT1G01725	20483	Athal_NC_003070.9	269792	270859	Athal_NC_003070.9:269792-270859
gene-AT1G01730	20484	Athal_NC_003070.9	270797	272189	Athal_NC_003070.9:270797-272189
gene-AT1G01740	20485	Athal_NC_003070.9	272111	274930	Athal_NC_003070.9:272111-274930
gene-AT1G01750	20486	Athal_NC_003070.9	275188	276310	Athal_NC_003070.9:275188-276310
gene-AT1G01760	20487	Athal_NC_003070.9	276368	278599	Athal_NC_003070.9:276368-278599
gene-AT1G01770	20488	Athal_NC_003070.9	278600	282891	Athal_NC_003070.9:278600-282891
gene-AT1G01780	20489	Athal_NC_003070.9	282761	284245	Athal_NC_003070.9:282761-284245
gene-AT1G01790	20490	Athal_NC_003070.9	284350	291201	Athal_NC_003070.9:284350-291201
gene-AT1G01800	20491	Athal_NC_003070.9	293246	295086	Athal_NC_003070.9:293246-295086
gene-AT1G01810	20492	Athal_NC_003070.9	295207	295859	Athal_NC_003070.9:295207-295859
gene-AT1G01820	20493	Athal_NC_003070.9	296001	298334	Athal_NC_003070.9:296001-298334
gene-AT1G01830	20494	Athal_NC_003070.9	298451	302310	Athal_NC_003070.9:298451-302310
gene-AT1G01840	20495	Athal_NC_003070.9	303537	304358	Athal_NC_003070.9:303537-304358
gene-AT1G01860	20496	Athal_NC_003070.9	304133	306310	Athal_NC_003070.9:304133-306310
gene-AT1G01880	20497	Athal_NC_003070.9	306467	309541	Athal_NC_003070.9:306467-309541
gene-AT1G01900	20498	Athal_NC_003070.9	310169	313130	Athal_NC_003070.9:310169-313130
gene-AT1G01910	20499	Athal_NC_003070.9	313154	316090	Athal_NC_003070.9:313154-316090
gene-AT1G01920	20500	Athal_NC_003070.9	315983	319667	Athal_NC_003070.9:315983-319667
gene-AT1G01930	20501	Athal_NC_003070.9	319769	322895	Athal_NC_003070.9:319769-322895
gene-AT1G01940	20502	Athal_NC_003070.9	322886	324917	Athal_NC_003070.9:322886-324917
gene-AT1G01950	20503	Athal_NC_003070.9	325316	330619	Athal_NC_003070.9:325316-330619
gene-AT1G01960	20504	Athal_NC_003070.9	330588	337912	Athal_NC_003070.9:330588-337912
gene-AT1G01970	20505	Athal_NC_003070.9	338241	340088	Athal_NC_003070.9:338241-340088
gene-AT1G01980	20506	Athal_NC_003070.9	340108	342040	Athal_NC_003070.9:340108-342040
gene-AT1G01990	20507	Athal_NC_003070.9	342918	344400	Athal_NC_003070.9:342918-344400
gene-AT1G02000	20508	Athal_NC_003070.9	345516	347603	Athal_NC_003070.9:345516-347603
gene-AT1G02010	20509	Athal_NC_003070.9	347613	352545	Athal_NC_003070.9:347613-352545
gene-AT1G02020	20510	Athal_NC_003070.9	352622	355124	Athal_NC_003070.9:352622-355124
gene-AT1G02030	20511	Athal_NC_003070.9	355124	357258	Athal_NC_003070.9:355124-357258
gene-AT1G02040	20512	Athal_NC_003070.9	357906	359078	Athal_NC_003070.9:357906-359078
gene-AT1G02050	20513	Athal_NC_003070.9	359117	360746	Athal_NC_003070.9:359117-360746
gene-AT1G02060	20514	Athal_NC_003070.9	360918	363142	Athal_NC_003070.9:360918-363142
gene-AT1G02065	20515	Athal_NC_003070.9	365209	367443	Athal_NC_003070.9:365209-367443
gene-AT1G02067	20516	Athal_NC_003070.9	366945	367166	Athal_NC_003070.9:366945-367166
gene-AT1G02070	20517	Athal_NC_003070.9	370195	371090	Athal_NC_003070.9:370195-371090
gene-AT1G02080	20518	Athal_NC_003070.9	373335	386847	Athal_NC_003070.9:373335-386847
gene-AT1G02090	20519	Athal_NC_003070.9	387277	389808	Athal_NC_003070.9:387277-389808
gene-AT1G02100	20520	Athal_NC_003070.9	389812	392816	Athal_NC_003070.9:389812-392816
gene-AT1G02110	20521	Athal_NC_003070.9	392831	395528	Athal_NC_003070.9:392831-395528
gene-AT1G02120	20522	Athal_NC_003070.9	395689	400001	Athal_NC_003070.9:395689-400001
gene-AT1G02130	20523	Athal_NC_003070.9	399983	401919	Athal_NC_003070.9:399983-401919
gene-AT1G02140	20524	Athal_NC_003070.9	403100	404456	Athal_NC_003070.9:403100-404456
gene-AT1G02145	20525	Athal_NC_003070.9	404600	408619	Athal_NC_003070.9:404600-408619
gene-AT1G02150	20526	Athal_NC_003070.9	408622	410680	Athal_NC_003070.9:408622-410680
gene-AT1G02160	20527	Athal_NC_003070.9	410744	411632	Athal_NC_003070.9:410744-411632
gene-AT1G02170	20528	Athal_NC_003070.9	411664	413554	Athal_NC_003070.9:411664-413554
gene-AT1G02180	20529	Athal_NC_003070.9	413522	414649	Athal_NC_003070.9:413522-414649
gene-AT1G02190	20530	Athal_NC_003070.9	415074	418027	Athal_NC_003070.9:415074-418027
gene-AT1G02205	20531	Athal_NC_003070.9	418416	422579	Athal_NC_003070.9:418416-422579
gene-AT1G02210	20532	Athal_NC_003070.9	427548	427811	Athal_NC_003070.9:427548-427811
gene-AT1G02220	20533	Athal_NC_003070.9	428650	430720	Athal_NC_003070.9:428650-430720
gene-AT1G02230	20534	Athal_NC_003070.9	434965	436922	Athal_NC_003070.9:434965-436922
gene-AT1G02250	20535	Athal_NC_003070.9	437860	439559	Athal_NC_003070.9:437860-439559
gene-AT1G02260	20536	Athal_NC_003070.9	440200	442972	Athal_NC_003070.9:440200-442972
gene-AT1G02270	20537	Athal_NC_003070.9	443118	446296	Athal_NC_003070.9:443118-446296
gene-AT1G02280	20538	Athal_NC_003070.9	448423	450426	Athal_NC_003070.9:448423-450426
gene-AT1G02290	20539	Athal_NC_003070.9	450461	452743	Athal_NC_003070.9:450461-452743
gene-AT1G02300	20540	Athal_NC_003070.9	453107	455519	Athal_NC_003070.9:453107-455519
gene-AT1G02305	20541	Athal_NC_003070.9	455688	458164	Athal_NC_003070.9:455688-458164
gene-AT1G02310	20542	Athal_NC_003070.9	458243	460831	Athal_NC_003070.9:458243-460831
gene-AT1G02320	20543	Athal_NC_003070.9	461828	461974	Athal_NC_003070.9:461828-461974
gene-AT1G02330	20544	Athal_NC_003070.9	461946	463618	Athal_NC_003070.9:461946-463618
gene-AT1G02335	20545	Athal_NC_003070.9	463754	464981	Athal_NC_003070.9:463754-464981
gene-AT1G02340	20546	Athal_NC_003070.9	465616	467880	Athal_NC_003070.9:465616-467880
gene-AT1G02350	20547	Athal_NC_003070.9	469818	470693	Athal_NC_003070.9:469818-470693
gene-AT1G02360	20548	Athal_NC_003070.9	471971	473336	Athal_NC_003070.9:471971-473336
gene-AT1G02370	20549	Athal_NC_003070.9	474373	476612	Athal_NC_003070.9:474373-476612
gene-AT1G02380	20550	Athal_NC_003070.9	476945	479112	Athal_NC_003070.9:476945-479112
gene-AT1G02390	20551	Athal_NC_003070.9	480650	483373	Athal_NC_003070.9:480650-483373
gene-AT1G02400	20552	Athal_NC_003070.9	486800	489651	Athal_NC_003070.9:486800-489651
gene-AT1G02405	20553	Athal_NC_003070.9	489874	490627	Athal_NC_003070.9:489874-490627
gene-AT1G02410	20554	Athal_NC_003070.9	490860	492963	Athal_NC_003070.9:490860-492963
gene-AT1G02420	20555	Athal_NC_003070.9	493639	495158	Athal_NC_003070.9:493639-495158
gene-AT1G02430	20556	Athal_NC_003070.9	495050	496332	Athal_NC_003070.9:495050-496332
gene-AT1G02440	20557	Athal_NC_003070.9	496372	497479	Athal_NC_003070.9:496372-497479
gene-AT1G02450	20558	Athal_NC_003070.9	497917	498539	Athal_NC_003070.9:497917-498539
gene-AT1G02460	20559	Athal_NC_003070.9	504463	507268	Athal_NC_003070.9:504463-507268
gene-AT1G02470	20560	Athal_NC_003070.9	511765	513721	Athal_NC_003070.9:511765-513721
gene-AT1G02475	20561	Athal_NC_003070.9	513699	515422	Athal_NC_003070.9:513699-515422
gene-AT1G02490	20562	Athal_NC_003070.9	516569	516866	Athal_NC_003070.9:516569-516866
gene-AT1G02500	20563	Athal_NC_003070.9	518091	520495	Athal_NC_003070.9:518091-520495
gene-AT1G02510	20564	Athal_NC_003070.9	520498	521668	Athal_NC_003070.9:520498-521668
gene-AT1G02520	20565	Athal_NC_003070.9	523536	529069	Athal_NC_003070.9:523536-529069
gene-AT1G02530	20566	Athal_NC_003070.9	529679	534677	Athal_NC_003070.9:529679-534677
gene-AT1G02540	20567	Athal_NC_003070.9	534827	535699	Athal_NC_003070.9:534827-535699
gene-AT1G02550	20568	Athal_NC_003070.9	536483	537211	Athal_NC_003070.9:536483-537211
gene-AT1G02560	20569	Athal_NC_003070.9	537740	540127	Athal_NC_003070.9:537740-540127
gene-AT1G02570	20570	Athal_NC_003070.9	541236	542245	Athal_NC_003070.9:541236-542245
gene-AT1G02575	20571	Athal_NC_003070.9	543011	544057	Athal_NC_003070.9:543011-544057
gene-AT1G02580	20572	Athal_NC_003070.9	544733	549202	Athal_NC_003070.9:544733-549202
gene-AT1G02590	20573	Athal_NC_003070.9	552138	552761	Athal_NC_003070.9:552138-552761
gene-AT1G02610	20574	Athal_NC_003070.9	553019	556152	Athal_NC_003070.9:553019-556152
gene-AT1G02620	20575	Athal_NC_003070.9	557092	558774	Athal_NC_003070.9:557092-558774
gene-AT1G02630	20576	Athal_NC_003070.9	560610	562598	Athal_NC_003070.9:560610-562598
gene-AT1G02640	20577	Athal_NC_003070.9	564018	567771	Athal_NC_003070.9:564018-567771
gene-AT1G02650	20578	Athal_NC_003070.9	568558	570554	Athal_NC_003070.9:568558-570554
gene-AT1G02660	20579	Athal_NC_003070.9	571826	575085	Athal_NC_003070.9:571826-575085
gene-AT1G02670	20580	Athal_NC_003070.9	575922	580299	Athal_NC_003070.9:575922-580299
gene-AT1G02680	20581	Athal_NC_003070.9	580625	582310	Athal_NC_003070.9:580625-582310
gene-AT1G02690	20582	Athal_NC_003070.9	584134	587327	Athal_NC_003070.9:584134-587327
gene-AT1G02700	20583	Athal_NC_003070.9	588003	589480	Athal_NC_003070.9:588003-589480
gene-AT1G02705	20584	Athal_NC_003070.9	589584	590406	Athal_NC_003070.9:589584-590406
gene-AT1G02710	20585	Athal_NC_003070.9	589706	589996	Athal_NC_003070.9:589706-589996
gene-AT1G02720	20586	Athal_NC_003070.9	591682	594264	Athal_NC_003070.9:591682-594264
gene-AT1G02730	20587	Athal_NC_003070.9	594502	598657	Athal_NC_003070.9:594502-598657
gene-AT1G02740	20588	Athal_NC_003070.9	599330	602199	Athal_NC_003070.9:599330-602199
gene-AT1G02750	20589	Athal_NC_003070.9	602489	604387	Athal_NC_003070.9:602489-604387
gene-AT1G02770	20590	Athal_NC_003070.9	604873	606708	Athal_NC_003070.9:604873-606708
gene-AT1G02780	20591	Athal_NC_003070.9	607799	609534	Athal_NC_003070.9:607799-609534
gene-AT1G02790	20592	Athal_NC_003070.9	610363	612324	Athal_NC_003070.9:610363-612324
gene-AT1G02800	20593	Athal_NC_003070.9	613197	616231	Athal_NC_003070.9:613197-616231
gene-AT1G02810	20594	Athal_NC_003070.9	618061	620502	Athal_NC_003070.9:618061-620502
gene-AT1G02813	20595	Athal_NC_003070.9	620678	621329	Athal_NC_003070.9:620678-621329
gene-AT1G02816	20596	Athal_NC_003070.9	621453	623054	Athal_NC_003070.9:621453-623054
gene-AT1G02820	20597	Athal_NC_003070.9	623656	624567	Athal_NC_003070.9:623656-624567
gene-AT1G02830	20598	Athal_NC_003070.9	625084	625608	Athal_NC_003070.9:625084-625608
gene-AT1G02840	20599	Athal_NC_003070.9	626639	629993	Athal_NC_003070.9:626639-629993
gene-AT1G02850	20600	Athal_NC_003070.9	630374	633420	Athal_NC_003070.9:630374-633420
gene-AT1G02860	20601	Athal_NC_003070.9	635144	637262	Athal_NC_003070.9:635144-637262
gene-AT1G02870	20602	Athal_NC_003070.9	637214	638681	Athal_NC_003070.9:637214-638681
gene-AT1G02880	20603	Athal_NC_003070.9	642752	644903	Athal_NC_003070.9:642752-644903
gene-AT1G02890	20604	Athal_NC_003070.9	645084	652001	Athal_NC_003070.9:645084-652001
gene-AT1G02900	20605	Athal_NC_003070.9	653604	654457	Athal_NC_003070.9:653604-654457
gene-AT1G02910	20606	Athal_NC_003070.9	655568	658216	Athal_NC_003070.9:655568-658216
