84	15	102	19
112	23	70	14
123	8	121	2
15	82	38	96
43	87	36	75
60	54	64	55
92	27	79	36
27	93	21	115
53	18	92	31
97	15	92	29
97	4	102	9
74	29	120	31
100	16	91	13
124	10	129	7
70	61	77	28
88	65	88	26
84	25	118	18
94	18	116	25
98	31	93	11
102	21	152	11
107	27	103	15
23	84	21	62
130	6	130	5
78	75	47	31
6	118	19	80
32	7	73	19
88	5	110	9
25	75	22	84
12	84	38	86
6	117	17	70
62	56	55	65
119	11	94	11
41	62	62	67
54	55	63	58
4	122	7	121
92	16	83	33
19	73	31	80
31	75	22	93
126	16	90	24
82	32	46	45
51	86	29	137
77	8	91	7
38	48	62	36
84	57	63	31
86	30	146	35
10	113	7	110
128	4	100	8
31	79	26	87
69	61	69	77
39	74	36	76
78	40	77	50
42	86	47	80
15	129	26	108
111	39	75	22
31	81	18	84
115	10	96	27
89	25	84	19
109	1	100	13
97	4	140	3
96	24	66	28
137	10	94	7
92	47	61	53
127	8	126	3
49	95	27	84
48	65	40	48
47	72	33	95
88	25	93	26
27	88	17	107
99	5	103	2
69	57	64	43
33	98	42	100
78	20	92	34
109	16	99	20
97	30	76	31
95	34	83	41
115	31	72	59
15	111	20	101
60	86	58	84
58	33	99	27
121	10	125	5
17	101	24	93
60	48	48	39
91	50	85	26
115	7	125	8
108	36	109	42
90	41	100	34
110	30	115	30
38	87	22	91
103	38	101	16
53	49	29	67
25	71	20	125
81	21	124	15
8	105	9	125
42	91	35	78
26	66	26	87
39	69	43	98
93	27	80	38
90	0	105	16
15	87	23	112
72	4	85	8
88	29	89	29
80	53	55	46
16	114	31	96
76	21	101	20
75	43	65	31
43	51	43	45
130	41	79	39
45	78	35	41
118	38	99	40
43	61	48	88
45	78	43	77
72	57	76	52
30	88	49	77
47	111	36	82
82	25	94	23
117	3	103	2
125	27	82	20
32	110	16	73
127	15	130	15
104	19	123	30
134	10	113	14
65	12	90	34
82	56	60	63
57	41	62	80
53	45	58	65
45	77	25	91
42	57	38	67
26	89	28	69
131	7	110	11
31	137	15	89
58	53	47	62
28	87	23	48
25	90	62	96
57	88	78	92
37	70	52	63
65	61	42	60
115	10	78	23
86	40	84	48
39	95	42	56
3	156	0	107
9	93	18	104
76	35	93	31
42	47	60	58
47	61	51	66
71	67	55	74
25	72	54	71
120	6	103	27
54	45	72	51
25	81	45	66
40	79	58	69
53	97	62	59
19	79	18	84
50	82	43	101
117	27	120	24
43	60	82	42
45	32	85	25
18	110	23	112
78	65	84	71
76	39	59	49
49	19	55	44
63	16	73	26
144	6	126	14
70	32	91	43
115	41	78	39
63	88	43	48
90	42	98	44
63	16	78	44
86	18	103	45
2	150	11	109
110	34	76	29
100	16	97	27
25	98	22	95
119	18	129	19
56	87	35	72
14	55	35	98
34	123	30	82
47	49	48	50
95	59	65	44
32	104	26	81
59	28	74	51
119	1	130	3
118	19	111	21
85	59	86	51
26	66	41	80
78	30	65	29
84	58	43	86
19	85	12	88
56	35	46	38
63	65	45	42
11	72	16	94
31	90	41	66
13	77	19	120
73	39	69	44
27	146	21	75
50	65	60	55
90	48	54	38
110	23	111	43
104	18	82	24
91	29	100	25
0	138	7	115
17	102	25	158
60	28	80	40
51	47	107	36
125	22	139	30
9	100	13	118
29	69	26	77
92	19	78	30
101	25	86	6
61	74	46	77
76	50	67	30
78	39	82	14
61	47	69	52
85	40	93	44
36	91	55	87
71	51	91	34
109	22	80	23
93	13	102	17
36	94	36	49
72	24	78	35
36	87	37	78
86	30	78	17
41	88	56	66
51	67	27	76
28	114	21	76
66	40	70	49
56	71	72	72
105	10	99	18
11	101	22	81
23	104	28	78
82	44	92	28
59	71	50	112
103	28	108	16
94	32	96	51
116	19	127	14
61	75	57	52
77	51	106	47
122	18	89	26
47	62	56	40
132	4	105	10
17	84	42	78
19	105	25	102
85	35	94	11
102	25	80	29
73	38	76	32
66	18	96	30
76	35	85	21
81	28	93	18
46	59	60	67
20	79	24	98
50	112	21	73
70	35	83	37
0	130	7	132
49	92	45	96
80	30	68	37
92	23	86	22
51	34	74	55
127	12	114	15
39	96	29	86
46	62	50	64
64	51	56	72
70	67	52	63
56	74	55	76
10	116	4	124
111	31	102	24
102	11	143	10
56	89	54	96
49	83	52	63
111	4	119	1
11	68	17	88
43	48	47	84
121	2	126	0
16	81	20	78
116	8	88	17
38	92	36	86
104	0	93	1
82	32	94	34
39	64	50	73
59	47	77	50
60	42	82	43
42	98	26	95
42	41	40	81
72	37	80	28
104	18	83	15
89	19	108	28
42	74	40	77
10	135	20	96
18	107	10	90
5	106	4	151
32	59	51	59
15	127	18	78
64	55	95	49
123	3	122	2
117	38	85	17
94	35	125	34
46	67	54	74
103	19	107	11
2	115	4	91
67	52	91	28
103	7	108	10
67	45	94	30
35	53	23	101
114	34	91	19
57	87	57	69
24	98	22	98
41	64	66	69
74	22	114	28
0	65	0	108
70	29	79	21
129	0	122	0
58	63	39	46
108	6	82	7
57	39	57	49
36	117	19	97
70	34	103	43
96	32	67	27
22	107	19	70
107	5	92	10
115	12	109	8
89	13	68	11
87	16	72	10
47	84	34	97
59	31	74	62
105	22	67	23
19	98	11	114
74	56	82	52
141	13	123	2
89	34	72	17
76	97	51	62
94	32	78	38
107	51	69	39
44	46	61	71
87	30	85	32
119	28	95	40
67	32	43	27
100	14	106	10
40	91	52	99
104	28	71	46
63	57	47	28
100	40	77	39
87	32	52	38
82	66	79	45
40	105	43	61
27	109	15	88
35	113	25	100
102	40	87	23
41	70	31	63
139	18	62	7
56	94	36	69
76	96	37	85
5	105	5	100
55	69	38	66
7	117	12	93
22	96	17	106
39	112	64	73
25	97	56	100
16	85	5	84
66	26	93	34
67	43	56	36
9	98	11	106
110	1	113	2
129	15	104	13
53	52	50	71
39	68	27	79
115	21	127	11
43	108	42	110
63	47	91	52
122	19	80	15
40	78	35	77
73	22	68	36
45	49	64	47
43	62	43	68
10	89	17	144
36	64	47	53
61	91	32	69
27	83	53	86
82	77	88	67
93	12	101	34
66	59	44	64
77	29	80	49
17	119	25	103
127	8	137	12
28	131	16	81
34	66	31	70
77	54	81	43
109	34	85	21
38	106	22	117
127	18	105	10
92	34	87	23
42	67	68	86
25	59	19	100
90	12	104	15
83	32	47	19
33	88	32	100
113	36	100	18
130	0	92	13
114	20	94	23
24	112	40	126
60	16	86	33
84	27	81	25
60	92	51	49
69	29	34	9
66	46	53	34
18	121	14	126
77	20	81	41
99	29	74	54
84	37	61	30
23	72	35	81
46	75	54	75
92	33	92	32
105	24	109	16
5	87	10	82
13	87	17	102
89	40	131	51
108	12	150	12
36	69	44	78
27	103	28	89
92	47	55	47
86	10	88	23
87	47	84	68
41	66	62	64
63	22	91	33
58	55	62	63
44	55	55	87
93	19	75	11
108	22	112	26
15	111	28	63
86	37	78	16
134	3	67	5
28	90	23	106
29	46	42	90
117	26	88	29
81	14	85	49
28	92	39	89
118	11	102	16
152	3	129	7
28	67	49	76
117	0	80	4
65	38	82	37
53	60	38	75
86	47	96	58
5	116	10	118
66	76	60	64
74	40	78	55
14	110	16	130
16	65	10	93
94	15	110	5
35	82	49	95
80	90	69	50
52	93	39	91
60	35	44	56
5	115	6	84
61	70	40	41
81	68	87	33
112	33	71	45
66	35	65	67
11	117	31	112
63	34	101	30
0	112	3	93
41	116	29	89
76	54	92	37
111	27	80	35
17	115	15	89
76	18	90	7
85	15	68	19
28	60	36	54
59	85	40	52
50	42	59	72
53	23	75	34
121	32	79	50
66	23	74	38
37	103	24	60
27	83	35	134
35	125	41	97
36	80	60	86
10	116	26	96
13	77	35	92
33	103	36	86
20	106	42	89
82	36	91	33
88	23	117	29
67	42	57	69
53	80	47	66
103	21	142	33
85	36	62	34
143	3	103	6
88	42	93	32
114	0	145	12
28	88	29	76
116	16	112	13
51	53	43	83
112	21	70	14
97	61	92	64
25	69	42	60
68	70	83	67
110	26	60	19
31	96	45	78
93	75	49	74
108	3	94	17
78	31	77	49
17	103	14	108
85	8	118	27
60	52	52	65
15	98	27	84
58	35	59	35
57	60	66	58
101	18	109	6
81	9	88	25
59	83	29	58
61	89	43	61
109	4	86	12
34	79	38	86
17	105	12	91
103	31	94	14
25	86	39	94
77	64	44	57
108	23	102	9
67	58	80	48
87	9	130	20
90	44	93	60
91	47	85	18
98	10	86	34
101	32	95	36
93	22	88	11
32	94	22	102
5	121	9	111
80	49	74	45
54	73	51	63
17	112	24	120
66	76	40	34
41	96	23	95
103	22	123	33
120	17	102	10
71	60	37	104
82	37	81	32
4	131	9	117
65	64	70	47
95	14	93	19
76	46	115	22
14	106	26	87
44	49	21	46
86	47	82	50
91	26	77	43
47	61	63	71
36	94	25	69
39	76	36	90
73	35	97	81
84	24	77	36
67	22	81	26
85	39	90	48
60	44	65	34
27	75	28	86
69	59	66	53
8	135	10	91
33	99	31	82
123	11	117	7
142	11	109	20
69	39	54	64
87	71	83	62
58	55	41	88
72	45	99	47
90	32	60	35
82	47	69	47
6	90	21	119
99	26	78	24
53	96	36	51
31	117	43	95
76	72	92	54
22	51	45	84
28	77	35	79
104	7	133	14
75	26	78	27
25	102	44	78
25	95	26	88
91	21	95	23
107	23	94	34
103	22	116	24
122	17	84	13
57	82	59	45
113	18	94	23
44	87	30	90
14	152	13	69
58	86	57	61
9	92	37	106
76	65	80	25
58	54	75	43
34	55	19	80
96	45	105	25
63	64	73	71
40	101	32	90
118	19	105	6
5	123	3	74
86	38	82	21
63	34	61	54
100	25	94	15
84	52	48	78
128	32	81	34
71	9	92	11
67	20	95	41
24	84	39	80
72	35	75	24
158	8	84	19
15	74	14	99
79	25	75	15
99	20	86	30
27	87	22	71
56	86	32	84
96	50	88	52
65	38	67	43
108	32	100	54
84	48	63	57
61	76	44	79
30	96	18	85
120	32	120	32
54	68	39	63
3	101	3	106
23	79	26	72
61	47	62	43
44	81	61	53
103	52	70	26
91	11	102	3
56	71	50	39
63	79	44	68
111	25	77	53
141	31	94	10
21	75	12	87
19	53	40	106
37	105	27	96
42	92	18	94
84	13	103	22
33	85	42	75
92	20	88	36
11	103	42	95
92	23	98	32
54	52	80	67
15	114	3	75
12	117	20	141
132	18	91	12
105	5	126	3
49	64	47	50
82	42	53	46
64	62	58	66
72	30	64	34
95	29	80	47
100	6	85	22
73	22	79	15
54	43	54	44
95	35	77	26
100	13	113	14
123	29	111	19
50	54	49	65
75	55	47	55
113	15	88	20
25	83	38	87
87	21	88	37
49	74	29	85
62	52	46	40
89	42	45	45
107	27	67	54
98	21	121	15
57	53	97	61
125	0	90	12
69	58	36	76
127	15	102	9
11	96	15	115
109	52	65	41
37	79	23	90
49	77	61	75
5	72	11	96
59	30	71	40
27	99	49	98
77	32	98	20
18	108	17	128
22	60	37	101
110	37	93	34
87	30	142	36
59	42	109	20
64	63	58	74
84	51	76	28
43	41	29	61
105	43	112	25
106	7	82	8
54	47	68	41
103	0	90	8
0	137	1	148
89	8	97	16
59	76	24	64
34	73	74	56
24	114	25	100
70	46	80	60
95	27	95	16
108	10	86	4
78	84	57	50
96	80	69	52
10	105	17	91
89	48	59	38
33	70	39	54
5	110	8	84
89	48	43	22
86	29	56	64
30	106	36	86
99	25	88	31
45	61	86	60
98	18	74	25
85	13	151	19
65	50	81	57
73	95	59	93
50	34	60	57
59	54	69	73
13	141	5	104
100	17	93	12
89	17	103	27
97	4	104	5
115	17	95	22
65	66	52	77
59	15	108	22
97	11	115	10
15	97	28	104
98	0	129	0
88	35	46	23
94	53	83	35
27	80	4	95
47	63	42	81
90	10	108	3
16	109	17	135
94	17	80	19
94	35	71	33
113	10	92	31
91	39	100	27
54	73	45	68
70	61	64	69
9	137	18	137
45	50	106	46
64	77	42	66
67	38	76	28
91	5	125	0
67	45	73	57
121	10	108	10
35	78	49	100
104	12	135	28
57	94	22	37
60	94	34	86
99	43	101	27
71	56	78	54
5	94	20	82
64	31	62	31
26	86	31	63
70	47	61	84
97	30	87	20
62	35	86	26
77	42	58	86
6	102	10	79
83	7	129	5
105	21	114	24
57	88	46	85
17	106	19	99
37	119	20	90
35	80	33	89
84	27	108	10
80	48	73	60
97	2	63	3
48	86	34	74
35	109	28	83
66	35	79	30
28	61	33	90
117	7	121	18
0	122	0	131
24	157	4	86
113	2	127	8
43	69	47	47
113	17	121	27
76	7	107	16
22	95	47	97
80	39	76	36
73	37	81	40
45	68	55	69
93	35	97	39
62	54	58	66
39	67	27	64
52	60	40	52
36	69	59	80
24	81	34	95
42	75	37	87
98	17	130	11
37	65	44	78
119	17	103	9
83	50	73	48
108	23	96	28
10	100	27	109
91	64	84	45
4	97	3	101
68	44	39	69
8	117	10	93
24	105	34	102
96	21	99	11
27	112	41	93
0	131	0	112
105	17	100	16
84	31	97	82
11	80	6	114
47	77	53	108
72	36	85	49
47	94	30	117
101	4	114	3
88	25	93	37
53	86	66	77
29	77	48	88
76	61	58	81
110	21	94	32
104	7	158	7
83	22	95	34
2	108	0	125
74	58	93	53
36	95	35	102
22	99	42	59
71	60	62	27
102	7	127	6
48	63	52	69
42	95	33	83
76	40	76	91
14	130	20	100
108	13	107	19
25	95	28	94
95	24	89	15
46	99	26	44
106	34	84	28
19	97	23	110
64	27	90	44
78	66	70	52
66	36	93	55
79	25	91	34
96	54	63	47
110	6	108	7
19	95	36	100
91	34	68	40
57	63	51	47
79	32	69	21
40	84	54	74
81	54	38	39
34	93	28	59
28	74	39	85
97	20	96	17
46	86	41	86
29	90	31	64
20	111	17	67
14	80	16	92
86	65	68	31
90	15	84	25
31	111	19	58
58	64	60	52
49	68	50	63
46	97	30	76
49	48	51	52
47	51	42	86
63	85	58	65
23	106	14	90
20	117	5	90
9	100	7	84
25	68	25	78
47	68	52	56
86	28	94	41
63	27	82	54
78	39	98	43
59	26	68	41
88	32	95	37
26	105	33	94
82	25	78	28
94	18	96	29
105	20	111	28
58	85	48	56
26	131	19	106
68	85	45	69
62	46	55	57
63	52	65	70
67	82	42	72
22	102	12	122
28	91	11	106
120	13	76	5
52	66	39	105
27	98	20	112
94	14	118	17
11	85	4	122
16	74	37	123
5	131	8	102
128	24	78	34
92	29	111	23
105	22	95	24
74	46	59	55
84	0	76	2
22	81	26	100
110	33	81	50
96	29	57	13
51	55	68	75
68	19	115	18
97	57	95	41
45	106	33	97
137	8	108	18
27	63	37	106
15	129	7	92
66	44	77	68
90	40	55	38
44	85	64	89
27	84	37	93
37	69	28	101
85	10	97	17
23	126	18	96
65	92	41	109
5	72	15	127
88	12	102	21
86	44	82	40
78	53	75	57
23	99	33	92
57	31	98	28
69	54	74	54
40	97	49	81
93	42	86	35
101	30	111	7
73	21	97	56
32	96	18	71
71	71	49	32
101	21	89	28
103	14	112	38
81	37	95	38
92	13	96	13
55	45	63	80
74	37	94	42
83	9	127	20
84	50	43	26
61	73	45	48
17	108	32	92
47	111	34	103
67	54	51	72
17	117	12	113
101	7	126	7
139	5	108	20
99	33	100	33
58	62	63	64
134	25	121	6
12	100	14	136
75	61	87	66
68	41	82	44
88	40	97	14
10	116	13	111
29	109	33	101
110	3	98	11
92	26	124	25
53	71	60	71
65	38	82	58
60	69	53	46
34	90	24	57
89	65	62	60
106	20	104	31
82	30	66	68
105	48	63	35
65	58	59	68
107	14	88	23
39	65	35	94
61	84	49	66
120	14	89	13
27	72	33	85
35	108	9	107
15	78	30	93
55	81	59	65
43	95	27	75
79	44	81	38
42	79	60	109
106	37	101	20
80	25	96	6
50	75	27	76
47	35	52	55
27	80	6	81
44	67	48	87
40	72	43	94
28	84	30	83
74	64	61	60
96	22	79	21
112	36	109	43
94	24	115	13
46	60	60	95
107	16	116	19
28	70	70	72
141	10	120	7
111	27	88	34
92	43	126	16
14	107	15	113
51	66	43	89
51	35	61	53
5	98	11	130
56	74	70	44
14	85	16	90
59	79	63	67
72	29	79	52
98	28	104	36
31	118	23	84
64	40	66	49
17	126	16	67
124	22	99	12
78	18	95	26
97	33	80	37
84	19	47	18
36	83	38	78
94	18	93	34
114	23	105	35
34	56	59	60
64	55	40	32
91	9	163	12
85	36	128	32
32	100	29	90
96	20	130	22
75	29	101	50
161	11	93	13
55	71	53	68
10	128	8	153
112	21	91	23
14	88	21	124
79	22	91	22
87	23	81	28
19	77	19	70
56	27	130	41
5	88	7	109
92	16	100	23
121	28	106	23
19	107	6	85
71	50	77	55
94	19	142	30
101	25	84	20
77	24	84	22
80	19	115	33
127	12	137	15
35	71	15	85
113	18	82	15
16	112	16	118
113	28	113	15
83	72	60	66
92	26	105	19
60	48	64	58
75	20	113	10
6	124	10	128
77	40	62	70
55	64	57	65
118	4	167	6
37	82	26	83
93	28	96	14
40	79	65	62
87	69	80	29
79	37	78	42
41	30	65	78
93	47	74	29
77	15	112	27
5	105	10	123
60	43	78	43
32	70	37	80
45	50	49	69
48	68	42	51
74	79	56	40
62	71	41	52
55	85	78	67
19	125	10	114
99	26	81	15
119	2	129	11
68	69	97	61
96	5	114	5
47	78	80	76
49	70	42	108
115	43	119	20
117	10	123	6
34	83	23	92
114	5	118	15
9	107	3	118
8	104	5	76
51	68	46	76
35	62	62	63
84	52	43	42
89	27	90	26
34	67	55	59
4	131	5	134
42	51	56	65
125	21	71	34
38	113	22	89
77	59	66	19
27	111	36	115
91	36	73	65
38	50	68	47
92	25	95	25
20	103	23	80
104	6	101	10
115	5	81	22
49	79	59	55
90	10	122	20
119	25	144	27
47	64	39	81
105	9	113	13
90	52	65	53
55	86	43	68
38	99	54	79
29	66	51	59
91	38	83	58
68	24	96	61
81	44	63	70
93	16	75	16
38	98	57	61
61	93	47	63
114	46	57	45
61	100	48	86
18	59	15	61
42	125	32	108
92	30	88	42
109	17	117	25
35	94	31	82
50	113	28	118
91	34	112	43
27	93	16	109
36	129	29	89
12	112	11	101
55	90	30	79
101	24	96	34
57	76	61	85
78	27	53	41
30	79	19	62
81	45	82	51
105	43	70	27
54	82	35	86
29	107	40	72
73	64	43	31
42	66	30	62
128	14	131	17
58	64	41	78
69	74	41	61
102	48	56	68
108	45	87	48
18	95	23	97
72	51	78	70
52	62	74	57
39	91	16	93
122	16	92	7
102	23	108	27
52	122	54	80
73	34	93	53
104	25	101	26
65	99	33	52
125	50	75	30
112	0	121	2
70	0	108	1
9	143	11	78
102	7	91	17
27	117	17	110
109	17	85	11
64	25	85	22
112	17	88	19
68	37	59	62
18	64	22	98
85	41	63	44
106	19	111	33
55	39	52	69
93	17	86	10
81	31	108	47
82	9	104	13
74	48	93	17
40	83	46	67
115	8	108	17
76	30	137	27
70	48	72	59
28	93	32	106
92	27	95	12
14	104	23	115
31	100	19	73
53	98	24	77
98	41	80	51
65	63	92	55
101	47	97	46
89	37	66	18
32	78	34	99
30	80	44	94
85	5	74	12
21	133	24	69
0	137	2	95
49	115	16	63
84	15	82	13
58	35	39	31
6	93	6	116
46	87	45	70
136	8	103	14
52	90	62	75
76	40	73	42
32	82	52	86
23	95	29	87
67	70	51	53
9	93	12	104
77	27	97	47
5	116	6	101
42	76	25	60
125	4	161	6
12	130	26	99
42	65	47	78
100	23	77	10
68	52	46	38
121	20	80	24
33	117	35	61
14	82	16	95
129	0	123	2
93	33	118	25
42	41	61	48
21	81	32	110
91	42	68	68
7	107	18	101
88	20	79	30
133	16	100	29
68	46	72	41
15	43	30	112
19	99	42	127
23	110	15	65
96	27	90	33
5	94	11	132
51	101	35	62
106	44	92	37
61	77	68	76
61	30	76	41
64	15	69	30
43	79	44	87
36	79	16	102
86	29	71	21
94	36	70	61
81	19	99	27
73	41	81	39
21	106	23	70
34	102	22	76
111	0	154	2
63	55	80	65
28	104	45	66
31	39	54	109
98	39	97	35
0	102	12	135
19	92	35	98
85	52	78	57
66	93	62	79
69	24	86	30
56	46	100	47
98	16	95	23
4	75	6	124
124	8	96	26
86	4	92	11
16	132	16	97
98	39	94	43
14	87	20	102
94	8	99	9
95	34	118	25
7	115	19	105
68	74	41	48
51	61	82	35
102	25	89	35
0	161	15	123
94	21	122	10
60	51	70	51
60	54	59	65
59	45	72	44
19	57	46	89
32	84	29	82
108	11	95	32
30	69	44	104
35	122	22	99
38	98	21	79
117	23	96	25
45	113	32	127
58	48	67	47
49	37	94	68
105	5	110	5
8	116	8	95
12	133	18	69
19	91	37	104
59	53	67	46
85	28	90	33
10	77	18	117
41	55	52	59
88	39	109	38
50	56	67	63
30	78	20	79
43	106	43	93
91	31	80	19
24	80	45	87
11	100	32	88
46	63	45	73
90	52	87	52
83	14	124	18
126	4	113	11
59	80	27	60
18	84	30	97
113	31	95	18
90	13	103	16
118	22	85	16
94	57	71	54
30	68	14	87
5	86	4	115
80	37	91	31
84	36	82	41
86	20	86	27
75	53	93	59
62	61	61	68
32	125	26	88
102	27	119	16
64	40	72	51
62	40	51	57
70	5	86	12
18	91	26	78
58	52	82	31
97	35	77	35
94	29	79	26
60	85	57	73
58	22	88	27
111	14	128	18
20	103	13	70
29	49	41	85
89	45	109	16
100	36	76	26
108	8	148	4
93	59	73	17
89	31	90	23
26	107	46	108
11	89	33	112
20	122	18	108
56	46	64	50
74	18	105	21
51	12	117	34
27	83	66	53
56	48	76	30
74	44	55	45
96	42	54	35
93	52	94	42
36	58	97	63
70	74	49	61
19	89	11	84
24	71	22	109
93	27	77	25
87	28	74	19
100	38	82	20
43	63	32	87
24	107	14	88
116	8	98	1
70	74	49	85
90	4	90	18
30	86	14	78
35	99	10	88
72	51	77	55
83	26	81	33
94	28	96	14
12	88	21	116
23	86	23	153
98	52	78	71
73	51	66	83
58	44	64	61
21	113	17	107
26	114	43	91
16	88	14	61
12	72	20	173
88	35	75	41
82	38	84	39
69	67	69	77
16	127	10	65
81	29	83	24
35	63	19	79
77	14	87	30
44	75	23	90
21	113	38	95
114	37	114	21
88	30	77	36
21	89	25	71
73	46	70	58
62	28	86	54
98	48	105	56
110	54	117	30
107	14	120	18
74	25	84	40
43	62	44	59
61	51	60	53
75	53	60	46
123	13	111	1
48	57	70	67
51	96	39	84
106	7	141	6
69	48	90	36
37	101	25	115
27	88	18	89
91	15	105	11
32	108	10	93
80	24	106	41
83	43	96	19
120	10	98	22
143	5	135	13
71	62	75	41
68	65	59	71
121	9	92	5
42	85	46	59
25	113	34	87
117	18	128	10
3	135	3	118
70	28	98	13
56	97	38	95
5	88	13	121
32	74	21	87
50	100	33	77
21	101	30	109
130	2	147	5
14	88	16	104
83	75	72	60
100	7	101	19
14	116	8	79
16	86	17	112
82	17	80	21
1	103	1	140
19	122	23	75
106	29	75	34
70	46	62	23
100	21	102	20
85	24	71	28
76	13	93	35
96	57	67	61
53	79	48	73
66	45	73	29
19	98	15	79
92	52	46	38
15	103	30	81
49	37	100	51
107	19	90	32
14	116	8	108
23	100	13	99
83	43	67	17
22	109	27	90
90	42	79	29
64	54	99	35
96	43	58	29
60	79	62	65
23	75	39	83
113	28	72	18
19	99	24	90
46	43	55	53
103	27	88	22
67	15	100	10
38	76	64	54
121	26	64	26
39	101	32	53
83	18	74	9
123	8	92	6
20	53	27	51
98	12	93	9
63	56	60	60
71	81	65	81
106	22	71	26
20	102	11	111
25	69	20	88
18	57	43	86
71	57	67	31
25	76	34	121
81	23	122	24
51	72	24	74
112	20	122	16
68	46	78	26
103	1	126	3
60	47	100	35
80	39	70	28
54	65	33	76
17	94	20	116
120	9	126	5
91	16	102	32
62	57	43	36
57	58	86	69
90	42	82	37
82	12	97	14
95	15	88	26
12	113	14	101
91	30	74	33
117	21	114	7
49	71	44	89
107	32	108	21
66	71	43	64
19	115	13	85
28	74	34	64
27	85	25	92
70	66	53	54
51	73	45	80
107	36	65	36
102	6	76	21
35	124	19	136
134	9	114	3
45	53	34	47
69	45	57	55
20	93	42	93
150	0	130	0
69	38	92	35
27	67	31	105
108	19	95	19
64	17	51	21
23	79	20	74
114	21	109	10
17	93	9	118
110	2	121	7
113	18	86	12
61	73	59	62
77	21	130	26
37	105	22	98
15	73	19	86
77	6	105	13
9	102	3	94
38	90	32	83
86	28	78	23
86	47	92	38
127	19	120	25
116	22	94	23
67	37	57	36
57	71	45	66
49	54	38	64
40	80	34	100
21	84	14	76
54	57	95	70
35	72	56	70
94	22	75	41
97	34	102	47
35	51	43	99
71	69	57	75
127	6	144	0
40	87	45	68
104	18	106	23
111	22	112	22
77	16	72	31
75	62	87	64
27	61	34	78
66	26	76	47
111	32	84	33
46	71	58	88
35	86	38	68
63	31	76	46
11	129	5	127
40	81	28	101
93	24	98	45
71	45	105	64
99	7	107	3
72	59	75	50
84	37	80	62
114	8	131	12
85	8	126	11
19	88	28	102
104	34	86	29
130	8	106	16
130	6	122	11
51	70	76	52
40	79	15	110
95	4	105	17
47	44	72	79
73	91	51	64
82	15	127	3
53	73	41	118
96	9	79	20
110	32	95	39
95	15	116	14
15	70	56	105
71	62	85	69
3	113	1	135
29	100	39	90
97	21	105	41
91	31	122	33
25	66	26	109
91	14	98	6
14	118	14	101
23	91	18	102
15	94	16	78
119	29	71	12
65	72	72	54
51	80	49	82
17	66	25	115
1	122	17	82
74	38	115	38
32	88	42	72
