Taxon_name,Pop_ID,Sample_name,Country,Pool_Size,Lat,Long,Alt,Author,Data_type,VCF,Notes:
Amaranthus tuberculatus,16,Atuberculatus_16_8,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,16,Atuberculatus_16_9,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,17,Atuberculatus_17_1,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,17,Atuberculatus_17_10,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,17,Atuberculatus_17_11,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,17,Atuberculatus_17_3,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,17,Atuberculatus_17_4,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,17,Atuberculatus_17_6,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,17,Atuberculatus_17_7,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,17,Atuberculatus_17_9,,,42.56,-82.51,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,18,Atuberculatus_18_1,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,18,Atuberculatus_18_11,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,18,Atuberculatus_18_15,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,18,Atuberculatus_18_16,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,18,Atuberculatus_18_2,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,18,Atuberculatus_18_3,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,19,Atuberculatus_19_1_1,,,42.57,-82.48,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,19,Atuberculatus_19_1_3,,,42.57,-82.48,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,19,Atuberculatus_19_3,,,42.57,-82.48,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,19,Atuberculatus_19_4,,,42.57,-82.48,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,19,Atuberculatus_19_5,,,42.57,-82.48,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,19,Atuberculatus_19_6,,,42.57,-82.48,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,27,Atuberculatus_27_10,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,27,Atuberculatus_27_2,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,27,Atuberculatus_27_3,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,27,Atuberculatus_27_4,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,27,Atuberculatus_27_5,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,27,Atuberculatus_27_6,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,27,Atuberculatus_27_8,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,27,Atuberculatus_27_9,,,42.57,-82.49,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_1,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_11,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_12,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_13,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_16,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_18,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_2,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_5,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_8,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,4,Atuberculatus_4_9,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,5,Atuberculatus_5_1,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,5,Atuberculatus_5_10,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,5,Atuberculatus_5_15,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,5,Atuberculatus_5_16,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,5,Atuberculatus_5_19,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,5,Atuberculatus_5_2,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,5,Atuberculatus_5_4,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,5,Atuberculatus_5_7,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,5,Atuberculatus_5_8,,,42.17,-82.76,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,6,Atuberculatus_6_10,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,6,Atuberculatus_6_2,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,6,Atuberculatus_6_3,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,6,Atuberculatus_6_5,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,6,Atuberculatus_6_6,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,6,Atuberculatus_6_7,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,7,Atuberculatus_7_10,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,7,Atuberculatus_7_12,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,7,Atuberculatus_7_14,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,7,Atuberculatus_7_2,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,7,Atuberculatus_7_5,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,7,Atuberculatus_7_7,,,42.16,-82.75,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,9,Atuberculatus_9_1,,,42.16,-82.74,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,9,Atuberculatus_9_10,,,42.16,-82.74,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,9,Atuberculatus_9_11,,,42.16,-82.74,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,9,Atuberculatus_9_4,,,42.16,-82.74,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,9,Atuberculatus_9_5,,,42.16,-82.74,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,9,Atuberculatus_9_6,,,42.16,-82.74,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,9,Atuberculatus_9_7,,,42.16,-82.74,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,9,Atuberculatus_9_9,,,42.16,-82.74,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B1,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B10,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B11,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B13,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B16,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B19,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B3,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B4,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B7,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,B,Atuberculatus_B9,,,39.76,-90.01,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D1,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D10,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D11,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D12,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D14,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D15,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D2,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D4,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D5,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,D,Atuberculatus_D6,,,40.23,-90.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,E,Atuberculatus_E10,,,38.14,-89.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,E,Atuberculatus_E14,,,38.14,-89.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,E,Atuberculatus_E15,,,38.14,-89.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,E,Atuberculatus_E19,,,38.14,-89.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,E,Atuberculatus_E2,,,38.14,-89.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,E,Atuberculatus_E3,,,38.14,-89.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,E,Atuberculatus_E6,,,38.14,-89.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,E,Atuberculatus_E7,,,38.14,-89.69,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F1,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F10,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F11,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F12,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F13,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F15,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F4,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F5,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F7,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,F,Atuberculatus_F9,,,37.4,-89.39,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,G,Atuberculatus_G10,,,37.29,-88.88,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,G,Atuberculatus_G11,,,37.29,-88.88,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,G,Atuberculatus_G13,,,37.29,-88.88,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,G,Atuberculatus_G15,,,37.29,-88.88,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,G,Atuberculatus_G2,,,37.29,-88.88,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,G,Atuberculatus_G5,,,37.29,-88.88,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,G,Atuberculatus_G7,,,37.29,-88.88,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,H,Atuberculatus_H1,,,38.7,-89.81,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
Amaranthus tuberculatus,H,Atuberculatus_H10,,,38.7,-89.81,,Wright,Individual,/lu213/james.whiting/RepAdapt/data/VCFs/09_Atuberculatus_Wright/Atuberculatus_full_concatened.vcf.gz,
