gene_ID	OF_ID	seqname	start	end	gea_gene
PITA_00302	286	super1045	56304	403775	super1045:56304-403775
PITA_00303	287	C4812665	9224	17046	C4812665:9224-17046
PITA_00304	288	scaffold96865	85335	115871	scaffold96865:85335-115871
PITA_00305	289	scaffold7587	95262	98187	scaffold7587:95262-98187
PITA_00306	290	scaffold185984	13312	55136	scaffold185984:13312-55136
PITA_00307	291	scaffold144475	5801	15252	scaffold144475:5801-15252
PITA_00308	292	scaffold183748	899	2007	scaffold183748:899-2007
PITA_00309	293	C4751919	2390	3142	C4751919:2390-3142
PITA_00311	294	scaffold20681	10889	11350	scaffold20681:10889-11350
PITA_00312	295	C4589655	8938	12914	C4589655:8938-12914
PITA_00313	296	scaffold96063	99642	109753	scaffold96063:99642-109753
PITA_00314	297	scaffold49371	184052	184672	scaffold49371:184052-184672
PITA_00315	298	scaffold98244	69106	69591	scaffold98244:69106-69591
PITA_00316	299	scaffold145373	191641	198508	scaffold145373:191641-198508
PITA_00317	300	C4155347	3776	6893	C4155347:3776-6893
PITA_00318	301	C5112757	46963	48401	C5112757:46963-48401
PITA_00319	302	scaffold171590	22735	27768	scaffold171590:22735-27768
PITA_00320	303	scaffold804	59083	60484	scaffold804:59083-60484
PITA_00321	304	scaffold114771	42579	43463	scaffold114771:42579-43463
PITA_00322	305	scaffold208264	56427	58292	scaffold208264:56427-58292
PITA_00323	306	scaffold216051	1249	3154	scaffold216051:1249-3154
PITA_00324	307	scaffold201764	55712	61044	scaffold201764:55712-61044
PITA_00325	308	C4674507	1269	3294	C4674507:1269-3294
PITA_00326	309	scaffold128987	58102	70642	scaffold128987:58102-70642
PITA_00327	310	scaffold37187	261909	262976	scaffold37187:261909-262976
PITA_00329	311	scaffold86551	8246	57932	scaffold86551:8246-57932
PITA_00331	312	C4458679	3348	4466	C4458679:3348-4466
PITA_00332	313	C4093835	1	7646	C4093835:1-7646
PITA_00333	314	super2376	289979	291401	super2376:289979-291401
PITA_00334	315	scaffold94452	103629	107920	scaffold94452:103629-107920
PITA_00335	316	super2079	334632	335678	super2079:334632-335678
PITA_00336	317	scaffold110696	133118	135923	scaffold110696:133118-135923
PITA_00337	318	scaffold95626	94997	96537	scaffold95626:94997-96537
PITA_00338	319	super624	257631	262836	super624:257631-262836
PITA_00339	320	scaffold226575	32861	33884	scaffold226575:32861-33884
PITA_00340	321	scaffold177338	9072	10312	scaffold177338:9072-10312
PITA_00341	322	C5019709	26627	27462	C5019709:26627-27462
PITA_00342	323	scaffold113731	12015	13188	scaffold113731:12015-13188
PITA_00343	324	scaffold95672	32725	53905	scaffold95672:32725-53905
PITA_00344	325	scaffold207981	5905	265577	scaffold207981:5905-265577
PITA_00345	326	C4116851	6108	7250	C4116851:6108-7250
PITA_00346	327	super1246	90935	93855	super1246:90935-93855
PITA_00347	328	super2452	71470	521159	super2452:71470-521159
PITA_00348	329	scaffold177569	45535	46749	scaffold177569:45535-46749
PITA_00349	330	scaffold86935	38596	39337	scaffold86935:38596-39337
PITA_00350	331	scaffold32616	82601	88557	scaffold32616:82601-88557
PITA_00351	332	scaffold88653	249196	250276	scaffold88653:249196-250276
PITA_00352	333	scaffold94411	634	3589	scaffold94411:634-3589
PITA_00353	334	scaffold30259	40430	41561	scaffold30259:40430-41561
PITA_00354	335	scaffold107240	89103	89635	scaffold107240:89103-89635
PITA_00355	336	C4696255	1524	2788	C4696255:1524-2788
PITA_00356	337	scaffold97023	52096	54165	scaffold97023:52096-54165
PITA_00357	338	C4838559	21824	23378	C4838559:21824-23378
PITA_00358	339	scaffold178344	239527	246197	scaffold178344:239527-246197
PITA_00359	340	scaffold26942	227836	250466	scaffold26942:227836-250466
PITA_00360	341	super2788	254477	258220	super2788:254477-258220
PITA_00361	342	scaffold68593	177107	181454	scaffold68593:177107-181454
PITA_00362	343	scaffold97155	57525	59072	scaffold97155:57525-59072
PITA_00363	344	scaffold164523	123428	127516	scaffold164523:123428-127516
PITA_00364	345	scaffold1956	59589	61646	scaffold1956:59589-61646
PITA_00365	346	super762	49357	50232	super762:49357-50232
PITA_00366	347	super691	357448	359752	super691:357448-359752
PITA_00367	348	scaffold72711	37912	118692	scaffold72711:37912-118692
PITA_00368	349	scaffold16002	12459	13198	scaffold16002:12459-13198
PITA_00370	350	scaffold135815	5445	8369	scaffold135815:5445-8369
PITA_00371	351	scaffold197887	47508	49352	scaffold197887:47508-49352
PITA_00372	352	scaffold217697	120200	121661	scaffold217697:120200-121661
PITA_00373	353	scaffold225202	11768	13045	scaffold225202:11768-13045
PITA_00374	354	super3541	354117	355532	super3541:354117-355532
PITA_00375	355	scaffold96075	17159	137109	scaffold96075:17159-137109
PITA_00376	356	scaffold74082	113838	127748	scaffold74082:113838-127748
PITA_00377	357	scaffold96397	58351	59528	scaffold96397:58351-59528
PITA_00378	358	C4174921	5498	8933	C4174921:5498-8933
PITA_00379	359	scaffold49185	48708	52229	scaffold49185:48708-52229
PITA_00380	360	scaffold101909	442454	444812	scaffold101909:442454-444812
PITA_00381	361	C4772373	7816	8650	C4772373:7816-8650
PITA_00382	362	scaffold61932	16362	17321	scaffold61932:16362-17321
PITA_00383	363	C4671593	9702	11415	C4671593:9702-11415
PITA_00384	364	scaffold14922	69785	70822	scaffold14922:69785-70822
PITA_00385	365	scaffold182915	96502	96957	scaffold182915:96502-96957
PITA_00386	366	scaffold130439	163330	163824	scaffold130439:163330-163824
PITA_00387	367	super2042	47560	48275	super2042:47560-48275
PITA_00389	368	scaffold198858	2328	4199	scaffold198858:2328-4199
PITA_00390	369	scaffold167569	21787	22745	scaffold167569:21787-22745
PITA_00391	370	scaffold148855	77641	102063	scaffold148855:77641-102063
PITA_00392	371	scaffold166850	18313	20776	scaffold166850:18313-20776
PITA_00393	372	scaffold80415	17622	80007	scaffold80415:17622-80007
PITA_00394	373	scaffold11295	9366	11486	scaffold11295:9366-11486
PITA_00395	374	scaffold225090	21716	23866	scaffold225090:21716-23866
PITA_00396	375	scaffold211892	234946	241601	scaffold211892:234946-241601
PITA_00397	376	scaffold14006	105206	110053	scaffold14006:105206-110053
PITA_00398	377	C4604349	16719	17958	C4604349:16719-17958
PITA_00399	378	scaffold31495	78483	92933	scaffold31495:78483-92933
PITA_00400	379	scaffold90585	300790	302787	scaffold90585:300790-302787
PITA_00402	380	scaffold78818	10919	12614	scaffold78818:10919-12614
PITA_00403	381	scaffold138782	15146	16377	scaffold138782:15146-16377
PITA_00404	382	super3919	208576	209738	super3919:208576-209738
PITA_00405	383	super691	539069	806343	super691:539069-806343
PITA_00406	384	scaffold88026	143145	144353	scaffold88026:143145-144353
PITA_00407	385	C4261051	4899	9976	C4261051:4899-9976
PITA_00408	386	C3815329	3529	4299	C3815329:3529-4299
PITA_00409	387	super4038	197265	197846	super4038:197265-197846
PITA_00410	388	scaffold81562	5228	57800	scaffold81562:5228-57800
PITA_00411	389	super1633	55780	1161835	super1633:55780-1161835
PITA_00412	390	scaffold228111	100539	104669	scaffold228111:100539-104669
PITA_00413	391	scaffold104724	16471	20269	scaffold104724:16471-20269
PITA_00415	392	scaffold143044	66699	68126	scaffold143044:66699-68126
PITA_00417	393	scaffold158350	150996	152873	scaffold158350:150996-152873
PITA_00418	394	scaffold115968	10081	17401	scaffold115968:10081-17401
PITA_00419	395	scaffold220894	25837	35337	scaffold220894:25837-35337
PITA_00420	396	C4945353	2161	3468	C4945353:2161-3468
PITA_00421	397	super2383	206207	208843	super2383:206207-208843
PITA_00422	398	super3125	2314	3495	super3125:2314-3495
PITA_00423	399	scaffold63744	106774	107339	scaffold63744:106774-107339
PITA_00424	400	scaffold159336	43595	45719	scaffold159336:43595-45719
PITA_00425	401	scaffold118646	77351	78699	scaffold118646:77351-78699
PITA_00426	402	super2903	672511	673680	super2903:672511-673680
PITA_00427	403	C5098293	1053	6677	C5098293:1053-6677
PITA_00428	404	scaffold195377	98933	101286	scaffold195377:98933-101286
PITA_00429	405	scaffold32893	101387	105739	scaffold32893:101387-105739
PITA_00430	406	scaffold26788	495	19805	scaffold26788:495-19805
PITA_00431	407	scaffold49148	2671	4275	scaffold49148:2671-4275
PITA_00432	408	C5016705	2997	19145	C5016705:2997-19145
PITA_00433	409	C5148713	58296	68992	C5148713:58296-68992
PITA_00434	410	scaffold186005	77381	77968	scaffold186005:77381-77968
PITA_00435	411	scaffold19330	315990	324958	scaffold19330:315990-324958
PITA_00437	412	scaffold72471	62773	63855	scaffold72471:62773-63855
PITA_00438	413	C4726603	8301	10866	C4726603:8301-10866
PITA_00439	414	C4683683	2044	3333	C4683683:2044-3333
PITA_00440	415	scaffold82794	80646	89742	scaffold82794:80646-89742
PITA_00442	416	scaffold139759	1251	10944	scaffold139759:1251-10944
PITA_00443	417	scaffold150139	20884	23455	scaffold150139:20884-23455
PITA_00444	418	super3416	203400	204742	super3416:203400-204742
PITA_00445	419	super3604	442932	471547	super3604:442932-471547
