## METRICS CLASS	picard.analysis.CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage
CATEGORY	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	FOLD_80_BASE_PENALTY	FOLD_90_BASE_PENALTY	FOLD_95_BASE_PENALTY	HET_SNP_SENSITIVITY	HET_SNP_Q
WHOLE_GENOME	189873346	4.633057	7.289432	4	2	0	0.033371	0	0.001327	0.038618	0.04055	0.042809	0.156674	0.837738	0.442167	0.059575	0.016455	0.009713	0.006909	0.005275	0.003366	0.002349	0.001799	0.001465	0.001241	0.001077	0.000947	4.633057	?	?	0.64903	5	Bstricta_HZ117
NON_ZERO_REGIONS	159064051	5.530439	7.646231	5	2	0	0.033371	0	0.001327	0.038618	0.04055	0.042809	0.156674	1	0.527811	0.071114	0.019643	0.011594	0.008247	0.006296	0.004018	0.002804	0.002148	0.001749	0.001482	0.001286	0.001131	1.84348	2.765219	5.530439	0.772768	6	Bstricta_HZ117
WHOLE_GENOME	189873346	3.852309	6.903566	3	2	0	0.032817	0	0.00212	0.03827	0.007066	0.040598	0.120871	0.82057	0.336928	0.029951	0.00947	0.006107	0.004633	0.003754	0.002639	0.001851	0.001326	0.001049	0.000909	0.000815	0.000742	3.852309	?	?	0.590982	4	Bstricta_HZ121
NON_ZERO_REGIONS	155804375	4.694674	7.357037	4	2	0	0.032817	0	0.00212	0.03827	0.007066	0.040598	0.120871	1	0.410603	0.0365	0.011541	0.007443	0.005646	0.004575	0.003216	0.002255	0.001616	0.001278	0.001108	0.000994	0.000904	2.347337	2.347337	4.694674	0.717681	5	Bstricta_HZ121
WHOLE_GENOME	189873346	4.633376	8.038472	4	2	0	0.028665	0	0.001806	0.042548	0.016388	0.059472	0.148878	0.833997	0.447189	0.051023	0.013307	0.008232	0.006138	0.004975	0.003737	0.003066	0.002574	0.002188	0.00185	0.001521	0.001226	4.633376	?	?	0.641881	4	Bstricta_HZ140
NON_ZERO_REGIONS	158353801	5.555626	8.506178	5	2	0	0.028665	0	0.001806	0.042548	0.016388	0.059472	0.148878	1	0.5362	0.061179	0.015955	0.009871	0.00736	0.005965	0.004481	0.003677	0.003086	0.002624	0.002218	0.001823	0.001471	1.851875	2.777813	5.555626	0.76774	6	Bstricta_HZ140
WHOLE_GENOME	189873346	4.489324	7.777213	4	2	0	0.03244	0	0.00195	0.033436	0.019168	0.054312	0.141306	0.831415	0.427326	0.047557	0.012657	0.007864	0.005897	0.004793	0.003568	0.002859	0.002371	0.001981	0.001629	0.001299	0.001028	4.489324	?	?	0.633722	4	Bstricta_HZ143
NON_ZERO_REGIONS	157863572	5.399618	8.236157	5	2	0	0.03244	0	0.00195	0.033436	0.019168	0.054312	0.141306	1	0.513975	0.0572	0.015224	0.009459	0.007093	0.005765	0.004292	0.003438	0.002852	0.002383	0.001959	0.001562	0.001237	1.799873	2.699809	5.399618	0.760467	6	Bstricta_HZ143
WHOLE_GENOME	189873346	2.680979	5.621368	2	1	0	0.024687	0	0.001436	0.031254	0.013415	0.02216	0.092952	0.799991	0.147183	0.011731	0.005733	0.004039	0.003136	0.002517	0.001641	0.001086	0.000843	0.000734	0.000666	0.000607	0.00056	?	?	?	0.508104	3	Bstricta_HZ152
NON_ZERO_REGIONS	151896909	3.351263	6.103596	3	1	0	0.024687	0	0.001436	0.031254	0.013415	0.02216	0.092952	1	0.18398	0.014663	0.007167	0.005049	0.003921	0.003146	0.002052	0.001358	0.001054	0.000918	0.000833	0.000758	0.0007	3.351263	3.351263	3.351263	0.631267	4	Bstricta_HZ152
WHOLE_GENOME	189873346	4.210204	7.562851	4	2	0	0.031906	0	0.001845	0.044787	0.01962	0.03936	0.137517	0.829411	0.373842	0.041214	0.013367	0.008388	0.006319	0.00513	0.003815	0.003022	0.002431	0.001897	0.001415	0.001104	0.000929	4.210204	?	?	0.611855	4	Bstricta_HZ156
NON_ZERO_REGIONS	157483024	5.076137	8.035238	4	2	0	0.031906	0	0.001845	0.044787	0.01962	0.03936	0.137517	1	0.450732	0.04969	0.016117	0.010113	0.007618	0.006185	0.0046	0.003643	0.002931	0.002288	0.001706	0.001331	0.00112	2.538069	2.538069	5.076137	0.735119	6	Bstricta_HZ156
WHOLE_GENOME	189873346	4.704682	7.957252	4	2	0	0.034989	0	0.001775	0.042883	0.03115	0.036319	0.147116	0.831425	0.441427	0.062782	0.018442	0.010982	0.007931	0.006183	0.004174	0.003043	0.002253	0.001733	0.001421	0.001226	0.001084	4.704682	?	?	0.643527	4	Bstricta_HZ160
NON_ZERO_REGIONS	157865453	5.658576	8.411786	5	2	0	0.034989	0	0.001775	0.042883	0.03115	0.036319	0.147116	1	0.530928	0.075511	0.022181	0.013209	0.009539	0.007437	0.00502	0.00366	0.00271	0.002084	0.00171	0.001475	0.001304	1.886192	2.829288	5.658576	0.771886	6	Bstricta_HZ160
WHOLE_GENOME	189873346	4.12606	7.518646	4	2	0	0.026954	0	0.002055	0.034649	0.010353	0.042622	0.116633	0.842208	0.364066	0.035748	0.011325	0.007159	0.005319	0.0043	0.003228	0.002573	0.00209	0.001695	0.001376	0.001123	0.000928	4.12606	?	?	0.613943	4	Bstricta_HZ170
NON_ZERO_REGIONS	159912912	4.899097	7.958268	4	2	0	0.026954	0	0.002055	0.034649	0.010353	0.042622	0.116633	1	0.432275	0.042445	0.013447	0.0085	0.006316	0.005106	0.003833	0.003055	0.002482	0.002012	0.001633	0.001333	0.001102	2.449548	2.449548	4.899097	0.726777	6	Bstricta_HZ170
WHOLE_GENOME	189873346	3.639743	6.071826	3	2	0	0.030939	0	0.001622	0.040456	0.040486	0.026425	0.139927	0.812676	0.302579	0.030805	0.010469	0.006159	0.004284	0.003319	0.002257	0.001664	0.001321	0.001086	0.000917	0.000788	0.000682	3.639743	?	?	0.580629	4	Bstricta_HZ300
NON_ZERO_REGIONS	154305493	4.478714	6.450389	4	2	0	0.030939	0	0.001622	0.040456	0.040486	0.026425	0.139927	1	0.372325	0.037905	0.012882	0.007579	0.005271	0.004084	0.002778	0.002047	0.001625	0.001336	0.001128	0.00097	0.000839	2.239357	4.478714	4.478714	0.711524	5	Bstricta_HZ300
WHOLE_GENOME	189873346	4.069904	6.852328	4	2	0	0.032908	0	0.001716	0.030052	0.032952	0.031221	0.128849	0.822945	0.366776	0.039234	0.012261	0.007567	0.00545	0.004142	0.002608	0.001849	0.001451	0.001204	0.001026	0.000898	0.000803	4.069904	?	?	0.610103	4	Bstricta_HZ334
NON_ZERO_REGIONS	156255235	4.945539	7.261274	4	2	0	0.032908	0	0.001716	0.030052	0.032952	0.031221	0.128849	1	0.445688	0.047676	0.014899	0.009195	0.006623	0.005033	0.003169	0.002247	0.001763	0.001463	0.001247	0.001092	0.000976	2.472769	2.472769	4.945539	0.739391	6	Bstricta_HZ334
WHOLE_GENOME	189873346	3.333541	6.448169	3	2	0	0.028616	0	0.001775	0.028691	0.043978	0.036448	0.139508	0.805196	0.252986	0.021609	0.008332	0.005396	0.003966	0.003039	0.001911	0.00138	0.001114	0.000941	0.000815	0.000728	0.000658	3.333541	?	?	0.558326	4	Bstricta_HZ337
NON_ZERO_REGIONS	152885192	4.140038	6.94977	3	1	0	0.028616	0	0.001775	0.028691	0.043978	0.036448	0.139508	1	0.314192	0.026837	0.010347	0.006702	0.004925	0.003775	0.002373	0.001714	0.001384	0.001169	0.001013	0.000904	0.000817	2.070019	4.140038	4.140038	0.690818	5	Bstricta_HZ337
WHOLE_GENOME	189873346	3.584405	7.144017	3	2	0	0.031079	0	0.001744	0.039069	0.036287	0.058403	0.166582	0.814284	0.28432	0.02492	0.009415	0.006269	0.004801	0.003883	0.002662	0.001849	0.001374	0.001142	0.001	0.000898	0.000827	3.584405	?	?	0.572933	4	Bstricta_HZ349
NON_ZERO_REGIONS	154610740	4.401913	7.686257	4	1	0	0.031079	0	0.001744	0.039069	0.036287	0.058403	0.166582	1	0.349166	0.030604	0.011563	0.007699	0.005896	0.004768	0.003269	0.002271	0.001688	0.001403	0.001228	0.001103	0.001016	2.200956	4.401913	4.401913	0.700734	5	Bstricta_HZ349
WHOLE_GENOME	189873346	3.600753	7.097604	3	2	0	0.033391	0	0.001541	0.030392	0.036452	0.041455	0.14323	0.84564	0.280902	0.022793	0.008364	0.00556	0.004251	0.003383	0.002218	0.001621	0.001332	0.001165	0.001046	0.000958	0.000888	3.600753	?	?	0.589971	4	Bstricta_HZ365
NON_ZERO_REGIONS	160564555	4.258019	7.534769	4	2	0	0.033391	0	0.001541	0.030392	0.036452	0.041455	0.14323	1	0.332177	0.026953	0.00989	0.006575	0.005027	0.004	0.002622	0.001917	0.001575	0.001378	0.001237	0.001132	0.00105	2.12901	4.258019	4.258019	0.695076	5	Bstricta_HZ365
WHOLE_GENOME	189873346	3.260598	5.960792	3	2	0	0.037681	0	0.001295	0.026021	0.054543	0.035668	0.155208	0.817666	0.23672	0.023969	0.00888	0.005405	0.003798	0.00294	0.002027	0.001529	0.001207	0.000985	0.000819	0.000701	0.000611	3.260598	?	?	0.561337	4	Bstricta_HZ374
NON_ZERO_REGIONS	155253074	3.987687	6.368265	3	1	0	0.037681	0	0.001295	0.026021	0.054543	0.035668	0.155208	1	0.289506	0.029314	0.01086	0.006611	0.004645	0.003596	0.002479	0.00187	0.001476	0.001205	0.001002	0.000857	0.000747	1.993844	3.987687	3.987687	0.683687	5	Bstricta_HZ374
WHOLE_GENOME	189873346	3.796705	6.351674	3	2	0	0.032202	0	0.001371	0.040522	0.036488	0.030461	0.141043	0.855822	0.31654	0.029267	0.009519	0.005665	0.003982	0.003106	0.002173	0.001663	0.00136	0.001152	0.000985	0.000858	0.00076	3.796705	?	?	0.608227	4	Bstricta_HZ411
NON_ZERO_REGIONS	162497830	4.436324	6.656035	4	2	0	0.032202	0	0.001371	0.040522	0.036488	0.030461	0.141043	1	0.369867	0.034198	0.011122	0.00662	0.004653	0.00363	0.002539	0.001943	0.001589	0.001346	0.001151	0.001002	0.000888	2.218162	4.436324	4.436324	0.707709	5	Bstricta_HZ411
WHOLE_GENOME	189873346	3.330591	5.855624	3	2	0	0.031811	0	0.001371	0.041352	0.038432	0.028529	0.141495	0.841415	0.246947	0.019832	0.007229	0.004473	0.003232	0.002511	0.001772	0.001378	0.001114	0.000941	0.000818	0.000722	0.000642	3.330591	?	?	0.572236	4	Bstricta_HZ422
NON_ZERO_REGIONS	159762319	3.958321	6.185954	3	1	0	0.031811	0	0.001371	0.041352	0.038432	0.028529	0.141495	1	0.29349	0.02357	0.008591	0.005316	0.003841	0.002985	0.002106	0.001637	0.001324	0.001118	0.000973	0.000858	0.000763	1.97916	3.958321	3.958321	0.676473	5	Bstricta_HZ422
WHOLE_GENOME	189873346	3.066186	6.854564	3	2	0	0.02744	0	0.002083	0.032866	0.023758	0.089662	0.175809	0.797787	0.202375	0.016306	0.007284	0.005017	0.003899	0.003253	0.002464	0.001912	0.001467	0.001074	0.000844	0.000751	0.000701	?	?	?	0.529823	3	Bstricta_HZ444
NON_ZERO_REGIONS	151478535	3.843363	7.477114	3	1	0	0.02744	0	0.002083	0.032866	0.023758	0.089662	0.175809	1	0.25367	0.020439	0.009131	0.006289	0.004887	0.004078	0.003089	0.002396	0.001839	0.001346	0.001058	0.000941	0.000879	1.921682	3.843363	3.843363	0.660805	5	Bstricta_HZ444
WHOLE_GENOME	189873346	4.199245	6.327774	4	2	0	0.021666	0	0.001042	0.028048	0.040068	0.031318	0.122142	0.858259	0.389869	0.039355	0.010594	0.005955	0.003955	0.002918	0.001936	0.001453	0.001172	0.000997	0.00088	0.000788	0.000709	4.199245	?	?	0.64071	4	Bstricta_HZ449
NON_ZERO_REGIONS	162960545	4.892747	6.577255	4	2	0	0.021666	0	0.001042	0.028048	0.040068	0.031318	0.122142	1	0.454255	0.045855	0.012343	0.006939	0.004609	0.0034	0.002256	0.001693	0.001366	0.001162	0.001025	0.000918	0.000826	2.446373	2.446373	4.892747	0.744784	6	Bstricta_HZ449
WHOLE_GENOME	189873346	2.012599	5.097068	2	1	0	0.030705	0	0.00321	0.01747	0.002543	0.027862	0.081791	0.715493	0.077801	0.007039	0.003886	0.002866	0.00231	0.001921	0.001324	0.000912	0.000657	0.000536	0.00048	0.000447	0.000417	?	?	?	0.424753	2	Bstricta_RP001
NON_ZERO_REGIONS	135853065	2.812884	5.836065	2	1	0	0.030705	0	0.00321	0.01747	0.002543	0.027862	0.081791	1	0.108737	0.009837	0.005431	0.004006	0.003228	0.002684	0.001851	0.001274	0.000918	0.000749	0.000671	0.000625	0.000582	2.812884	2.812884	2.812884	0.591862	4	Bstricta_RP001
WHOLE_GENOME	189873346	1.633248	5.042495	1	1	0	0.035485	0	0.003608	0.021235	0.002303	0.030523	0.093154	0.657708	0.04331	0.005587	0.003488	0.002679	0.002228	0.001946	0.00151	0.001064	0.000722	0.000551	0.000491	0.000455	0.000423	?	?	?	0.366726	2	Bstricta_RP003
NON_ZERO_REGIONS	124881284	2.48324	6.045567	2	1	0	0.035485	0	0.003608	0.021235	0.002303	0.030523	0.093154	1	0.065849	0.008495	0.005304	0.004073	0.003388	0.002959	0.002296	0.001617	0.001098	0.000838	0.000747	0.000692	0.000643	2.48324	2.48324	2.48324	0.555027	4	Bstricta_RP003
WHOLE_GENOME	189873346	2.417547	5.416119	2	1	0	0.028431	0	0.003083	0.016221	0.003079	0.042218	0.093031	0.756075	0.124433	0.009381	0.004625	0.003287	0.002653	0.002242	0.001737	0.001319	0.000903	0.000628	0.0005	0.000451	0.000425	?	?	?	0.474282	3	Bstricta_RP008
NON_ZERO_REGIONS	143558531	3.197496	6.025306	3	1	0	0.028431	0	0.003083	0.016221	0.003079	0.042218	0.093031	1	0.164578	0.012408	0.006117	0.004347	0.003509	0.002966	0.002297	0.001745	0.001194	0.00083	0.000661	0.000597	0.000562	3.197496	3.197496	3.197496	0.625917	4	Bstricta_RP008
WHOLE_GENOME	189873346	1.530069	5.323179	1	1	0	0.032334	0	0.00285	0.020103	0.010439	0.073209	0.138935	0.636264	0.037371	0.00498	0.00308	0.002342	0.001894	0.001546	0.001005	0.000715	0.000612	0.000561	0.000527	0.000499	0.000473	?	?	?	0.357207	2	Bstricta_RP010
NON_ZERO_REGIONS	120809509	2.404772	6.513978	2	1	0	0.032334	0	0.00285	0.020103	0.010439	0.073209	0.138935	1	0.058735	0.007827	0.004841	0.003681	0.002977	0.00243	0.001579	0.001124	0.000961	0.000882	0.000828	0.000784	0.000744	2.404772	2.404772	2.404772	0.559183	4	Bstricta_RP010
WHOLE_GENOME	189873346	4.564842	7.89154	4	2	0	0.030993	0	0.002567	0.065316	0.008019	0.060015	0.166911	0.830157	0.436922	0.053858	0.012806	0.007598	0.005566	0.004473	0.003366	0.002782	0.002388	0.002068	0.001795	0.001521	0.001255	4.564842	?	?	0.635093	4	Bstricta_RP012
NON_ZERO_REGIONS	157624614	5.498772	8.359557	5	2	0	0.030993	0	0.002567	0.065316	0.008019	0.060015	0.166911	1	0.526312	0.064876	0.015427	0.009152	0.006705	0.005389	0.004054	0.003351	0.002877	0.002491	0.002162	0.001832	0.001512	1.832924	2.749386	5.498772	0.7619	6	Bstricta_RP012
WHOLE_GENOME	189873346	1.689984	4.862877	1	1	0	0.034856	0	0.003651	0.021899	0.002364	0.028397	0.091167	0.672031	0.04925	0.005721	0.003363	0.002462	0.001953	0.001547	0.00093	0.000644	0.00055	0.000506	0.000469	0.000437	0.000409	?	?	?	0.377331	2	Bstricta_RP014
NON_ZERO_REGIONS	127600773	2.514741	5.754491	2	1	0	0.034856	0	0.003651	0.021899	0.002364	0.028397	0.091167	1	0.073286	0.008513	0.005005	0.003663	0.002907	0.002302	0.001384	0.000958	0.000818	0.000753	0.000697	0.00065	0.000609	2.514741	2.514741	2.514741	0.558936	4	Bstricta_RP014
WHOLE_GENOME	189873346	1.927698	5.196573	1	1	0	0.029576	0	0.003402	0.018641	0.003447	0.04457	0.099636	0.708068	0.066324	0.006394	0.003727	0.002763	0.00227	0.001964	0.00158	0.001283	0.000948	0.00064	0.000477	0.000416	0.000389	?	?	?	0.413339	2	Bstricta_RP015
NON_ZERO_REGIONS	134443302	2.722475	5.99786	2	1	0	0.029576	0	0.003402	0.018641	0.003447	0.04457	0.099636	1	0.093669	0.00903	0.005264	0.003902	0.003206	0.002773	0.002231	0.001812	0.001339	0.000904	0.000674	0.000587	0.000549	2.722475	2.722475	2.722475	0.581515	4	Bstricta_RP015
WHOLE_GENOME	189873346	2.19031	5.187258	2	1	0	0.034618	0	0.003397	0.019006	0.002108	0.028761	0.087889	0.733895	0.098718	0.008557	0.004444	0.003112	0.002377	0.001832	0.001086	0.00076	0.000633	0.000562	0.000516	0.00048	0.000449	?	?	?	0.444872	3	Bstricta_RP016
NON_ZERO_REGIONS	139347190	2.984498	5.856099	2	1	0	0.034618	0	0.003397	0.019006	0.002108	0.028761	0.087889	1	0.134512	0.011659	0.006055	0.00424	0.00324	0.002496	0.00148	0.001036	0.000862	0.000766	0.000703	0.000653	0.000612	2.984498	2.984498	2.984498	0.604416	4	Bstricta_RP016
WHOLE_GENOME	189873346	1.576696	4.938462	1	1	0	0.021201	0	0.00202	0.02004	0.007384	0.04323	0.093875	0.672135	0.037577	0.004125	0.00255	0.001877	0.001426	0.001083	0.000718	0.000604	0.000548	0.000511	0.000479	0.000453	0.000429	?	?	?	0.377332	2	Bstricta_RP017
