## METRICS CLASS	picard.analysis.CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage
CATEGORY	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	FOLD_80_BASE_PENALTY	FOLD_90_BASE_PENALTY	FOLD_95_BASE_PENALTY	HET_SNP_SENSITIVITY	HET_SNP_Q
NON_ZERO_REGIONS	134332244	12.395	12.150983	11	4	0	0.03131	0	0.003155	0.180045	0.202991	0.012827	0.430327	1	0.858759	0.579709	0.284428	0.120659	0.056138	0.032851	0.017057	0.010842	0.007522	0.005532	0.004274	0.003427	0.002815	2.065833	4.131667	6.1975	0.927758	11	Alyr_Norway_Grovudalen_T3-5
WHOLE_GENOME	183862724	10.179529	13.032365	9	7	0	0.032613	0	0.003186	0.17331	0.194607	0.012672	0.416389	0.736914	0.646619	0.480552	0.267027	0.122723	0.056794	0.031363	0.015488	0.009745	0.006741	0.004989	0.003859	0.003117	0.002577	?	?	?	0.691616	5	Alyr_Norway_Grovudalen_T3-6
NON_ZERO_REGIONS	135490989	13.813729	13.4267	12	5	0	0.032613	0	0.003186	0.17331	0.194607	0.012672	0.416389	1	0.877469	0.652114	0.362359	0.166536	0.07707	0.04256	0.021017	0.013224	0.009147	0.00677	0.005237	0.00423	0.003498	1.97339	3.453432	6.906865	0.933052	12	Alyr_Norway_Grovudalen_T3-6
WHOLE_GENOME	183862724	21.818136	21.871344	24	13	0	0.037491	0	0.006135	0.013535	0.051343	0.031618	0.140122	0.755772	0.694954	0.65637	0.615864	0.565714	0.487627	0.357919	0.105324	0.041853	0.027542	0.019007	0.013807	0.010608	0.008376	?	?	?	0.726384	6	Alyr_Norway_Lom_J1-10
NON_ZERO_REGIONS	138958233	28.868688	20.721887	29	7	0	0.037491	0	0.006135	0.013535	0.051343	0.031618	0.140122	1	0.919529	0.868476	0.814881	0.748525	0.645204	0.473581	0.139359	0.055378	0.036443	0.025149	0.018268	0.014036	0.011083	1.804293	4.811448	14.434344	0.960448	14	Alyr_Norway_Lom_J1-10
WHOLE_GENOME	183862724	19.571628	20.119263	22	11	0	0.03655	0	0.005383	0.014254	0.081924	0.027595	0.165706	0.753445	0.690685	0.650642	0.605869	0.541133	0.415241	0.242365	0.059946	0.032568	0.021396	0.014929	0.01115	0.008637	0.00691	?	?	?	0.723858	6	Alyr_Norway_Lom_J1-1
NON_ZERO_REGIONS	138530479	25.976181	19.258227	26	6	0	0.03655	0	0.005383	0.014254	0.081924	0.027595	0.165706	1	0.916702	0.863556	0.804131	0.718211	0.551123	0.321676	0.079563	0.043225	0.028398	0.019814	0.014799	0.011464	0.009172	1.731745	4.329363	12.98809	0.96009	14	Alyr_Norway_Lom_J1-1
WHOLE_GENOME	183862724	15.112648	16.489755	16	9	0	0.039675	0	0.005634	0.015731	0.086421	0.032295	0.179756	0.749728	0.679593	0.624684	0.544352	0.374751	0.17863	0.074965	0.030624	0.018038	0.011943	0.008516	0.006435	0.005067	0.00413	?	?	?	0.715918	5	Alyr_Norway_Lom_J1-20
NON_ZERO_REGIONS	137846991	20.157514	16.155155	19	5	0	0.039675	0	0.005634	0.015731	0.086421	0.032295	0.179756	1	0.906453	0.833215	0.726067	0.499849	0.23826	0.09999	0.040847	0.024059	0.01593	0.011359	0.008583	0.006759	0.005508	1.832501	4.031503	10.078757	0.954124	13	Alyr_Norway_Lom_J1-20
WHOLE_GENOME	183862724	13.363797	14.903846	14	8	0	0.039443	0	0.007066	0.013153	0.060681	0.02984	0.150184	0.747588	0.673458	0.604777	0.481442	0.270594	0.107503	0.048761	0.02321	0.013813	0.009091	0.006432	0.004838	0.003841	0.003145	?	?	?	0.710739	5	Alyr_Norway_Lom_J1-22
NON_ZERO_REGIONS	137453532	17.875889	14.71272	17	5	0	0.039443	0	0.007066	0.013153	0.060681	0.02984	0.150184	1	0.900841	0.808971	0.643994	0.361956	0.1438	0.065224	0.031046	0.018476	0.012161	0.008603	0.006472	0.005138	0.004207	1.787589	3.575178	8.937945	0.950034	13	Alyr_Norway_Lom_J1-22
WHOLE_GENOME	183862724	13.240988	14.966681	14	8	0	0.040458	0	0.005543	0.013508	0.093931	0.026067	0.179508	0.742755	0.672426	0.60502	0.4762	0.258393	0.100899	0.047664	0.023133	0.013824	0.00932	0.006674	0.005073	0.004014	0.003279	?	?	?	0.708446	5	Alyr_Norway_Lom_J1-2
NON_ZERO_REGIONS	136564981	17.826856	14.826677	17	5	0	0.040458	0	0.005543	0.013508	0.093931	0.026067	0.179508	1	0.905313	0.814562	0.641126	0.347885	0.135845	0.064172	0.031144	0.018612	0.012548	0.008985	0.00683	0.005404	0.004415	1.782686	3.565371	8.913428	0.953151	13	Alyr_Norway_Lom_J1-2
WHOLE_GENOME	183862724	18.278958	19.130373	20	11	0	0.038939	0	0.005751	0.015905	0.077485	0.023611	0.161691	0.751111	0.688779	0.646745	0.596761	0.510555	0.348295	0.175503	0.048349	0.028583	0.018659	0.013231	0.009927	0.007717	0.0062	?	?	?	0.721119	6	Alyr_Norway_Lom_J1-3
NON_ZERO_REGIONS	138101254	24.335906	18.434715	24	6	0	0.038939	0	0.005751	0.015905	0.077485	0.023611	0.161691	1	0.917014	0.861052	0.794505	0.679733	0.463707	0.233658	0.064369	0.038055	0.024842	0.017615	0.013216	0.010274	0.008254	1.738279	4.055984	12.167953	0.959348	14	Alyr_Norway_Lom_J1-3
WHOLE_GENOME	183862724	15.238547	16.492998	16	9	0	0.037979	0	0.005605	0.014312	0.085746	0.026581	0.170223	0.746624	0.680587	0.626505	0.545196	0.382462	0.186902	0.078826	0.031341	0.018549	0.012303	0.008722	0.00648	0.005018	0.004046	?	?	?	0.714666	5	Alyr_Norway_Lom_J1-7
NON_ZERO_REGIONS	137276238	20.409947	16.08677	20	5	0	0.037979	0	0.005605	0.014312	0.085746	0.026581	0.170223	1	0.911553	0.839117	0.730215	0.512255	0.250329	0.105577	0.041977	0.024843	0.016478	0.011682	0.008679	0.006721	0.005419	1.700829	4.081989	10.204974	0.956547	14	Alyr_Norway_Lom_J1-7
WHOLE_GENOME	183862724	23.398216	23.24351	26	13	0	0.037271	0	0.00525	0.015905	0.069754	0.032168	0.160347	0.751948	0.695307	0.662414	0.629758	0.5907	0.532134	0.420544	0.138418	0.049768	0.032547	0.022681	0.016478	0.012691	0.01011	?	?	?	0.724839	6	Alyr_Norway_Lom_J1-8
NON_ZERO_REGIONS	138255193	31.116804	21.870158	31	7	0	0.037271	0	0.00525	0.015905	0.069754	0.032168	0.160347	1	0.924674	0.880931	0.837502	0.78556	0.707674	0.559273	0.184079	0.066186	0.043283	0.030163	0.021913	0.016878	0.013446	1.728711	4.445258	10.372268	0.963231	14	Alyr_Norway_Lom_J1-8
WHOLE_GENOME	183862724	15.175127	16.557687	16	10	0	0.037377	0	0.006302	0.01655	0.075076	0.023508	0.158812	0.742044	0.673641	0.621586	0.543424	0.383584	0.18862	0.078732	0.03124	0.018515	0.012286	0.008765	0.006572	0.005132	0.004164	?	?	?	0.708974	5	Alyr_Norway_Lom_J1-9
NON_ZERO_REGIONS	136434318	20.450428	16.173421	20	5	0	0.037377	0	0.006302	0.01655	0.075076	0.023508	0.158812	1	0.907818	0.837667	0.732334	0.516929	0.254189	0.106102	0.0421	0.024951	0.016557	0.011813	0.008857	0.006916	0.005611	1.704202	4.090086	10.225214	0.954556	13	Alyr_Norway_Lom_J1-9
WHOLE_GENOME	183862724	15.398134	16.566761	16	10	0	0.037847	0	0.006305	0.017531	0.05813	0.027752	0.147565	0.747392	0.6809	0.626997	0.548709	0.393718	0.197885	0.082834	0.03128	0.018524	0.012262	0.008757	0.006556	0.005099	0.004093	?	?	?	0.714656	5	Alyr_Norway_Nedre_Kamtjern_T4-11
NON_ZERO_REGIONS	137417532	20.602487	16.124446	20	5	0	0.037847	0	0.006305	0.017531	0.05813	0.027752	0.147565	1	0.911035	0.838913	0.734165	0.526789	0.264768	0.11083	0.041852	0.024785	0.016406	0.011716	0.008772	0.006822	0.005476	1.716874	4.120497	10.301243	0.955203	13	Alyr_Norway_Nedre_Kamtjern_T4-11
WHOLE_GENOME	183862724	22.410971	22.195015	25	13	0	0.035191	0	0.004489	0.014544	0.097535	0.026921	0.178681	0.751462	0.694989	0.661212	0.626508	0.584128	0.513671	0.381637	0.110403	0.043873	0.028757	0.019978	0.014719	0.011371	0.009053	?	?	?	0.724951	6	Alyr_Norway_Nedre_Kamtjern_T4-14
NON_ZERO_REGIONS	138165853	29.823158	20.844476	30	7	0	0.035191	0	0.004489	0.014544	0.097535	0.026921	0.178681	1	0.924849	0.879901	0.833718	0.777322	0.683562	0.50786	0.146918	0.058383	0.038268	0.026585	0.019587	0.015132	0.012048	1.656842	4.260451	9.941053	0.964099	14	Alyr_Norway_Nedre_Kamtjern_T4-14
WHOLE_GENOME	183862724	16.602892	17.355778	18	10	0	0.036418	0	0.006087	0.014798	0.069826	0.023107	0.150236	0.749421	0.684262	0.636613	0.574544	0.453713	0.263729	0.116036	0.037259	0.02225	0.014589	0.010378	0.007694	0.005913	0.004701	?	?	?	0.717841	5	Alyr_Norway_Nedre_Kamtjern_T4-15
NON_ZERO_REGIONS	137790602	22.15429	16.701907	22	6	0	0.036418	0	0.006087	0.014798	0.069826	0.023107	0.150236	1	0.913054	0.849472	0.766651	0.605418	0.35191	0.154834	0.049717	0.02969	0.019466	0.013848	0.010267	0.007891	0.006273	1.704176	3.692382	11.077145	0.957157	14	Alyr_Norway_Nedre_Kamtjern_T4-15
WHOLE_GENOME	183862724	19.445713	19.833427	21	11	0	0.037096	0	0.004958	0.014778	0.089829	0.02794	0.174602	0.752184	0.69255	0.652984	0.607364	0.540071	0.409038	0.234612	0.058645	0.031836	0.020716	0.014481	0.010784	0.008359	0.006675	?	?	?	0.723795	6	Alyr_Norway_Nedre_Kamtjern_T4-16
NON_ZERO_REGIONS	138298560	25.852343	18.903369	25	6	0	0.037096	0	0.004958	0.014778	0.089829	0.02794	0.174602	1	0.920719	0.868118	0.807467	0.718004	0.543801	0.311907	0.077967	0.042325	0.027541	0.019252	0.014337	0.011113	0.008875	1.72349	4.308724	12.926171	0.961617	14	Alyr_Norway_Nedre_Kamtjern_T4-16
WHOLE_GENOME	183862724	11.801169	13.471025	12	8	0	0.040026	0	0.006415	0.01672	0.075088	0.028844	0.167093	0.744396	0.668188	0.581145	0.399763	0.172447	0.063498	0.03437	0.017248	0.010305	0.006823	0.004904	0.003762	0.003025	0.002492	?	?	?	0.706142	5	Alyr_Norway_Nedre_Kamtjern_T4-19
NON_ZERO_REGIONS	136866748	15.85334	13.399215	15	4	0	0.040026	0	0.006415	0.01672	0.075088	0.028844	0.167093	1	0.897624	0.780692	0.537029	0.231661	0.085301	0.046172	0.023171	0.013843	0.009166	0.006588	0.005054	0.004063	0.003347	1.761482	3.963335	7.92667	0.947752	13	Alyr_Norway_Nedre_Kamtjern_T4-19
WHOLE_GENOME	183862724	12.646383	14.186588	13	8	0	0.039657	0	0.007353	0.014767	0.054291	0.02556	0.141628	0.743138	0.668411	0.594764	0.451252	0.228657	0.085359	0.041008	0.01985	0.011823	0.007976	0.005743	0.004309	0.003389	0.00276	?	?	?	0.7055	5	Alyr_Norway_Nedre_Kamtjern_T4-23
NON_ZERO_REGIONS	136635434	17.017536	14.015606	16	5	0	0.039657	0	0.007353	0.014767	0.054291	0.02556	0.141628	1	0.899444	0.800342	0.607224	0.307691	0.114862	0.055182	0.026712	0.015909	0.010733	0.007728	0.005799	0.00456	0.003714	1.701754	4.254384	8.508768	0.948536	13	Alyr_Norway_Nedre_Kamtjern_T4-23
WHOLE_GENOME	183862724	15.35619	16.569094	16	10	0	0.038292	0	0.006043	0.012246	0.069235	0.026776	0.152592	0.744071	0.678176	0.625697	0.548048	0.391088	0.195745	0.082952	0.032023	0.018877	0.012463	0.00885	0.006597	0.005124	0.00411	?	?	?	0.711739	5	Alyr_Norway_Nedre_Kamtjern_T4-25
NON_ZERO_REGIONS	136806916	20.638071	16.123134	20	5	0	0.038292	0	0.006043	0.012246	0.069235	0.026776	0.152592	1	0.91144	0.84091	0.736553	0.525606	0.263073	0.111484	0.043037	0.02537	0.01675	0.011894	0.008866	0.006887	0.005524	1.719839	4.127614	10.319036	0.955959	14	Alyr_Norway_Nedre_Kamtjern_T4-25
WHOLE_GENOME	183862724	15.959784	17.00313	17	10	0	0.037166	0	0.005641	0.013157	0.083171	0.026421	0.165557	0.747529	0.681243	0.631203	0.561773	0.423379	0.228392	0.097087	0.033986	0.020177	0.013281	0.009469	0.007134	0.00558	0.004479	?	?	?	0.715774	5	Alyr_Norway_Nedre_Kamtjern_T4-27
NON_ZERO_REGIONS	137442708	21.350055	16.482321	21	5	0	0.037166	0	0.005641	0.013157	0.083171	0.026421	0.165557	1	0.911326	0.844386	0.751506	0.566372	0.30553	0.129877	0.045464	0.026992	0.017767	0.012668	0.009543	0.007465	0.005991	1.779171	4.270011	10.675027	0.9569	14	Alyr_Norway_Nedre_Kamtjern_T4-27
WHOLE_GENOME	183862724	13.390257	14.868073	14	8	0	0.038594	0	0.006313	0.015424	0.074893	0.027106	0.162329	0.746291	0.674293	0.608001	0.484916	0.271111	0.106908	0.048413	0.022745	0.013651	0.009161	0.006546	0.004947	0.003881	0.00315	?	?	?	0.710696	5	Alyr_Norway_Nedre_Kamtjern_T4-3
NON_ZERO_REGIONS	137215165	17.942399	14.646997	17	5	0	0.038594	0	0.006313	0.015424	0.074893	0.027106	0.162329	1	0.903525	0.814697	0.649768	0.363277	0.143253	0.064871	0.030477	0.018292	0.012275	0.008772	0.006628	0.005201	0.004221	1.79424	3.58848	8.971199	0.951547	13	Alyr_Norway_Nedre_Kamtjern_T4-3
WHOLE_GENOME	183862724	13.993007	15.784304	15	9	0	0.039026	0	0.005958	0.012552	0.078901	0.028266	0.164704	0.741497	0.673069	0.612056	0.506665	0.308926	0.129923	0.056524	0.025764	0.015377	0.010365	0.007491	0.005708	0.004516	0.003714	?	?	?	0.708273	5	Alyr_Norway_Spiterstulen_J3-1
NON_ZERO_REGIONS	136333618	18.871298	15.618647	18	5	0	0.039026	0	0.005958	0.012552	0.078901	0.028266	0.164704	1	0.907716	0.825433	0.6833	0.416625	0.175218	0.076229	0.034746	0.020738	0.013978	0.010103	0.007698	0.00609	0.005009	1.715573	3.77426	9.435649	0.954486	13	Alyr_Norway_Spiterstulen_J3-1
WHOLE_GENOME	183862724	12.155603	13.920115	13	8	0	0.039216	0	0.007556	0.01662	0.052816	0.025367	0.141574	0.741231	0.664129	0.584399	0.422883	0.198435	0.07363	0.037564	0.018384	0.010999	0.007354	0.005273	0.004038	0.003214	0.002658	?	?	?	0.702239	5	Alyr_Norway_Spiterstulen_J3-2
NON_ZERO_REGIONS	136284837	16.3992	13.850061	16	4	0	0.039216	0	0.007556	0.01662	0.052816	0.025367	0.141574	1	0.895981	0.788417	0.570514	0.26771	0.099335	0.050678	0.024802	0.014839	0.009921	0.007114	0.005448	0.004336	0.003586	1.822133	4.0998	8.1996	0.946471	13	Alyr_Norway_Spiterstulen_J3-2
WHOLE_GENOME	183862724	16.858258	17.852107	18	10	0	0.038942	0	0.006125	0.016534	0.064099	0.031255	0.156954	0.751454	0.686236	0.638178	0.576221	0.459871	0.27402	0.123435	0.039214	0.02357	0.01543	0.010948	0.008152	0.00629	0.005007	?	?	?	0.7198	6	Alyr_Norway_Spiterstulen_J3-3
NON_ZERO_REGIONS	138164333	22.434193	17.292097	22	6	0	0.038942	0	0.006125	0.016534	0.064099	0.031255	0.156954	1	0.913212	0.849258	0.766809	0.611974	0.364654	0.164261	0.052184	0.031366	0.020534	0.014569	0.010848	0.00837	0.006663	1.725707	3.739032	11.217096	0.957047	14	Alyr_Norway_Spiterstulen_J3-3
WHOLE_GENOME	183862724	18.249647	19.344132	19	12	0	0.037669	0	0.005509	0.014806	0.072839	0.028546	0.15937	0.747515	0.684882	0.639336	0.584464	0.498467	0.352423	0.190317	0.049964	0.028483	0.018878	0.013461	0.01015	0.007836	0.006205	?	?	?	0.717454	5	Alyr_Norway_Spiterstulen_J3-4
NON_ZERO_REGIONS	137440154	24.413752	18.710877	24	6	0	0.037669	0	0.005509	0.014806	0.072839	0.028546	0.15937	1	0.916212	0.855282	0.781877	0.666833	0.47146	0.2546	0.06684	0.038104	0.025254	0.018007	0.013579	0.010483	0.008301	1.877981	4.068959	12.206876	0.959032	14	Alyr_Norway_Spiterstulen_J3-4
WHOLE_GENOME	183862724	15.337894	16.878549	16	10	0	0.039577	0	0.005927	0.014655	0.066403	0.029923	0.156485	0.74499	0.678513	0.624338	0.544744	0.386812	0.1928	0.08131	0.031979	0.019112	0.012801	0.00926	0.006993	0.005486	0.004444	?	?	?	0.712889	5	Alyr_Norway_Spiterstulen_J3-5
NON_ZERO_REGIONS	136975829	20.588062	16.562338	20	5	0	0.039577	0	0.005927	0.014655	0.066403	0.029923	0.156485	1	0.910769	0.838049	0.73121	0.519218	0.258795	0.109143	0.042926	0.025654	0.017182	0.01243	0.009386	0.007364	0.005965	1.715672	4.117612	10.294031	0.956027	14	Alyr_Norway_Spiterstulen_J3-5
WHOLE_GENOME	183862724	7.163945	9.636543	7	5	0	0.041171	0	0.005984	0.014177	0.098555	0.024511	0.184398	0.722249	0.5989	0.322586	0.097734	0.033089	0.017934	0.011728	0.006333	0.004004	0.002847	0.002199	0.00179	0.001502	0.001295	?	?	?	0.657693	5	Alyr_Norway_Spiterstulen_J3-6
NON_ZERO_REGIONS	132794732	9.918936	10.06221	9	3	0	0.041171	0	0.005984	0.014177	0.098555	0.024511	0.184398	1	0.829214	0.446641	0.135319	0.045814	0.024831	0.016239	0.008768	0.005544	0.003942	0.003045	0.002478	0.00208	0.001793	1.983787	3.306312	4.959468	0.909851	10	Alyr_Norway_Spiterstulen_J3-6
WHOLE_GENOME	183862724	13.095884	14.811203	14	8	0	0.040034	0	0.006561	0.015716	0.073443	0.031737	0.167492	0.744401	0.670922	0.602849	0.471789	0.251928	0.09622	0.045056	0.022056	0.013222	0.008825	0.006336	0.004798	0.003796	0.003156	?	?	?	0.708141	5	Alyr_Norway_Spiterstulen_J3-7
NON_ZERO_REGIONS	136867600	17.592512	14.682938	17	5	0	0.040034	0	0.006561	0.015716	0.073443	0.031737	0.167492	1	0.901291	0.809845	0.633784	0.338431	0.129258	0.060526	0.029629	0.017762	0.011855	0.008511	0.006445	0.0051	0.004239	1.759251	3.518502	8.796256	0.950456	13	Alyr_Norway_Spiterstulen_J3-7
WHOLE_GENOME	183862724	9.979851	12.812227	9	7	0	0.035601	0	0.005389	0.013121	0.126453	0.028138	0.208702	0.73592	0.636806	0.491053	0.276456	0.109114	0.04355	0.024852	0.012786	0.007868	0.005386	0.004014	0.003191	0.002654	0.002276	?	?	?	0.687464	5	Alyr_Norway_Spiterstulen_Sp154-4g
NON_ZERO_REGIONS	135308244	13.561056	13.2096	12	5	0	0.035601	0	0.005389	0.013121	0.126453	0.028138	0.208702	1	0.86532	0.667264	0.37566	0.148269	0.059177	0.03377	0.017374	0.010691	0.007319	0.005455	0.004336	0.003607	0.003092	2.260176	4.520352	6.780528	0.933698	12	Alyr_Norway_Spiterstulen_Sp154-4g
WHOLE_GENOME	183862724	19.022793	20.706726	19	13	0	0.035696	0	0.003885	0.012324	0.149532	0.042805	0.244242	0.754756	0.68626	0.638273	0.578644	0.491992	0.369833	0.2327	0.067994	0.032839	0.021908	0.015492	0.011611	0.009109	0.007408	?	?	?	0.722664	6	Alyr_Norway_Spiterstulen_Sp164-1g
NON_ZERO_REGIONS	138771468	25.203902	20.305194	24	8	0	0.035696	0	0.003885	0.012324	0.149532	0.042805	0.244242	1	0.909248	0.845668	0.766664	0.651856	0.490004	0.308311	0.090088	0.04351	0.029027	0.020526	0.015384	0.012069	0.009815	1.938762	5.04078	12.601951	0.957097	14	Alyr_Norway_Spiterstulen_Sp164-1g
WHOLE_GENOME	183862724	12.778414	15.767391	12	10	0	0.035108	0	0.003777	0.019864	0.18124	0.02512	0.265109	0.738093	0.648238	0.550738	0.417644	0.255101	0.122741	0.057308	0.02408	0.014699	0.009975	0.007273	0.005583	0.004458	0.003693	?	?	?	0.696311	5	Alyr_Norway_Spiterstulen_SP21
NON_ZERO_REGIONS	135707709	17.312753	16.072543	16	6	0	0.035108	0	0.003777	0.019864	0.18124	0.02512	0.265109	1	0.878261	0.746164	0.565843	0.345622	0.166295	0.077643	0.032625	0.019914	0.013515	0.009854	0.007564	0.00604	0.005003	2.164094	4.328188	8.656376	0.942675	12	Alyr_Norway_Spiterstulen_SP21
