## METRICS CLASS	picard.analysis.CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage
CATEGORY	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	FOLD_80_BASE_PENALTY	FOLD_90_BASE_PENALTY	FOLD_95_BASE_PENALTY	HET_SNP_SENSITIVITY	HET_SNP_Q
WHOLE_GENOME	119482896	6.360557	9.628594	6	2	0	0.01379	0	0.013119	0.111006	0.153089	0.205716	0.496719	0.909933	0.659882	0.149869	0.016616	0.005457	0.003811	0.003166	0.002643	0.002414	0.002275	0.002163	0.002056	0.001947	0.001833	2.120186	6.360557	?	0.79736	7	Athaliana_IBE_7081
NON_ZERO_REGIONS	108721428	6.990138	9.873478	6	2	0	0.01379	0	0.013119	0.111006	0.153089	0.205716	0.496719	1	0.725198	0.164703	0.018261	0.005997	0.004189	0.003479	0.002905	0.002653	0.0025	0.002377	0.002259	0.00214	0.002014	1.747534	2.330046	3.495069	0.873741	9	Athaliana_IBE_7081
WHOLE_GENOME	119482896	9.530731	10.545766	9	3	0	0.011865	0	0.002857	0.060899	0.006335	0.203787	0.285743	0.920119	0.839124	0.465199	0.118042	0.022828	0.008753	0.005673	0.00358	0.00291	0.002603	0.002416	0.002278	0.002161	0.002058	1.906146	4.765366	?	0.859054	9	Athaliana_IBE_7327
NON_ZERO_REGIONS	109938465	10.358153	10.597062	10	3	0	0.011865	0	0.002857	0.060899	0.006335	0.203787	0.285743	1	0.911973	0.505586	0.12829	0.02481	0.009513	0.006165	0.003891	0.003162	0.002829	0.002626	0.002475	0.002349	0.002237	1.726359	2.071631	3.452718	0.933021	12	Athaliana_IBE_7327
WHOLE_GENOME	119482896	15.630354	12.378834	16	4	0	0.01733	0	0.007578	0.008089	0.000054	0.089191	0.122241	0.910305	0.882842	0.815876	0.597779	0.272729	0.075298	0.018639	0.005756	0.003875	0.003111	0.002702	0.002448	0.002293	0.002196	1.563035	7.815177	?	0.889132	10	Athaliana_IBE_7328
NON_ZERO_REGIONS	108765845	17.170463	11.911756	17	4	0	0.01733	0	0.007578	0.008089	0.000054	0.089191	0.122241	1	0.969831	0.896267	0.656681	0.299602	0.082717	0.020476	0.006323	0.004257	0.003417	0.002968	0.002689	0.002519	0.002413	1.430872	1.907829	2.452923	0.976688	16	Athaliana_IBE_7328
WHOLE_GENOME	119482896	13.282428	11.848914	13	4	0	0.011027	0	0.000582	0.036109	0.251928	0.051449	0.351094	0.915224	0.880819	0.73915	0.403062	0.122116	0.030314	0.013389	0.006508	0.004414	0.003472	0.002986	0.002705	0.002515	0.002368	1.660303	6.641214	?	0.898576	10	Athaliana_IBE_8264
NON_ZERO_REGIONS	109353645	14.512758	11.642423	14	3	0	0.011027	0	0.000582	0.036109	0.251928	0.051449	0.351094	1	0.962408	0.807616	0.440397	0.133427	0.033122	0.01463	0.007111	0.004823	0.003794	0.003262	0.002955	0.002748	0.002587	1.451276	2.073251	2.902552	0.981655	17	Athaliana_IBE_8264
WHOLE_GENOME	119482896	47.412247	25.122189	50	12	0	0.008868	0	0.00028	0.036638	0.28983	0.041938	0.377553	0.92388	0.91064	0.90202	0.892272	0.878642	0.857917	0.825722	0.708599	0.504368	0.266254	0.101778	0.035977	0.018777	0.013691	1.481633	4.310204	?	0.917474	11	Athaliana_IBE_8357
NON_ZERO_REGIONS	110387823	51.318636	21.969373	51	10	0	0.008868	0	0.00028	0.036638	0.28983	0.041938	0.377553	1	0.98567	0.976339	0.965788	0.951035	0.928603	0.893755	0.766982	0.545924	0.288191	0.110164	0.038941	0.020324	0.014819	1.38699	1.769608	2.565932	0.992908	21	Athaliana_IBE_8357
WHOLE_GENOME	119482896	16.644683	13.438649	16	5	0	0.015268	0	0.001433	0.030037	0.057913	0.124297	0.228948	0.925271	0.897501	0.816983	0.601617	0.323009	0.128754	0.046062	0.012914	0.007483	0.005159	0.004028	0.003394	0.003028	0.002788	1.664468	4.161171	?	0.907583	10	Athaliana_IBE_9506
NON_ZERO_REGIONS	110554044	17.988984	13.076718	17	4	0	0.015268	0	0.001433	0.030037	0.057913	0.124297	0.228948	1	0.969987	0.882966	0.650207	0.349097	0.139152	0.049782	0.013957	0.008087	0.005575	0.004353	0.003668	0.003272	0.003013	1.499082	1.998776	2.998164	0.98063	17	Athaliana_IBE_9506
WHOLE_GENOME	119482896	12.881181	10.945967	13	4	0	0.014035	0	0.001638	0.027787	0.050166	0.122496	0.216122	0.940384	0.899626	0.721465	0.35787	0.100784	0.024971	0.010854	0.005265	0.003687	0.003069	0.002717	0.002459	0.002219	0.001989	1.610148	3.220295	?	0.912166	11	Athaliana_IBE_9507
NON_ZERO_REGIONS	112359814	13.697787	10.780731	13	3	0	0.014035	0	0.001638	0.027787	0.050166	0.122496	0.216122	1	0.956658	0.767202	0.380557	0.107173	0.026554	0.011542	0.005599	0.003921	0.003263	0.002889	0.002615	0.00236	0.002115	1.521976	1.956827	2.739557	0.969783	15	Athaliana_IBE_9507
WHOLE_GENOME	119482896	13.080403	11.66706	13	3	0	0.013561	0	0.00146	0.04735	0.077756	0.138397	0.278524	0.924805	0.888877	0.74005	0.375071	0.10409	0.026429	0.012428	0.006113	0.004223	0.003443	0.003028	0.002769	0.002597	0.002461	1.63505	4.360134	?	0.900635	10	Athaliana_IBE_9508
NON_ZERO_REGIONS	110498364	14.14396	11.495443	13	3	0	0.013561	0	0.00146	0.04735	0.077756	0.138397	0.278524	1	0.961151	0.800223	0.405568	0.112553	0.028578	0.013438	0.006611	0.004566	0.003723	0.003274	0.002995	0.002808	0.002661	1.414396	2.020566	2.828792	0.973585	16	Athaliana_IBE_9508
WHOLE_GENOME	119482896	9.928636	10.631593	9	3	0	0.016651	0	0.001649	0.040514	0.054217	0.117823	0.230853	0.92778	0.823249	0.478953	0.164555	0.044448	0.016382	0.009417	0.005053	0.003569	0.002866	0.002435	0.002121	0.00189	0.001704	1.985727	4.964318	?	0.863296	9	Athaliana_IBE_9509
NON_ZERO_REGIONS	110853897	10.701492	10.656383	10	3	0	0.016651	0	0.001649	0.040514	0.054217	0.117823	0.230853	1	0.887331	0.516235	0.177364	0.047908	0.017657	0.01015	0.005447	0.003847	0.003089	0.002624	0.002286	0.002037	0.001836	1.783582	2.675373	3.567164	0.930043	12	Athaliana_IBE_9509
WHOLE_GENOME	119482896	12.83469	11.452223	13	3	0	0.012847	0	0.001363	0.039681	0.082177	0.129463	0.26553	0.927485	0.890595	0.725361	0.3559	0.096478	0.024019	0.010982	0.005289	0.003637	0.002996	0.002704	0.002527	0.002411	0.002316	1.604336	3.208672	?	0.902528	10	Athaliana_IBE_9510
NON_ZERO_REGIONS	110818640	13.838158	11.292536	13	3	0	0.012847	0	0.001363	0.039681	0.082177	0.129463	0.26553	1	0.960225	0.782073	0.383726	0.104022	0.025897	0.011841	0.005702	0.003921	0.003231	0.002915	0.002725	0.002599	0.002497	1.537573	1.97688	2.767632	0.972828	16	Athaliana_IBE_9510
WHOLE_GENOME	119482896	12.16861	11.356668	12	3	0	0.013093	0	0.001393	0.05569	0.061673	0.185351	0.317199	0.926998	0.889105	0.689229	0.29224	0.068843	0.018937	0.010251	0.005507	0.003909	0.003157	0.002803	0.002598	0.002473	0.00237	1.521076	3.042152	?	0.898546	10	Athaliana_IBE_9511
NON_ZERO_REGIONS	110760406	13.1269	11.249504	12	3	0	0.013093	0	0.001393	0.05569	0.061673	0.185351	0.317199	1	0.959123	0.743507	0.315254	0.074265	0.020428	0.011059	0.005941	0.004217	0.003406	0.003024	0.002803	0.002668	0.002557	1.458544	1.875271	2.62538	0.968957	15	Athaliana_IBE_9511
WHOLE_GENOME	119482896	13.150444	11.98834	13	4	0	0.015508	0	0.001466	0.058183	0.057718	0.129795	0.262669	0.922075	0.882078	0.707981	0.376476	0.130952	0.039932	0.017315	0.007883	0.004943	0.003741	0.003142	0.00281	0.002594	0.002445	1.643805	4.383481	?	0.893925	10	Athaliana_IBE_9512
NON_ZERO_REGIONS	110172164	14.261797	11.832848	13	4	0	0.015508	0	0.001466	0.058183	0.057718	0.129795	0.262669	1	0.956623	0.767813	0.408292	0.142019	0.043307	0.018778	0.008549	0.00536	0.004057	0.003408	0.003048	0.002814	0.002652	1.584644	2.0374	2.852359	0.969106	15	Athaliana_IBE_9512
WHOLE_GENOME	119482896	11.552032	11.931044	11	4	0	0.015364	0	0.001492	0.03065	0.057978	0.168659	0.274143	0.924804	0.865537	0.622609	0.257146	0.065462	0.019228	0.010307	0.005516	0.003922	0.0032	0.002845	0.002626	0.002483	0.002381	1.65029	5.776016	?	0.884628	9	Athaliana_IBE_9513
NON_ZERO_REGIONS	110498296	12.491326	11.924396	12	3	0	0.015364	0	0.001492	0.03065	0.057978	0.168659	0.274143	1	0.935913	0.673233	0.278054	0.070785	0.020791	0.011145	0.005965	0.004241	0.00346	0.003076	0.00284	0.002685	0.002574	1.561416	2.081888	3.122831	0.956158	14	Athaliana_IBE_9513
WHOLE_GENOME	119482896	13.034445	11.999474	13	4	0	0.013798	0	0.001129	0.032332	0.095453	0.14138	0.284093	0.92798	0.887444	0.716299	0.369281	0.114082	0.030683	0.013613	0.006702	0.004435	0.003479	0.003009	0.002729	0.00254	0.002418	1.629306	4.344815	?	0.901093	10	Athaliana_IBE_9514
NON_ZERO_REGIONS	110877797	14.046033	11.872374	13	3	0	0.013798	0	0.001129	0.032332	0.095453	0.14138	0.284093	1	0.956318	0.77189	0.397941	0.122936	0.033064	0.01467	0.007222	0.004779	0.003749	0.003243	0.00294	0.002737	0.002606	1.56067	2.006576	2.809207	0.970712	15	Athaliana_IBE_9514
WHOLE_GENOME	119482896	10.575081	11.00157	10	4	0	0.018189	0	0.001631	0.031112	0.046218	0.124112	0.221262	0.924618	0.843151	0.536279	0.200931	0.053979	0.017603	0.0093	0.004907	0.003558	0.002959	0.002622	0.002401	0.002219	0.002057	1.762513	5.28754	?	0.871589	9	Athaliana_IBE_9515
NON_ZERO_REGIONS	110476034	11.437243	11.001884	10	3	0	0.018189	0	0.001631	0.031112	0.046218	0.124112	0.221262	1	0.911892	0.58	0.217312	0.05838	0.019038	0.010058	0.005307	0.003848	0.003201	0.002835	0.002597	0.0024	0.002225	1.633892	2.287449	3.812414	0.942243	12	Athaliana_IBE_9515
WHOLE_GENOME	119482896	8.528534	10.492113	8	3	0	0.015918	0	0.001453	0.030987	0.069388	0.131926	0.249673	0.920849	0.781275	0.353875	0.084793	0.020898	0.00974	0.006424	0.003975	0.003149	0.002785	0.002568	0.002402	0.002252	0.002104	2.132134	4.264267	?	0.840063	8	Athaliana_IBE_9517
NON_ZERO_REGIONS	110025694	9.2616	10.618726	8	3	0	0.015918	0	0.001453	0.030987	0.069388	0.131926	0.249673	1	0.848429	0.384292	0.092081	0.022694	0.010577	0.006976	0.004316	0.00342	0.003025	0.002789	0.002609	0.002445	0.002285	1.85232	2.3154	3.0872	0.91184	11	Athaliana_IBE_9517
WHOLE_GENOME	119482896	12.660897	12.308251	12	4	0	0.016594	0	0.001823	0.033413	0.053231	0.134788	0.239848	0.921926	0.879373	0.699655	0.339119	0.096549	0.026716	0.013064	0.006489	0.004359	0.003441	0.002998	0.002745	0.002578	0.002453	1.582612	4.220299	?	0.892253	10	Athaliana_IBE_9518
NON_ZERO_REGIONS	110154397	13.733094	12.231016	13	3	0	0.016594	0	0.001823	0.033413	0.053231	0.134788	0.239848	1	0.953844	0.758906	0.367837	0.104725	0.028979	0.014171	0.007038	0.004728	0.003732	0.003252	0.002978	0.002796	0.002661	1.525899	1.961871	2.746619	0.967506	15	Athaliana_IBE_9518
WHOLE_GENOME	119482896	11.184602	11.364693	11	4	0	0.016997	0	0.001432	0.031098	0.058577	0.127163	0.235268	0.923351	0.857066	0.581861	0.237115	0.066304	0.021073	0.011028	0.005816	0.004064	0.003287	0.00287	0.002613	0.002418	0.002252	1.8641	5.592301	?	0.879866	9	Athaliana_IBE_9519
NON_ZERO_REGIONS	110324643	12.113057	11.341575	11	3	0	0.016997	0	0.001432	0.031098	0.058577	0.127163	0.235268	1	0.928213	0.630162	0.256798	0.071809	0.022822	0.011943	0.006299	0.004401	0.00356	0.003108	0.00283	0.002618	0.002439	1.730437	2.422611	3.028264	0.952595	13	Athaliana_IBE_9519
WHOLE_GENOME	119482896	14.356242	12.803584	14	4	0	0.016132	0	0.001547	0.033049	0.040029	0.117344	0.2081	0.925204	0.889108	0.745287	0.457838	0.197372	0.067092	0.024259	0.008504	0.005327	0.004059	0.003433	0.003079	0.002844	0.002677	1.79453	3.58906	?	0.899979	10	Athaliana_IBE_9520
NON_ZERO_REGIONS	110546109	15.516831	12.616485	14	4	0	0.016132	0	0.001547	0.033049	0.040029	0.117344	0.2081	1	0.960986	0.805538	0.494851	0.213328	0.072515	0.02622	0.009191	0.005757	0.004388	0.003711	0.003328	0.003074	0.002893	1.551683	2.21669	3.103366	0.972475	16	Athaliana_IBE_9520
WHOLE_GENOME	119482896	12.10226	11.748089	12	3	0	0.01548	0	0.001488	0.031493	0.066664	0.158598	0.273722	0.925176	0.885612	0.681977	0.285587	0.06723	0.01952	0.010707	0.005584	0.003861	0.00313	0.002773	0.002584	0.00247	0.002382	1.728894	4.034087	?	0.89652	10	Athaliana_IBE_9521
NON_ZERO_REGIONS	110542664	13.081041	11.678031	12	3	0	0.01548	0	0.001488	0.031493	0.066664	0.158598	0.273722	1	0.957237	0.737132	0.308684	0.072667	0.021099	0.011573	0.006036	0.004173	0.003383	0.002997	0.002793	0.002669	0.002574	1.453449	1.86872	2.616208	0.968733	15	Athaliana_IBE_9521
WHOLE_GENOME	119482896	11.999694	11.374149	11	4	0	0.014949	0	0.00158	0.030902	0.050776	0.132754	0.230962	0.929208	0.873459	0.64198	0.294396	0.089251	0.026159	0.011794	0.005729	0.003983	0.003287	0.002902	0.002636	0.002429	0.002248	1.714242	3.999898	?	0.891285	10	Athaliana_IBE_9522
NON_ZERO_REGIONS	111024411	12.9139	11.288115	12	3	0	0.014949	0	0.00158	0.030902	0.050776	0.132754	0.230962	1	0.940005	0.69089	0.316824	0.096051	0.028152	0.012693	0.006165	0.004286	0.003538	0.003123	0.002836	0.002614	0.00242	1.614238	2.152317	3.228475	0.958845	14	Athaliana_IBE_9522
WHOLE_GENOME	119482896	14.287006	12.087165	14	4	0	0.014083	0	0.001427	0.033111	0.062662	0.131426	0.242709	0.923611	0.894275	0.786674	0.473754	0.165072	0.043011	0.016879	0.007489	0.004767	0.003678	0.003161	0.002863	0.002666	0.002519	1.587445	3.571752	?	0.903605	10	Athaliana_IBE_9523
NON_ZERO_REGIONS	110355700	15.468643	11.828133	15	3	0	0.014083	0	0.001427	0.033111	0.062662	0.131426	0.242709	1	0.968238	0.851737	0.512937	0.178725	0.046568	0.018275	0.008108	0.005162	0.003982	0.003423	0.0031	0.002887	0.002728	1.40624	1.93358	2.578107	0.978058	17	Athaliana_IBE_9523
WHOLE_GENOME	119482896	12.04326	11.901898	11	4	0	0.015186	0	0.001333	0.025005	0.074045	0.128392	0.243963	0.928972	0.870361	0.632264	0.293734	0.0935	0.029471	0.014019	0.006951	0.004625	0.003589	0.003061	0.002769	0.002586	0.002447	1.720466	4.01442	?	0.891572	10	Athaliana_IBE_9524
NON_ZERO_REGIONS	110996298	12.964069	11.855314	12	4	0	0.015186	0	0.001333	0.025005	0.074045	0.128392	0.243963	1	0.936907	0.680606	0.316193	0.100649	0.031724	0.015091	0.007483	0.004978	0.003863	0.003295	0.00298	0.002784	0.002634	1.620509	2.160678	3.241017	0.959482	14	Athaliana_IBE_9524
WHOLE_GENOME	119482896	11.557383	11.224718	11	4	0	0.015148	0	0.001629	0.026736	0.056397	0.121576	0.221486	0.926122	0.870589	0.621217	0.254932	0.067755	0.021628	0.011783	0.006163	0.004228	0.003391	0.002943	0.002672	0.002473	0.002307	1.651055	3.852461	?	0.888045	10	Athaliana_IBE_9525
NON_ZERO_REGIONS	110655734	12.479331	11.159737	12	3	0	0.015148	0	0.001629	0.026736	0.056397	0.121576	0.221486	1	0.940037	0.670773	0.275269	0.07316	0.023353	0.012723	0.006655	0.004565	0.003661	0.003178	0.002885	0.00267	0.002491	1.559916	2.079889	3.119833	0.958608	14	Athaliana_IBE_9525
WHOLE_GENOME	119482896	14.345924	12.356079	14	5	0	0.015353	0	0.001486	0.026154	0.057033	0.104986	0.205012	0.92532	0.887002	0.739493	0.455791	0.200672	0.071179	0.027247	0.010005	0.006253	0.00464	0.003758	0.003199	0.002807	0.002518	1.79324	4.781975	?	0.900129	10	Athaliana_IBE_9526
NON_ZERO_REGIONS	110559897	15.503746	12.126166	14	4	0	0.015353	0	0.001486	0.026154	0.057033	0.104986	0.205012	1	0.95859	0.799176	0.492576	0.216867	0.076923	0.029446	0.010813	0.006758	0.005014	0.004061	0.003457	0.003034	0.002722	1.722638	2.214821	3.100749	0.972556	16	Athaliana_IBE_9526
WHOLE_GENOME	119482896	13.893106	11.800063	14	4	0	0.015173	0	0.001567	0.026561	0.051669	0.138933	0.233903	0.935206	0.890014	0.758492	0.440541	0.155085	0.042364	0.016541	0.007487	0.004817	0.003635	0.003055	0.002742	0.002552	0.002403	1.543678	4.631035	?	0.906023	10	Athaliana_IBE_9527
NON_ZERO_REGIONS	111741077	14.85567	11.601254	14	4	0	0.015173	0	0.001567	0.026561	0.051669	0.138933	0.233903	1	0.951678	0.811043	0.471063	0.16583	0.045299	0.017687	0.008006	0.005151	0.003887	0.003267	0.002932	0.002728	0.00257	1.485567	2.122239	2.971134	0.96843	15	Athaliana_IBE_9527
WHOLE_GENOME	119482896	8.454303	10.29175	8	3	0	0.01582	0	0.001817	0.026067	0.055969	0.150403	0.250077	0.915649	0.782157	0.35127	0.078928	0.01917	0.009496	0.006439	0.004041	0.003159	0.002762	0.002525	0.002336	0.00217	0.002001	2.113576	8.454303	?	0.83567	8	Athaliana_IBE_9528
NON_ZERO_REGIONS	109404448	9.233122	10.415693	8	3	0	0.01582	0	0.001817	0.026067	0.055969	0.150403	0.250077	1	0.85421	0.383629	0.086199	0.020936	0.010371	0.007032	0.004413	0.00345	0.003017	0.002758	0.002552	0.002369	0.002186	1.846624	2.30828	3.077707	0.912289	11	Athaliana_IBE_9528
WHOLE_GENOME	119482896	12.927885	11.164176	13	3	0	0.013437	0	0.00133	0.025671	0.069998	0.169041	0.279477	0.926048	0.894506	0.743291	0.362174	0.092758	0.022503	0.010788	0.005394	0.003716	0.003019	0.002671	0.002468	0.002351	0.002254	1.615986	3.231971	?	0.903606	10	Athaliana_IBE_9529
NON_ZERO_REGIONS	110646871	13.960278	10.962651	13	3	0	0.013437	0	0.00133	0.025671	0.069998	0.169041	0.279477	1	0.965939	0.802649	0.391097	0.100166	0.0243	0.011649	0.005825	0.004012	0.00326	0.002884	0.002666	0.002539	0.002434	1.396028	1.745035	2.326713	0.975556	16	Athaliana_IBE_9529
WHOLE_GENOME	119482896	10.242978	11.303587	10	4	0	0.018003	0	0.001684	0.025145	0.065588	0.120653	0.231073	0.913331	0.824517	0.504808	0.183513	0.050616	0.018263	0.01035	0.005504	0.003829	0.003108	0.002745	0.002519	0.002365	0.002232	2.048596	10.242978	?	0.859028	9	Athaliana_IBE_9530
NON_ZERO_REGIONS	109127474	11.214964	11.357591	10	3	0	0.018003	0	0.001684	0.025145	0.065588	0.120653	0.231073	1	0.902757	0.552711	0.200927	0.055419	0.019996	0.011332	0.006026	0.004192	0.003403	0.003005	0.002758	0.002589	0.002444	1.869161	2.242993	3.738321	0.940251	12	Athaliana_IBE_9530
WHOLE_GENOME	119482896	10.204226	10.460854	10	3	0	0.016534	0	0.001613	0.026968	0.060128	0.142458	0.247701	0.92224	0.852079	0.526305	0.16141	0.03518	0.012823	0.007677	0.004346	0.003274	0.002788	0.002498	0.00227	0.002055	0.001852	1.700704	5.102113	?	0.874735	9	Athaliana_IBE_9531
NON_ZERO_REGIONS	110191942	11.064607	10.446835	10	3	0	0.016534	0	0.001613	0.026968	0.060128	0.142458	0.247701	1	0.923923	0.570681	0.175019	0.038147	0.013904	0.008324	0.004712	0.00355	0.003023	0.002709	0.002461	0.002229	0.002008	1.580658	2.212921	2.766152	0.948195	13	Athaliana_IBE_9531
WHOLE_GENOME	119482896	13.039867	12.155069	13	4	0	0.015214	0	0.001311	0.02441	0.072319	0.129912	0.243167	0.926154	0.882132	0.69785	0.367496	0.12689	0.038044	0.016239	0.007522	0.004921	0.003792	0.003217	0.002853	0.002631	0.002484	1.862838	4.346622	?	0.89718	10	Athaliana_IBE_9532
NON_ZERO_REGIONS	110659565	14.079588	12.036911	13	4	0	0.015214	0	0.001311	0.02441	0.072319	0.129912	0.243167	1	0.952468	0.753492	0.396798	0.137008	0.041078	0.017534	0.008122	0.005313	0.004094	0.003473	0.003081	0.002841	0.002682	1.564399	2.01137	2.815918	0.968477	15	Athaliana_IBE_9532
WHOLE_GENOME	119482896	14.048781	12.903124	13	4	0	0.01592	0	0.001274	0.023812	0.079567	0.13066	0.251233	0.926015	0.88424	0.725315	0.431932	0.18256	0.063486	0.025268	0.009948	0.006153	0.004486	0.003615	0.003135	0.002836	0.002642	1.756098	4.682927	?	0.899491	10	Athaliana_IBE_9534
NON_ZERO_REGIONS	110642901	15.171231	12.757888	14	4	0	0.01592	0	0.001274	0.023812	0.079567	0.13066	0.251233	1	0.954887	0.783265	0.466442	0.197145	0.068558	0.027287	0.010742	0.006645	0.004845	0.003904	0.003385	0.003063	0.002853	1.685692	2.167319	3.034246	0.971135	15	Athaliana_IBE_9534
WHOLE_GENOME	119482896	13.925976	12.287905	13	4	0	0.0156	0	0.001699	0.028917	0.043825	0.114599	0.20464	0.926027	0.88737	0.735576	0.429207	0.168718	0.054575	0.022261	0.009767	0.006074	0.004374	0.003507	0.003046	0.002748	0.002531	1.740747	4.641992	?	0.899468	10	Athaliana_IBE_9535
NON_ZERO_REGIONS	110644352	15.038418	12.096483	14	4	0	0.0156	0	0.001699	0.028917	0.043825	0.114599	0.20464	1	0.958255	0.794336	0.463493	0.182195	0.058935	0.024039	0.010547	0.00656	0.004724	0.003787	0.003289	0.002968	0.002734	1.670935	2.148345	3.007684	0.971055	15	Athaliana_IBE_9535
WHOLE_GENOME	119482896	13.964665	11.945939	14	4	0	0.013987	0	0.001654	0.027994	0.062546	0.139355	0.245536	0.923635	0.890383	0.773867	0.450867	0.149215	0.03808	0.015512	0.007114	0.004691	0.003697	0.003183	0.002871	0.002665	0.002523	1.551629	4.654888	?	0.901588	10	Athaliana_IBE_9536
NON_ZERO_REGIONS	110358589	15.119245	11.706741	14	3	0	0.013987	0	0.001654	0.027994	0.062546	0.139355	0.245536	1	0.963998	0.83785	0.488144	0.161552	0.041229	0.016795	0.007702	0.005079	0.004003	0.003447	0.003109	0.002885	0.002731	1.511925	1.889906	2.519874	0.975871	16	Athaliana_IBE_9536
WHOLE_GENOME	119482896	11.691673	11.354531	11	4	0	0.015635	0	0.001385	0.027015	0.069116	0.144628	0.257779	0.924998	0.871652	0.625725	0.268254	0.075499	0.022829	0.011557	0.005847	0.004047	0.003268	0.002855	0.002584	0.002398	0.002247	1.670239	3.897224	?	0.889242	10	Athaliana_IBE_9537
