## METRICS CLASS	picard.analysis.CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage
CATEGORY	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
WHOLE_GENOME	167187188	14.324439	16.437413	12	5	0	0.029897	0	0.002554	0.013461	0.117872	0.059115	0.222899	0.917191	0.866542	0.667079	0.371697	0.176209	0.087847	0.051365	0.026534	0.017355	0.012618	0.009805	0.007944	0.006657	0.005709	0.887974	10	Ahalg_Japan_Fujiwara_200_FJ020001
NON_ZERO_REGIONS	153342630	15.617723	16.564553	13	4	0	0.029897	0	0.002554	0.013461	0.117872	0.059115	0.222899	1	0.944777	0.727306	0.405256	0.192118	0.095778	0.056003	0.02893	0.018922	0.013758	0.01069	0.008661	0.007258	0.006224	0.968046	15	Ahalg_Japan_Fujiwara_200_FJ020001
WHOLE_GENOME	167187188	12.611722	15.149069	11	4	0	0.03069	0	0.003415	0.013194	0.090579	0.058036	0.195914	0.916386	0.856728	0.604866	0.275223	0.108689	0.054445	0.035018	0.019633	0.012973	0.009553	0.007538	0.006249	0.005374	0.004728	0.880175	9	Ahalg_Japan_Fujiwara_200_FJ020003
NON_ZERO_REGIONS	153208013	13.762455	15.316565	12	4	0	0.03069	0	0.003415	0.013194	0.090579	0.058036	0.195914	1	0.934899	0.660056	0.300335	0.118606	0.059413	0.038214	0.021424	0.014157	0.010425	0.008226	0.006819	0.005864	0.005159	0.960374	14	Ahalg_Japan_Fujiwara_200_FJ020003
WHOLE_GENOME	167187188	17.629303	18.216223	15	6	0	0.030106	0	0.00486	0.02268	0.030815	0.050172	0.138633	0.922313	0.879854	0.756753	0.535101	0.319596	0.178586	0.101582	0.042261	0.025239	0.0177	0.013306	0.010527	0.008633	0.007282	0.896195	10	Ahalg_Japan_Fujiwara_200_FJ020005
NON_ZERO_REGIONS	154198880	19.114234	18.204336	16	5	0	0.030106	0	0.00486	0.02268	0.030815	0.050172	0.138633	1	0.953965	0.820495	0.580173	0.346516	0.193628	0.110139	0.045821	0.027365	0.019191	0.014427	0.011414	0.00936	0.007895	0.971466	15	Ahalg_Japan_Fujiwara_200_FJ020005
WHOLE_GENOME	167187188	16.764506	16.628923	16	5	0	0.02745	0	0.004559	0.019534	0.027596	0.074876	0.154015	0.923819	0.889545	0.799862	0.571132	0.275942	0.10779	0.053442	0.026794	0.017165	0.01241	0.00968	0.007937	0.006715	0.005858	0.902998	10	Ahalg_Japan_Fujiwara_200_FJ020006
NON_ZERO_REGIONS	154450645	18.146966	16.560089	16	4	0	0.02745	0	0.004559	0.019534	0.027596	0.074876	0.154015	1	0.9629	0.865822	0.61823	0.298697	0.116679	0.057849	0.029003	0.01858	0.013433	0.010478	0.008591	0.007268	0.006342	0.97733	16	Ahalg_Japan_Fujiwara_200_FJ020006
WHOLE_GENOME	167187188	12.059953	13.031735	11	4	0	0.025088	0	0.004244	0.017327	0.04094	0.080137	0.167736	0.919918	0.851553	0.610263	0.26759	0.088487	0.040633	0.02636	0.014751	0.009774	0.007133	0.005589	0.004589	0.003896	0.00341	0.877715	9	Ahalg_Japan_Fujiwara_200_FJ020007
NON_ZERO_REGIONS	153798440	13.109819	13.070829	12	3	0	0.025088	0	0.004244	0.017327	0.04094	0.080137	0.167736	1	0.925684	0.663389	0.290885	0.09619	0.044171	0.028655	0.016035	0.010625	0.007754	0.006076	0.004989	0.004235	0.003707	0.953954	13	Ahalg_Japan_Fujiwara_200_FJ020007
WHOLE_GENOME	167187188	18.373935	18.492733	16	6	0	0.028393	0	0.004573	0.023517	0.030279	0.048217	0.134979	0.923255	0.884615	0.781354	0.575875	0.350633	0.196319	0.111226	0.04507	0.026353	0.018444	0.01388	0.010909	0.00891	0.0075	0.899833	10	Ahalg_Japan_Fujiwara_400_FJ040001
NON_ZERO_REGIONS	154356365	19.901263	18.439428	17	6	0	0.028393	0	0.004573	0.023517	0.030279	0.048217	0.134979	1	0.958148	0.846304	0.623745	0.379779	0.212638	0.120472	0.048817	0.028544	0.019978	0.015034	0.011815	0.00965	0.008123	0.974407	16	Ahalg_Japan_Fujiwara_400_FJ040001
WHOLE_GENOME	167187188	11.772906	13.949916	10	4	0	0.029865	0	0.004638	0.020068	0.060615	0.059884	0.17507	0.92593	0.80701	0.512833	0.255992	0.122123	0.062848	0.037127	0.018747	0.012122	0.008736	0.006693	0.005382	0.004443	0.003748	0.860906	9	Ahalg_Japan_Fujiwara_400_FJ040002
NON_ZERO_REGIONS	154803620	12.714683	14.078099	10	4	0	0.029865	0	0.004638	0.020068	0.060615	0.059884	0.17507	1	0.871567	0.553857	0.27647	0.131893	0.067875	0.040097	0.020246	0.013092	0.009435	0.007229	0.005812	0.004799	0.004048	0.929379	12	Ahalg_Japan_Fujiwara_400_FJ040002
WHOLE_GENOME	167187188	10.400255	13.135093	9	4	0	0.030498	0	0.005173	0.02068	0.046807	0.063571	0.166729	0.920302	0.807092	0.459344	0.168101	0.062636	0.033945	0.022955	0.013391	0.009217	0.006956	0.005605	0.004693	0.004051	0.003568	0.853346	8	Ahalg_Japan_Fujiwara_400_FJ040003
NON_ZERO_REGIONS	153862716	11.300914	13.315161	9	3	0	0.030498	0	0.005173	0.02068	0.046807	0.063571	0.166729	1	0.876986	0.499123	0.182659	0.06806	0.036884	0.024943	0.01455	0.010015	0.007558	0.006091	0.0051	0.004402	0.003877	0.926901	11	Ahalg_Japan_Fujiwara_400_FJ040003
WHOLE_GENOME	167187188	11.692523	14.593008	10	4	0	0.031132	0	0.004068	0.01388	0.057819	0.062059	0.168958	0.915752	0.83712	0.541163	0.229595	0.090495	0.046045	0.029811	0.016996	0.01148	0.008565	0.0068	0.005608	0.004802	0.004212	0.866882	9	Ahalg_Japan_Fujiwara_400_FJ040004
NON_ZERO_REGIONS	153101936	12.768226	14.792323	11	4	0	0.031132	0	0.004068	0.01388	0.057819	0.062059	0.168958	1	0.914135	0.590949	0.250718	0.09882	0.050281	0.032554	0.018559	0.012536	0.009353	0.007426	0.006124	0.005244	0.004599	0.946507	13	Ahalg_Japan_Fujiwara_400_FJ040004
WHOLE_GENOME	167187188	10.872481	12.466594	10	4	0	0.025075	0	0.005181	0.017476	0.032666	0.116564	0.196962	0.916983	0.807687	0.513465	0.215989	0.075601	0.034588	0.021984	0.012359	0.008331	0.00619	0.004912	0.004067	0.00347	0.003009	0.854369	8	Ahalg_Japan_Fujiwara_400_FJ040005
NON_ZERO_REGIONS	153307883	11.856791	12.562458	10	4	0	0.025075	0	0.005181	0.017476	0.032666	0.116564	0.196962	1	0.880809	0.55995	0.235543	0.082445	0.037719	0.023974	0.013478	0.009085	0.006751	0.005357	0.004436	0.003784	0.003282	0.931447	12	Ahalg_Japan_Fujiwara_400_FJ040005
WHOLE_GENOME	167187188	15.954773	16.563923	14	5	0	0.029648	0	0.0047	0.020487	0.036976	0.044251	0.136061	0.923878	0.877316	0.743814	0.496052	0.248893	0.110401	0.057639	0.028428	0.018285	0.013152	0.010117	0.008112	0.006704	0.005689	0.895728	10	Ahalg_Japan_Fujiwara_700_FJ070001
NON_ZERO_REGIONS	154460491	17.269359	16.561025	15	5	0	0.029648	0	0.0047	0.020487	0.036976	0.044251	0.136061	1	0.949602	0.8051	0.536924	0.2694	0.119498	0.062388	0.03077	0.019792	0.014235	0.010951	0.00878	0.007256	0.006158	0.96931	15	Ahalg_Japan_Fujiwara_700_FJ070001
WHOLE_GENOME	167187188	15.507078	16.995303	13	6	0	0.027854	0	0.003722	0.023184	0.045344	0.048019	0.148122	0.922635	0.860268	0.674574	0.423091	0.240021	0.136166	0.080035	0.034999	0.020936	0.014727	0.011138	0.008808	0.007207	0.006059	0.88585	9	Ahalg_Japan_Fujiwara_700_FJ070002
NON_ZERO_REGIONS	154252704	16.807386	17.064746	14	5	0	0.027854	0	0.003722	0.023184	0.045344	0.048019	0.148122	1	0.932403	0.731139	0.458569	0.260147	0.147583	0.086746	0.037933	0.022691	0.015962	0.012072	0.009546	0.007811	0.006568	0.959837	14	Ahalg_Japan_Fujiwara_700_FJ070002
WHOLE_GENOME	167187188	16.430207	17.97991	13	6	0	0.028135	0	0.003581	0.025032	0.046019	0.041716	0.144483	0.923797	0.861515	0.691839	0.45242	0.270234	0.163099	0.100518	0.043761	0.02515	0.017352	0.012993	0.010204	0.008268	0.006889	0.888322	10	Ahalg_Japan_Fujiwara_700_FJ070003
NON_ZERO_REGIONS	154446998	17.78552	18.051013	14	5	0	0.028135	0	0.003581	0.025032	0.046019	0.041716	0.144483	1	0.932581	0.748908	0.48974	0.292525	0.176553	0.108809	0.047371	0.027225	0.018783	0.014065	0.011046	0.00895	0.007457	0.961323	14	Ahalg_Japan_Fujiwara_700_FJ070003
WHOLE_GENOME	167187188	12.966397	15.511534	10	5	0	0.029266	0	0.005154	0.027681	0.031188	0.041823	0.135113	0.916342	0.797751	0.529543	0.304997	0.176133	0.104157	0.063653	0.028885	0.017024	0.011778	0.008808	0.006878	0.005532	0.004559	0.849666	8	Ahalg_Japan_Fujiwara_700_FJ070004
NON_ZERO_REGIONS	153200687	14.150168	15.678759	11	5	0	0.029266	0	0.005154	0.027681	0.031188	0.041823	0.135113	1	0.870582	0.577887	0.332842	0.192213	0.113666	0.069464	0.031522	0.018578	0.012854	0.009612	0.007506	0.006037	0.004975	0.926728	11	Ahalg_Japan_Fujiwara_700_FJ070004
WHOLE_GENOME	167187188	15.663633	15.999558	15	4	0	0.028051	0	0.00426	0.018957	0.019952	0.072549	0.143769	0.923719	0.885988	0.776018	0.504551	0.214028	0.081939	0.04442	0.02331	0.015124	0.010997	0.00862	0.00711	0.006072	0.005325	0.899917	10	Ahalg_Japan_Fujiwara_700_FJ070005
NON_ZERO_REGIONS	154433910	16.957148	15.9747	15	4	0	0.028051	0	0.00426	0.018957	0.019952	0.072549	0.143769	1	0.959154	0.840102	0.546217	0.231703	0.088705	0.048088	0.025235	0.016373	0.011906	0.009332	0.007697	0.006573	0.005765	0.974101	16	Ahalg_Japan_Fujiwara_700_FJ070005
WHOLE_GENOME	167187188	17.947809	17.695289	16	7	0	0.026801	0	0.003808	0.019863	0.045813	0.047719	0.144004	0.916613	0.873149	0.756231	0.55838	0.355249	0.205047	0.113396	0.041667	0.023708	0.0163	0.012075	0.009454	0.007662	0.006406	0.890949	10	Ahalg_Japan_Ibuki_1000_IB100001
NON_ZERO_REGIONS	153245949	19.580575	17.596548	17	6	0	0.026801	0	0.003808	0.019863	0.045813	0.047719	0.144004	1	0.952582	0.825028	0.609178	0.387567	0.223701	0.123712	0.045457	0.025865	0.017782	0.013174	0.010314	0.008359	0.006989	0.971803	15	Ahalg_Japan_Ibuki_1000_IB100001
WHOLE_GENOME	167187188	15.086402	17.413105	12	6	0	0.029002	0	0.00461	0.017165	0.048339	0.039586	0.138701	0.909801	0.833976	0.617237	0.39024	0.240634	0.14849	0.091763	0.038856	0.02166	0.014747	0.011008	0.008632	0.007002	0.005838	0.865901	9	Ahalg_Japan_Ibuki_1000_IB100002
NON_ZERO_REGIONS	152107097	16.582087	17.563481	13	6	0	0.029002	0	0.00461	0.017165	0.048339	0.039586	0.138701	1	0.916657	0.67843	0.428929	0.26449	0.163211	0.10086	0.042708	0.023808	0.016209	0.0121	0.009488	0.007696	0.006416	0.951489	13	Ahalg_Japan_Ibuki_1000_IB100002
WHOLE_GENOME	167187188	15.255712	15.993204	14	4	0	0.029352	0	0.004468	0.019337	0.053195	0.059724	0.166077	0.92021	0.879455	0.748224	0.464877	0.203649	0.08448	0.046039	0.023752	0.015536	0.011335	0.008828	0.007198	0.00609	0.005278	0.894959	10	Ahalg_Japan_Ibuki_1000_IB100003
NON_ZERO_REGIONS	153847330	16.57851	16.000971	15	4	0	0.029352	0	0.004468	0.019337	0.053195	0.059724	0.166077	1	0.955711	0.813102	0.505186	0.221307	0.091805	0.050031	0.025812	0.016883	0.012318	0.009593	0.007822	0.006618	0.005736	0.972388	16	Ahalg_Japan_Ibuki_1000_IB100003
WHOLE_GENOME	167187188	17.637099	18.000621	15	6	0	0.028429	0	0.005324	0.018714	0.021497	0.047898	0.12186	0.920389	0.879341	0.7539	0.531573	0.323837	0.18795	0.108931	0.0427	0.024	0.016476	0.012314	0.009751	0.007998	0.00674	0.89455	10	Ahalg_Japan_Ibuki_1000_IB100004
NON_ZERO_REGIONS	153877190	19.162664	17.96707	16	6	0	0.028429	0	0.005324	0.018714	0.021497	0.047898	0.12186	1	0.955401	0.819111	0.577552	0.351849	0.204207	0.118353	0.046394	0.026076	0.017901	0.013379	0.010595	0.00869	0.007323	0.971749	15	Ahalg_Japan_Ibuki_1000_IB100004
WHOLE_GENOME	167187188	16.650818	17.280815	14	6	0	0.028209	0	0.004539	0.019246	0.028694	0.039703	0.120391	0.919615	0.866306	0.703189	0.4726	0.290713	0.175076	0.104871	0.042256	0.023493	0.01602	0.011885	0.009248	0.007466	0.0062	0.886729	9	Ahalg_Japan_Ibuki_1000_IB100005
NON_ZERO_REGIONS	153747772	18.106301	17.273584	15	6	0	0.028209	0	0.004539	0.019246	0.028694	0.039703	0.120391	1	0.942032	0.764656	0.513911	0.316125	0.19038	0.114038	0.04595	0.025547	0.01742	0.012924	0.010057	0.008119	0.006742	0.964016	14	Ahalg_Japan_Ibuki_1000_IB100005
WHOLE_GENOME	167187188	16.918436	17.407145	16	5	0	0.029315	0	0.004208	0.045489	0.036154	0.072199	0.187364	0.915029	0.871735	0.772411	0.566319	0.302	0.12864	0.062368	0.030168	0.019274	0.01385	0.010723	0.008723	0.007356	0.006358	0.88827	10	Ahalg_Japan_Ibuki_1250_IB125001
NON_ZERO_REGIONS	152981086	18.489513	17.380972	17	5	0	0.029315	0	0.004208	0.045489	0.036154	0.072199	0.187364	1	0.952685	0.844139	0.618909	0.330045	0.140586	0.06816	0.03297	0.021064	0.015136	0.011719	0.009533	0.008039	0.006948	0.970228	15	Ahalg_Japan_Ibuki_1250_IB125001
WHOLE_GENOME	167187188	17.724465	17.316651	17	5	0	0.029583	0	0.004386	0.037976	0.028061	0.056501	0.156508	0.91873	0.882184	0.793885	0.603797	0.34567	0.156869	0.07402	0.032556	0.020365	0.014283	0.010817	0.008624	0.007145	0.006107	0.896075	10	Ahalg_Japan_Ibuki_1250_IB125002
NON_ZERO_REGIONS	153599957	19.292346	17.208837	17	5	0	0.029583	0	0.004386	0.037976	0.028061	0.056501	0.156508	1	0.960221	0.864111	0.657208	0.376248	0.170746	0.080568	0.035435	0.022167	0.015546	0.011774	0.009387	0.007777	0.006648	0.974984	16	Ahalg_Japan_Ibuki_1250_IB125002
WHOLE_GENOME	167187188	15.490581	16.634026	14	5	0	0.02881	0	0.004442	0.051955	0.032571	0.079974	0.197752	0.915411	0.868622	0.740649	0.483497	0.220847	0.090363	0.048727	0.025707	0.016924	0.012407	0.009684	0.007923	0.006736	0.005837	0.885297	9	Ahalg_Japan_Ibuki_1250_IB125003
NON_ZERO_REGIONS	153045063	16.921988	16.674417	15	4	0	0.02881	0	0.004442	0.051955	0.032571	0.079974	0.197752	1	0.948887	0.809089	0.528174	0.241254	0.098713	0.05323	0.028082	0.018488	0.013554	0.010579	0.008655	0.007359	0.006376	0.966497	15	Ahalg_Japan_Ibuki_1250_IB125003
WHOLE_GENOME	167187188	13.546998	14.76117	12	4	0	0.028863	0	0.004646	0.053361	0.023753	0.081991	0.192615	0.916194	0.859761	0.681201	0.365054	0.134637	0.056743	0.034982	0.019328	0.012803	0.009361	0.007269	0.005939	0.005041	0.004394	0.878848	9	Ahalg_Japan_Ibuki_1250_IB125004
NON_ZERO_REGIONS	153175883	14.786169	14.815552	13	4	0	0.028863	0	0.004646	0.053361	0.023753	0.081991	0.192615	1	0.938405	0.743511	0.398447	0.146952	0.061933	0.038182	0.021095	0.013974	0.010217	0.007934	0.006483	0.005502	0.004796	0.958522	14	Ahalg_Japan_Ibuki_1250_IB125004
WHOLE_GENOME	167187188	19.766474	18.76425	19	6	0	0.0282	0	0.004317	0.046903	0.022969	0.060793	0.163182	0.918833	0.882692	0.80919	0.671516	0.459579	0.247197	0.116531	0.04161	0.025516	0.017719	0.013295	0.010509	0.008604	0.007279	0.896827	10	Ahalg_Japan_Ibuki_1250_IB125005
NON_ZERO_REGIONS	153617056	21.512593	18.591311	20	6	0	0.0282	0	0.004317	0.046903	0.022969	0.060793	0.163182	1	0.960667	0.880672	0.730836	0.500177	0.269033	0.126825	0.045285	0.02777	0.019284	0.01447	0.011438	0.009364	0.007922	0.975589	16	Ahalg_Japan_Ibuki_1250_IB125005
WHOLE_GENOME	167187188	16.713244	17.52668	15	5	0	0.029152	0	0.003521	0.03675	0.056186	0.086177	0.211787	0.913607	0.8785	0.782652	0.552492	0.273048	0.112538	0.057968	0.029917	0.019514	0.014203	0.011049	0.008938	0.007486	0.006464	0.891929	10	Ahalg_Japan_Ibuki_380_IB038002
NON_ZERO_REGIONS	152743403	18.293689	17.530558	16	4	0	0.029152	0	0.003521	0.03675	0.056186	0.086177	0.211787	1	0.961573	0.856661	0.604737	0.298868	0.12318	0.063449	0.032746	0.021359	0.015546	0.012094	0.009783	0.008193	0.007075	0.975964	16	Ahalg_Japan_Ibuki_380_IB038002
WHOLE_GENOME	167187188	13.584792	15.005135	12	4	0	0.030295	0	0.004516	0.0408	0.036996	0.087393	0.200001	0.909891	0.851695	0.674203	0.370211	0.143085	0.059745	0.035754	0.019761	0.013196	0.009798	0.007751	0.00638	0.005436	0.004729	0.872977	9	Ahalg_Japan_Ibuki_380_IB038004
NON_ZERO_REGIONS	152122133	14.930129	15.078647	13	4	0	0.030295	0	0.004516	0.0408	0.036996	0.087393	0.200001	1	0.93604	0.740972	0.406873	0.157255	0.065661	0.039295	0.021718	0.014502	0.010769	0.008519	0.007012	0.005975	0.005198	0.958883	14	Ahalg_Japan_Ibuki_380_IB038004
WHOLE_GENOME	167187188	18.765697	18.61717	18	6	0	0.028915	0	0.00395	0.044019	0.034901	0.072173	0.183957	0.912786	0.876954	0.801599	0.644634	0.403016	0.192621	0.088701	0.037937	0.024068	0.016988	0.01289	0.010282	0.008592	0.007382	0.891011	10	Ahalg_Japan_Ibuki_380_IB038005
NON_ZERO_REGIONS	152606183	20.558696	18.516308	18	5	0	0.028915	0	0.00395	0.044019	0.034901	0.072173	0.183957	1	0.960744	0.878189	0.706227	0.441523	0.211025	0.097176	0.041561	0.026367	0.018611	0.014121	0.011265	0.009413	0.008087	0.975706	16	Ahalg_Japan_Ibuki_380_IB038005
WHOLE_GENOME	167187188	18.987589	18.595536	17	7	0	0.024554	0	0.002399	0.018393	0.087008	0.038112	0.170467	0.913204	0.869517	0.760837	0.590475	0.403616	0.247199	0.141519	0.050194	0.027004	0.018452	0.013758	0.0108	0.008776	0.007324	0.888771	10	Ahalg_Japan_Ibuki_380_IB038006
NON_ZERO_REGIONS	152675959	20.792282	18.469883	18	7	0	0.024554	0	0.002399	0.018393	0.087008	0.038112	0.170467	1	0.952162	0.833151	0.646597	0.441978	0.270694	0.15497	0.054965	0.02957	0.020206	0.015065	0.011827	0.00961	0.008021	0.973096	16	Ahalg_Japan_Ibuki_380_IB038006
WHOLE_GENOME	167187188	11.177341	14.783554	8	4	0	0.029595	0	0.002505	0.013762	0.132837	0.047791	0.226489	0.900675	0.747405	0.433336	0.233638	0.12886	0.073527	0.044804	0.02205	0.014222	0.010263	0.007789	0.006142	0.004987	0.004172	0.830681	8	Ahalg_Japan_Ibuki_380_IB038007
NON_ZERO_REGIONS	150581333	12.409959	15.078409	9	4	0	0.029595	0	0.002505	0.013762	0.132837	0.047791	0.226489	1	0.829828	0.481124	0.259403	0.14307	0.081635	0.049745	0.024482	0.01579	0.011395	0.008648	0.006819	0.005537	0.004632	0.922103	11	Ahalg_Japan_Ibuki_380_IB038007
WHOLE_GENOME	167187188	16.700555	16.917884	15	6	0	0.028758	0	0.00515	0.018528	0.039548	0.043458	0.135442	0.91548	0.872645	0.742068	0.508644	0.292847	0.157004	0.085274	0.034478	0.020657	0.014399	0.010823	0.00855	0.007028	0.00596	0.889254	10	Ahalg_Japan_Ibuki_600_IB060001
NON_ZERO_REGIONS	153056550	18.2424	16.867485	16	5	0	0.028758	0	0.00515	0.018528	0.039548	0.043458	0.135442	1	0.95321	0.810578	0.555604	0.319884	0.171499	0.093147	0.037662	0.022564	0.015728	0.011823	0.009339	0.007677	0.00651	0.971161	15	Ahalg_Japan_Ibuki_600_IB060001
WHOLE_GENOME	167187188	17.394677	17.158206	16	5	0	0.026755	0	0.004288	0.020422	0.034719	0.046311	0.132495	0.916612	0.878632	0.781211	0.576585	0.326192	0.153127	0.075055	0.032947	0.020821	0.014815	0.011317	0.009077	0.007516	0.006349	0.893892	10	Ahalg_Japan_Ibuki_600_IB060002
NON_ZERO_REGIONS	153245754	18.977147	17.063309	17	5	0	0.026755	0	0.004288	0.020422	0.034719	0.046311	0.132495	1	0.958565	0.852281	0.62904	0.355867	0.167058	0.081883	0.035944	0.022715	0.016162	0.012347	0.009903	0.0082	0.006926	0.975032	16	Ahalg_Japan_Ibuki_600_IB060002
WHOLE_GENOME	167187188	18.020504	18.991181	15	7	0	0.027842	0	0.00363	0.018382	0.064356	0.042665	0.156876	0.915764	0.871917	0.740696	0.526243	0.334827	0.206541	0.12608	0.051035	0.0278	0.019037	0.014223	0.011163	0.009089	0.007607	0.88972	10	Ahalg_Japan_Ibuki_600_IB060003
NON_ZERO_REGIONS	153103968	19.678114	19.00584	16	6	0	0.027842	0	0.00363	0.018382	0.064356	0.042665	0.156876	1	0.95212	0.808829	0.574649	0.365626	0.22554	0.137678	0.055729	0.030357	0.020788	0.015532	0.012189	0.009925	0.008307	0.971377	15	Ahalg_Japan_Ibuki_600_IB060003
WHOLE_GENOME	167187188	14.939277	15.609742	13	5	0	0.028441	0	0.004496	0.023202	0.038794	0.053899	0.148833	0.913798	0.863948	0.705958	0.436439	0.213696	0.099507	0.052866	0.025254	0.016183	0.011491	0.008799	0.007117	0.005976	0.005127	0.882725	9	Ahalg_Japan_Ibuki_600_IB060004
NON_ZERO_REGIONS	152775384	16.348548	15.608015	14	5	0	0.028441	0	0.004496	0.023202	0.038794	0.053899	0.148833	1	0.945447	0.772554	0.47761	0.233855	0.108894	0.057853	0.027637	0.017709	0.012575	0.009629	0.007788	0.00654	0.00561	0.965767	15	Ahalg_Japan_Ibuki_600_IB060004
WHOLE_GENOME	167187188	19.436775	18.478657	18	6	0	0.02615	0	0.003804	0.026639	0.045177	0.053242	0.155012	0.915544	0.883107	0.814412	0.659772	0.429258	0.225242	0.110664	0.042412	0.025772	0.017977	0.013585	0.010844	0.008994	0.007666	0.896788	10	Ahalg_Japan_Ibuki_600_IB060005
NON_ZERO_REGIONS	153067175	21.229763	18.300132	19	5	0	0.02615	0	0.003804	0.026639	0.045177	0.053242	0.155012	1	0.964571	0.889539	0.720634	0.468855	0.24602	0.120872	0.046325	0.02815	0.019636	0.014838	0.011845	0.009824	0.008373	0.979309	17	Ahalg_Japan_Ibuki_600_IB060005
