## METRICS CLASS	picard.analysis.CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage
CATEGORY	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	FOLD_80_BASE_PENALTY	FOLD_90_BASE_PENALTY	FOLD_95_BASE_PENALTY	HET_SNP_SENSITIVITY	HET_SNP_Q
WHOLE_GENOME	381973357	27.328894	18.690887	29	11	0	0.024769	0	0.004456	0.047649	0.050441	0.009167	0.136481	0.902621	0.85001	0.807452	0.753589	0.682096	0.593807	0.486325	0.231391	0.062619	0.018172	0.009927	0.006713	0.004846	0.003725	2.732889	27.328894	?	0.875359	9	Ptremula_SwAsp010
NON_ZERO_REGIONS	344777129	30.277268	17.256016	31	10	0	0.024769	0	0.004456	0.047649	0.050441	0.009167	0.136481	1	0.941713	0.894563	0.83489	0.755684	0.65787	0.538792	0.256354	0.069375	0.020132	0.010998	0.007437	0.005368	0.004126	1.781016	3.364141	7.569317	0.969143	15	Ptremula_SwAsp010
WHOLE_GENOME	381973357	46.842101	27.970834	53	14	0	0.022633	0	0.003074	0.039554	0.079632	0.011841	0.156733	0.906906	0.864757	0.839663	0.820862	0.801709	0.778085	0.748839	0.679118	0.563451	0.356681	0.148972	0.049229	0.022665	0.015028	2.342105	46.842101	?	0.885628	9	Ptremula_SwAsp011
NON_ZERO_REGIONS	346414028	51.650434	24.785581	55	12	0	0.022633	0	0.003074	0.039554	0.079632	0.011841	0.156733	1	0.953524	0.925854	0.905123	0.884005	0.857955	0.825707	0.748829	0.621289	0.393294	0.164264	0.054283	0.024992	0.01657	1.565165	3.228152	10.330087	0.975963	16	Ptremula_SwAsp011
WHOLE_GENOME	381973357	17.851821	12.578413	19	7	0	0.022358	0	0.0055	0.05811	0.053684	0.006227	0.145878	0.889059	0.826221	0.76298	0.652844	0.470294	0.264137	0.11597	0.018547	0.0067	0.003794	0.002556	0.001919	0.001551	0.00131	2.55026	?	?	0.85497	8	Ptremula_SwAsp012
NON_ZERO_REGIONS	339597001	20.079447	11.542525	20	6	0	0.022358	0	0.0055	0.05811	0.053684	0.006227	0.145878	1	0.929321	0.858188	0.734308	0.528979	0.297097	0.130441	0.020861	0.007536	0.004267	0.002875	0.002158	0.001744	0.001474	1.673287	2.868492	6.693149	0.960692	14	Ptremula_SwAsp012
WHOLE_GENOME	381973357	13.694926	10.407319	14	5	0	0.024378	0	0.005303	0.065303	0.054201	0.007599	0.156783	0.887108	0.814297	0.704798	0.488664	0.224877	0.070341	0.021944	0.006718	0.003676	0.002451	0.001842	0.001497	0.001279	0.001122	2.738985	?	?	0.845499	8	Ptremula_SwAsp013
NON_ZERO_REGIONS	338851521	15.437726	9.756593	15	4	0	0.024378	0	0.005303	0.065303	0.054201	0.007599	0.156783	1	0.917924	0.794489	0.550851	0.253495	0.079293	0.024736	0.007573	0.004143	0.002763	0.002077	0.001688	0.001441	0.001265	1.715303	3.087545	5.145909	0.951996	13	Ptremula_SwAsp013
WHOLE_GENOME	381973357	23.818671	16.251807	25	9	0	0.025856	0	0.004738	0.064367	0.039971	0.008716	0.143649	0.898823	0.845297	0.800382	0.738527	0.650401	0.527143	0.368558	0.099919	0.022152	0.010414	0.00656	0.00456	0.003431	0.00274	2.381867	?	?	0.869951	9	Ptremula_SwAsp014
NON_ZERO_REGIONS	343326476	26.499844	14.926542	27	8	0	0.025856	0	0.004738	0.064367	0.039971	0.008716	0.143649	1	0.940449	0.890478	0.82166	0.723614	0.586481	0.410045	0.111167	0.024646	0.011586	0.007298	0.005073	0.003817	0.003049	1.65624	2.944427	6.624961	0.967017	15	Ptremula_SwAsp014
WHOLE_GENOME	381973357	12.462631	9.675235	13	5	0	0.024818	0	0.005098	0.071497	0.052722	0.005623	0.159758	0.881676	0.79579	0.648821	0.409862	0.171507	0.050566	0.016426	0.005508	0.003065	0.002065	0.001569	0.001268	0.001065	0.000919	3.115658	?	?	0.831047	8	Ptremula_SwAsp015
NON_ZERO_REGIONS	336776872	14.135154	9.084689	14	5	0	0.024818	0	0.005098	0.071497	0.052722	0.005623	0.159758	1	0.902588	0.735894	0.464867	0.194524	0.057353	0.01863	0.006248	0.003476	0.002342	0.00178	0.001438	0.001208	0.001042	1.766894	2.827031	7.067577	0.941185	12	Ptremula_SwAsp015
WHOLE_GENOME	381973357	9.213921	7.774857	9	4	0	0.024517	0	0.005394	0.067985	0.06484	0.004853	0.167588	0.869398	0.748592	0.483552	0.178335	0.040354	0.011032	0.005481	0.002584	0.001698	0.001304	0.001074	0.000916	0.000795	0.000698	3.071307	?	?	0.799199	7	Ptremula_SwAsp016
NON_ZERO_REGIONS	332086958	10.598045	7.406754	10	4	0	0.024517	0	0.005394	0.067985	0.06484	0.004853	0.167588	1	0.861046	0.556191	0.205124	0.046416	0.012689	0.006305	0.002972	0.001954	0.0015	0.001235	0.001053	0.000915	0.000803	1.766341	3.532682	5.299022	0.917715	11	Ptremula_SwAsp016
WHOLE_GENOME	381973357	4.824692	4.367972	5	2	0	0.024029	0	0.008724	0.023623	0.015333	0.003494	0.075204	0.848071	0.508049	0.091038	0.010442	0.003136	0.001769	0.001216	0.000726	0.000499	0.000364	0.00027	0.000205	0.000162	0.000131	4.824692	?	?	0.674547	5	Ptremula_SwAsp018
NON_ZERO_REGIONS	323940413	5.689022	4.192848	5	2	0	0.024029	0	0.008724	0.023623	0.015333	0.003494	0.075204	1	0.599065	0.107348	0.012313	0.003698	0.002086	0.001434	0.000856	0.000589	0.000429	0.000319	0.000242	0.000191	0.000154	1.896341	2.844511	5.689022	0.79423	7	Ptremula_SwAsp018
WHOLE_GENOME	381973357	17.063833	12.461191	18	7	0	0.025977	0	0.005081	0.064275	0.05054	0.007787	0.15366	0.889829	0.824589	0.747911	0.623268	0.435302	0.226989	0.087776	0.014887	0.006963	0.004271	0.002979	0.002262	0.001809	0.00151	2.843972	?	?	0.853305	8	Ptremula_SwAsp021
NON_ZERO_REGIONS	339890804	19.17654	11.575516	19	6	0	0.025977	0	0.005081	0.064275	0.05054	0.007787	0.15366	1	0.926683	0.840511	0.700436	0.489198	0.255093	0.098644	0.01673	0.007825	0.0048	0.003348	0.002542	0.002033	0.001697	1.743322	3.19609	6.39218	0.957919	14	Ptremula_SwAsp021
WHOLE_GENOME	381973357	13.66225	10.228701	14	6	0	0.025127	0	0.005555	0.063979	0.048591	0.005291	0.148543	0.886294	0.810235	0.69274	0.48561	0.233459	0.075383	0.023364	0.007166	0.003873	0.002532	0.001864	0.001472	0.00121	0.001034	2.73245	?	?	0.842267	8	Ptremula_SwAsp022
NON_ZERO_REGIONS	338540523	15.415039	9.540963	15	5	0	0.025127	0	0.005555	0.063979	0.048591	0.005291	0.148543	1	0.914183	0.781615	0.547911	0.26341	0.085055	0.026362	0.008085	0.00437	0.002857	0.002103	0.00166	0.001365	0.001167	1.712782	3.083008	5.138346	0.94922	13	Ptremula_SwAsp022
WHOLE_GENOME	381973357	14.53865	10.404184	15	6	0	0.023722	0	0.00666	0.023909	0.009229	0.005283	0.068803	0.88592	0.817437	0.714973	0.514654	0.280825	0.11994	0.044799	0.00908	0.00413	0.002487	0.001712	0.001268	0.000993	0.000808	2.423108	?	?	0.848396	8	Ptremula_SwAsp023
NON_ZERO_REGIONS	338397787	16.410796	9.56361	16	5	0	0.023722	0	0.00666	0.023909	0.009229	0.005283	0.068803	1	0.922698	0.80704	0.580926	0.316987	0.135385	0.050568	0.01025	0.004662	0.002807	0.001933	0.001432	0.001121	0.000912	1.64108	2.735133	5.470265	0.957158	14	Ptremula_SwAsp023
WHOLE_GENOME	381973357	8.402328	6.963283	8	4	0	0.022458	0	0.005942	0.065542	0.071001	0.005759	0.170703	0.870265	0.733242	0.41299	0.127074	0.027414	0.007845	0.003974	0.002004	0.001367	0.00105	0.000845	0.000701	0.000591	0.000501	2.800776	?	?	0.791917	7	Ptremula_SwAsp024
NON_ZERO_REGIONS	332418168	9.654904	6.604699	9	3	0	0.022458	0	0.005942	0.065542	0.071001	0.005759	0.170703	1	0.84255	0.474556	0.146018	0.031501	0.009015	0.004566	0.002303	0.001571	0.001207	0.000971	0.000805	0.000679	0.000575	1.930981	3.218301	4.827452	0.90846	10	Ptremula_SwAsp024
WHOLE_GENOME	381973357	16.877921	12.210926	18	7	0	0.024524	0	0.005674	0.072263	0.035624	0.006425	0.144511	0.892378	0.826919	0.746879	0.616501	0.423752	0.21784	0.083847	0.014001	0.006365	0.003841	0.002666	0.002019	0.001621	0.001353	2.812987	?	?	0.855131	8	Ptremula_SwAsp025
NON_ZERO_REGIONS	340864522	18.913427	11.339791	19	6	0	0.024524	0	0.005674	0.072263	0.035624	0.006425	0.144511	1	0.926647	0.836954	0.690852	0.474857	0.244112	0.093959	0.015689	0.007133	0.004305	0.002987	0.002263	0.001816	0.001516	1.719402	3.152238	6.304476	0.957184	14	Ptremula_SwAsp025
WHOLE_GENOME	381973357	18.039867	13.133605	19	7	0	0.021885	0	0.003838	0.058639	0.129956	0.007458	0.221777	0.889362	0.826608	0.764792	0.655305	0.470146	0.265171	0.122349	0.022996	0.007894	0.004508	0.003103	0.002373	0.001926	0.001637	2.577124	?	?	0.856927	8	Ptremula_SwAsp026
NON_ZERO_REGIONS	339712550	20.284056	12.183126	20	6	0	0.021885	0	0.003838	0.058639	0.129956	0.007458	0.221777	1	0.92944	0.859933	0.736826	0.528634	0.298159	0.137569	0.025856	0.008876	0.005069	0.003489	0.002668	0.002165	0.00184	1.690338	2.897722	6.761352	0.962496	14	Ptremula_SwAsp026
WHOLE_GENOME	381973357	8.202913	7.0238	8	4	0	0.023197	0	0.005939	0.086498	0.045617	0.004426	0.165676	0.867258	0.718646	0.400076	0.118881	0.023908	0.007283	0.003889	0.001899	0.001267	0.000981	0.000817	0.000706	0.000619	0.000547	4.101456	?	?	0.778672	7	Ptremula_SwAsp028
NON_ZERO_REGIONS	331269373	9.458448	6.708902	9	3	0	0.023197	0	0.005939	0.086498	0.045617	0.004426	0.165676	1	0.828641	0.461311	0.137077	0.027567	0.008398	0.004484	0.00219	0.001461	0.001132	0.000943	0.000814	0.000714	0.000631	1.89169	3.152816	4.729224	0.895711	10	Ptremula_SwAsp028
WHOLE_GENOME	381973357	7.854306	6.697092	8	4	0	0.024514	0	0.005816	0.084683	0.054103	0.004312	0.173429	0.866062	0.70799	0.36746	0.099804	0.020122	0.006713	0.00376	0.00189	0.001254	0.000948	0.000764	0.000637	0.000539	0.00046	3.927153	?	?	0.773071	6	Ptremula_SwAsp029
NON_ZERO_REGIONS	330812791	9.068983	6.38525	9	3	0	0.024514	0	0.005816	0.084683	0.054103	0.004312	0.173429	1	0.817481	0.424289	0.115239	0.023233	0.007751	0.004342	0.002182	0.001448	0.001094	0.000882	0.000736	0.000622	0.000531	1.813797	3.022994	4.534492	0.890402	10	Ptremula_SwAsp029
WHOLE_GENOME	381973357	21.166554	14.731127	22	9	0	0.024118	0	0.0043	0.070929	0.063166	0.006597	0.169109	0.894025	0.835554	0.782452	0.704735	0.588468	0.42841	0.254804	0.05186	0.013777	0.007277	0.004665	0.003306	0.002531	0.002023	2.645819	?	?	0.861708	9	Ptremula_SwAsp030
NON_ZERO_REGIONS	341493807	23.675568	13.53983	24	7	0	0.024118	0	0.0043	0.070929	0.063166	0.006597	0.169109	1	0.934597	0.875201	0.788272	0.658223	0.479193	0.285007	0.058008	0.01541	0.00814	0.005218	0.003698	0.002831	0.002263	1.691112	2.959446	7.891856	0.962688	14	Ptremula_SwAsp030
WHOLE_GENOME	381973357	20.88365	14.237384	22	8	0	0.023316	0	0.005264	0.055815	0.036979	0.006727	0.1281	0.89586	0.839204	0.788845	0.712958	0.589885	0.413793	0.231875	0.042999	0.011759	0.006283	0.004023	0.002878	0.002222	0.001811	2.320406	?	?	0.865267	9	Ptremula_SwAsp032
NON_ZERO_REGIONS	342194568	23.311293	13.025938	24	7	0	0.023316	0	0.005264	0.055815	0.036979	0.006727	0.1281	1	0.936758	0.880545	0.795836	0.658457	0.461895	0.258829	0.047998	0.013126	0.007014	0.004491	0.003213	0.00248	0.002021	1.665092	2.913912	7.770431	0.96496	15	Ptremula_SwAsp032
WHOLE_GENOME	381973357	20.14379	14.675031	21	9	0	0.026995	0	0.004475	0.045782	0.052429	0.009103	0.138783	0.894934	0.833938	0.76796	0.672784	0.542945	0.381345	0.219626	0.044003	0.012783	0.007017	0.004538	0.003231	0.002496	0.002031	2.877684	?	?	0.861413	9	Ptremula_SwAsp033
NON_ZERO_REGIONS	341840814	22.508696	13.68973	23	7	0	0.026995	0	0.004475	0.045782	0.052429	0.009103	0.138783	1	0.931844	0.85812	0.751769	0.606687	0.426116	0.24541	0.049169	0.014284	0.007841	0.00507	0.00361	0.002789	0.00227	1.875725	3.215528	7.502899	0.961532	14	Ptremula_SwAsp033
WHOLE_GENOME	381973357	8.704157	7.555709	9	4	0	0.025872	0	0.006532	0.07103	0.036597	0.005916	0.145948	0.872496	0.73452	0.438807	0.146135	0.031661	0.009295	0.004832	0.002374	0.001596	0.00123	0.001018	0.000865	0.00075	0.000662	2.901386	?	?	0.789809	7	Ptremula_SwAsp034
NON_ZERO_REGIONS	333270235	9.976157	7.262358	10	3	0	0.025872	0	0.006532	0.07103	0.036597	0.005916	0.145948	1	0.841861	0.502933	0.167491	0.036288	0.010654	0.005538	0.002721	0.00183	0.00141	0.001167	0.000991	0.00086	0.000759	1.995231	3.325386	4.988078	0.903565	10	Ptremula_SwAsp034
WHOLE_GENOME	381973357	18.531815	13.321996	19	8	0	0.024932	0	0.004434	0.067923	0.058002	0.006826	0.162117	0.893331	0.831934	0.763971	0.657	0.496601	0.301449	0.140526	0.023102	0.009101	0.005452	0.003728	0.002788	0.002211	0.00182	2.647402	?	?	0.858771	9	Ptremula_SwAsp035
NON_ZERO_REGIONS	341228552	20.744629	12.359744	21	6	0	0.024932	0	0.004434	0.067923	0.058002	0.006826	0.162117	1	0.931273	0.855194	0.73545	0.555898	0.337444	0.157306	0.02586	0.010188	0.006103	0.004173	0.00312	0.002475	0.002037	1.728719	2.963518	6.914876	0.960178	14	Ptremula_SwAsp035
WHOLE_GENOME	381973357	14.393467	10.757274	15	6	0	0.024479	0	0.00577	0.071753	0.028001	0.005142	0.135145	0.884734	0.81078	0.700121	0.515297	0.285877	0.113047	0.036774	0.008089	0.004116	0.002613	0.001883	0.001475	0.001215	0.001036	2.878693	?	?	0.84051	8	Ptremula_SwAsp036
NON_ZERO_REGIONS	337944730	16.268698	10.014371	16	5	0	0.024479	0	0.00577	0.071753	0.028001	0.005142	0.135145	1	0.916411	0.791336	0.582431	0.323122	0.127775	0.041565	0.009142	0.004652	0.002953	0.002129	0.001667	0.001373	0.001171	1.807633	3.25374	5.422899	0.948705	13	Ptremula_SwAsp036
WHOLE_GENOME	381973357	4.57135	4.332269	4	3	0	0.023353	0	0.006526	0.08874	0.06308	0.003736	0.185435	0.83459	0.468986	0.084554	0.010345	0.002989	0.001681	0.001174	0.000726	0.000499	0.000357	0.000261	0.000193	0.000151	0.000121	4.57135	?	?	0.646498	5	Ptremula_SwAsp037
NON_ZERO_REGIONS	318791240	5.477358	4.186384	5	2	0	0.023353	0	0.006526	0.08874	0.06308	0.003736	0.185435	1	0.561935	0.101311	0.012395	0.003582	0.002014	0.001406	0.000869	0.000598	0.000427	0.000312	0.000232	0.000181	0.000145	1.825786	2.738679	5.477358	0.770949	6	Ptremula_SwAsp037
WHOLE_GENOME	381973357	18.894722	13.260312	20	7	0	0.021852	0	0.006227	0.039822	0.136376	0.005582	0.209859	0.890893	0.831266	0.776825	0.690059	0.533537	0.312674	0.132883	0.020778	0.008597	0.004923	0.003264	0.002415	0.001922	0.00161	2.36184	?	?	0.861078	9	Ptremula_SwAsp038
NON_ZERO_REGIONS	340297527	21.208736	12.17756	22	6	0	0.021852	0	0.006227	0.039822	0.136376	0.005582	0.209859	1	0.933071	0.871962	0.77457	0.598878	0.350967	0.149157	0.023322	0.00965	0.005526	0.003663	0.002711	0.002158	0.001807	1.631441	3.029819	7.069579	0.965795	15	Ptremula_SwAsp038
WHOLE_GENOME	381973357	7.501787	6.324572	7	4	0	0.022876	0	0.005878	0.087523	0.061755	0.002988	0.18102	0.863239	0.699674	0.33644	0.079898	0.015015	0.005146	0.002953	0.001588	0.001113	0.000867	0.000705	0.000586	0.000492	0.000414	3.750894	?	?	0.768045	6	Ptremula_SwAsp039
NON_ZERO_REGIONS	329734313	8.690278	6.000754	8	3	0	0.022876	0	0.005878	0.087523	0.061755	0.002988	0.18102	1	0.810522	0.389741	0.092557	0.017394	0.005962	0.003421	0.001839	0.00129	0.001004	0.000817	0.000679	0.00057	0.000479	1.738056	2.896759	4.345139	0.887547	9	Ptremula_SwAsp039
WHOLE_GENOME	381973357	18.847288	13.795019	19	8	0	0.024674	0	0.004491	0.091496	0.049267	0.006337	0.176265	0.889876	0.8285	0.758478	0.650627	0.499688	0.322196	0.167109	0.030359	0.009861	0.005621	0.003726	0.002738	0.002152	0.001781	2.69247	?	?	0.854005	8	Ptremula_SwAsp040
NON_ZERO_REGIONS	339908895	21.179681	12.823946	21	7	0	0.024674	0	0.004491	0.091496	0.049267	0.006337	0.176265	1	0.931028	0.852341	0.731143	0.561526	0.362068	0.187789	0.034117	0.011081	0.006316	0.004187	0.003077	0.002418	0.002002	1.764973	3.025669	7.059894	0.958282	14	Ptremula_SwAsp040
WHOLE_GENOME	381973357	20.794654	14.443276	22	8	0	0.025443	0	0.005064	0.053939	0.03074	0.006225	0.121412	0.894751	0.838689	0.781028	0.69564	0.574213	0.41226	0.239505	0.046431	0.013275	0.007213	0.004592	0.003226	0.002446	0.001948	2.599332	?	?	0.86418	9	Ptremula_SwAsp041
NON_ZERO_REGIONS	341771010	23.240718	13.277741	23	7	0	0.025443	0	0.005064	0.053939	0.03074	0.006225	0.121412	1	0.937343	0.8729	0.777467	0.641758	0.460754	0.267678	0.051892	0.014836	0.008062	0.005132	0.003606	0.002733	0.002177	1.787748	2.90509	7.746906	0.965017	15	Ptremula_SwAsp041
WHOLE_GENOME	381973357	18.080856	12.921178	19	7	0	0.025534	0	0.005196	0.055366	0.042651	0.007397	0.136145	0.902833	0.832794	0.760404	0.647463	0.480252	0.279103	0.121485	0.019124	0.007921	0.00463	0.003103	0.002318	0.001844	0.001539	2.582979	18.080856	?	0.86464	9	Ptremula_SwAsp042
NON_ZERO_REGIONS	344858050	20.026806	12.081159	20	6	0	0.025534	0	0.005196	0.055366	0.042651	0.007397	0.136145	1	0.922423	0.842242	0.717146	0.531939	0.309141	0.13456	0.021182	0.008774	0.005128	0.003437	0.002567	0.002042	0.001704	1.820619	3.337801	6.675602	0.956691	14	Ptremula_SwAsp042
WHOLE_GENOME	381973357	14.565059	10.975076	15	6	0	0.024363	0	0.00575	0.059183	0.038002	0.006231	0.133529	0.884991	0.812422	0.70889	0.528133	0.292702	0.113624	0.036351	0.008197	0.004233	0.002741	0.002007	0.001581	0.001308	0.001127	2.913012	?	?	0.843798	8	Ptremula_SwAsp043
NON_ZERO_REGIONS	338042921	16.457865	10.244714	16	5	0	0.024363	0	0.00575	0.059183	0.038002	0.006231	0.133529	1	0.918001	0.801014	0.596767	0.33074	0.12839	0.041075	0.009262	0.004783	0.003097	0.002268	0.001787	0.001478	0.001274	1.645786	3.291573	5.485955	0.952414	13	Ptremula_SwAsp043
WHOLE_GENOME	381973357	16.972353	12.115477	17	7	0	0.022301	0	0.006272	0.059756	0.041264	0.00702	0.136613	0.907537	0.831574	0.751684	0.611381	0.408846	0.220069	0.098841	0.01657	0.005507	0.003157	0.002181	0.001695	0.001409	0.00122	2.424622	16.972353	?	0.866309	9	Ptremula_SwAsp044
NON_ZERO_REGIONS	346654816	18.701563	11.37545	18	6	0	0.022301	0	0.006272	0.059756	0.041264	0.00702	0.136613	1	0.916298	0.828269	0.673671	0.450501	0.24249	0.108911	0.018258	0.006068	0.003478	0.002404	0.001867	0.001552	0.001344	1.700142	3.116927	6.233854	0.953581	13	Ptremula_SwAsp044
WHOLE_GENOME	381973357	18.923226	13.63936	20	8	0	0.026642	0	0.005018	0.063686	0.038276	0.007178	0.140801	0.895707	0.834897	0.766796	0.662534	0.512217	0.32306	0.155695	0.025291	0.009756	0.005684	0.003782	0.002782	0.002187	0.001804	2.703318	?	?	0.861793	9	Ptremula_SwAsp045
NON_ZERO_REGIONS	342136178	21.126583	12.694238	21	7	0	0.026642	0	0.005018	0.063686	0.038276	0.007178	0.140801	1	0.932109	0.856079	0.739677	0.571858	0.360676	0.173824	0.028236	0.010892	0.006346	0.004223	0.003106	0.002442	0.002014	1.760549	3.018083	7.042194	0.961269	14	Ptremula_SwAsp045
WHOLE_GENOME	381973357	25.138806	16.713499	27	9	0	0.022184	0	0.003675	0.040523	0.135351	0.007875	0.209608	0.895492	0.842596	0.806339	0.761416	0.696829	0.592334	0.428145	0.113656	0.024818	0.011906	0.007472	0.005137	0.003806	0.002989	2.513881	?	?	0.86937	9	Ptremula_SwAsp046
NON_ZERO_REGIONS	342054044	28.072622	15.151948	29	7	0	0.022184	0	0.003675	0.040523	0.135351	0.007875	0.209608	1	0.94093	0.900443	0.850277	0.778153	0.661462	0.478111	0.12692	0.027715	0.013295	0.008344	0.005737	0.00425	0.003338	1.55959	2.807262	7.018156	0.970114	15	Ptremula_SwAsp046
WHOLE_GENOME	381973357	16.778241	12.313895	18	6	0	0.022724	0	0.0042	0.049838	0.122756	0.007197	0.206715	0.889286	0.826256	0.757735	0.626184	0.408427	0.197558	0.077185	0.014119	0.006132	0.003772	0.002695	0.002107	0.001743	0.001503	2.396892	?	?	0.857029	8	Ptremula_SwAsp047
NON_ZERO_REGIONS	339683624	18.867088	11.449861	19	5	0	0.022724	0	0.0042	0.049838	0.122756	0.007197	0.206715	1	0.929123	0.852071	0.704142	0.459275	0.222153	0.086794	0.015877	0.006895	0.004242	0.003031	0.002369	0.00196	0.00169	1.572257	2.695298	6.289029	0.9629	14	Ptremula_SwAsp047
WHOLE_GENOME	381973357	25.546327	17.624102	27	10	0	0.027123	0	0.004563	0.04604	0.040001	0.010144	0.127871	0.901513	0.849489	0.804801	0.744722	0.663325	0.560734	0.432899	0.161972	0.037111	0.014138	0.008717	0.005999	0.004407	0.003429	2.554633	25.546327	?	0.873428	9	Ptremula_SwAsp049
NON_ZERO_REGIONS	344354004	28.337165	16.292863	29	9	0	0.027123	0	0.004563	0.04604	0.040001	0.010144	0.127871	1	0.942292	0.892722	0.82608	0.735791	0.621992	0.480192	0.179666	0.041165	0.015683	0.009669	0.006655	0.004888	0.003803	1.771073	3.148574	7.084291	0.968131	15	Ptremula_SwAsp049
WHOLE_GENOME	381973357	18.567292	13.035986	19	7	0	0.023792	0	0.005756	0.046596	0.036896	0.005562	0.118601	0.894888	0.833854	0.773858	0.669934	0.495888	0.291936	0.137722	0.024381	0.008342	0.004674	0.003092	0.002264	0.001791	0.001496	2.320911	?	?	0.86152	9	Ptremula_SwAsp050
