gene_ID	OF_ID	seqid	start	end	gea_gene
Pabies_10019758g0010	48	Pabies_10019758	1657	2446	:1657-2446
Pabies_10019911g0010	26529	Pabies_10019911	2718	3386	:2718-3386
Pabies_10019946g0010	49	Pabies_10019946	1	2454	:1-2454
Pabies_10020001g0010	26530	Pabies_10020001	1	1320	:1-1320
Pabies_1002012g0010	26531	Pabies_1002012	454	717	:454-717
Pabies_10020141g0010	50	Pabies_10020141	721	1149	:721-1149
Pabies_10020365g0010	26532	Pabies_10020365	2912	3436	:2912-3436
Pabies_10020434g0010	51	Pabies_10020434	2650	3369	:2650-3369
Pabies_10020558g0010	26533	Pabies_10020558	1159	1362	:1159-1362
Pabies_100207g0010	52	Pabies_100207	16015	17950	:16015-17950
Pabies_10020833g0010	26534	Pabies_10020833	4559	6619	:4559-6619
Pabies_10020874g0010	26535	Pabies_10020874	1453	1883	:1453-1883
Pabies_10020g0010	53	Pabies_10020	7007	8440	:7007-8440
Pabies_10021022g0010	26536	Pabies_10021022	1	294	:1-294
Pabies_100210g0010	26537	Pabies_100210	1	441	:1-441
Pabies_100211g0010	54	Pabies_100211	1902	5318	:1902-5318
Pabies_10021234g0010	26538	Pabies_10021234	1	1531	:1-1531
Pabies_100213g0010	55	Pabies_100213	8897	9613	:8897-9613
Pabies_10021431g0010	26539	Pabies_10021431	1	676	:1-676
Pabies_10021599g0010	26540	Pabies_10021599	1	579	:1-579
Pabies_10021615g0010	26541	Pabies_10021615	1119	1278	:1119-1278
Pabies_10021649g0010	26542	Pabies_10021649	1	441	:1-441
Pabies_1002165g0010	26543	Pabies_1002165	5044	5317	:5044-5317
Pabies_10021668g0010	26544	Pabies_10021668	438	933	:438-933
Pabies_10021720g0010	56	Pabies_10021720	706	1656	:706-1656
Pabies_10021946g0010	57	Pabies_10021946	616	1086	:616-1086
Pabies_10021g0010	58	Pabies_10021	10887	11456	:10887-11456
Pabies_10022041g0010	26545	Pabies_10022041	1142	1522	:1142-1522
Pabies_10022184g0010	26546	Pabies_10022184	3734	4930	:3734-4930
Pabies_10022288g0010	26547	Pabies_10022288	1	537	:1-537
Pabies_10022392g0010	58606	Pabies_10022392	1547	4977	:1547-4977
Pabies_10022588g0010	59	Pabies_10022588	1	437	:1-437
Pabies_10022769g0010	58607	Pabies_10022769	3456	5188	:3456-5188
Pabies_10022863g0010	26548	Pabies_10022863	167	975	:167-975
Pabies_10023022g0010	60	Pabies_10023022	1035	1400	:1035-1400
Pabies_10023022g0020	61	Pabies_10023022	2751	3116	:2751-3116
Pabies_100230g0010	26549	Pabies_100230	15047	15683	:15047-15683
Pabies_100231g0010	62	Pabies_100231	5641	8142	:5641-8142
Pabies_10023347g0010	26550	Pabies_10023347	499	1780	:499-1780
Pabies_10023352g0010	63	Pabies_10023352	6407	7170	:6407-7170
Pabies_10023657g0010	26551	Pabies_10023657	1	312	:1-312
Pabies_100236g0010	26552	Pabies_100236	965	5100	:965-5100
Pabies_100242g0010	26553	Pabies_100242	13237	13569	:13237-13569
Pabies_10024357g0010	26554	Pabies_10024357	1742	2194	:1742-2194
Pabies_10024388g0010	26555	Pabies_10024388	1	815	:1-815
Pabies_100243g0010	58608	Pabies_100243	3982	4404	:3982-4404
Pabies_100243g0020	26556	Pabies_100243	13288	13587	:13288-13587
Pabies_10024934g0010	64	Pabies_10024934	1780	2782	:1780-2782
Pabies_10025084g0010	65	Pabies_10025084	863	2410	:863-2410
Pabies_10025130g0010	26557	Pabies_10025130	2051	2377	:2051-2377
Pabies_10025182g0010	58609	Pabies_10025182	741	1306	:741-1306
Pabies_10025286g0010	26558	Pabies_10025286	1450	1812	:1450-1812
Pabies_10025310g0010	26559	Pabies_10025310	2570	3557	:2570-3557
Pabies_10025722g0010	66	Pabies_10025722	23	586	:23-586
Pabies_10025826g0010	26560	Pabies_10025826	2385	3038	:2385-3038
Pabies_10026071g0010	26561	Pabies_10026071	693	1063	:693-1063
Pabies_100263g0010	67	Pabies_100263	5932	6709	:5932-6709
Pabies_10026409g0010	58610	Pabies_10026409	184	3668	:184-3668
Pabies_10026640g0010	26562	Pabies_10026640	2476	2808	:2476-2808
Pabies_10026g0010	58611	Pabies_10026	1632	1952	:1632-1952
Pabies_10027028g0010	58612	Pabies_10027028	380	1584	:380-1584
Pabies_10027156g0010	26563	Pabies_10027156	415	1011	:415-1011
Pabies_10027224g0010	68	Pabies_10027224	1	2339	:1-2339
Pabies_1002731g0010	58613	Pabies_1002731	1	1952	:1-1952
Pabies_10027643g0010	69	Pabies_10027643	927	2326	:927-2326
Pabies_10027713g0010	26564	Pabies_10027713	368	591	:368-591
Pabies_10027776g0010	26565	Pabies_10027776	245	2147	:245-2147
Pabies_10027972g0010	70	Pabies_10027972	1572	2093	:1572-2093
Pabies_10027g0010	26566	Pabies_10027	6131	6439	:6131-6439
Pabies_10028058g0010	71	Pabies_10028058	1	534	:1-534
Pabies_100281g0010	58614	Pabies_100281	27386	28626	:27386-28626
Pabies_10028325g0010	72	Pabies_10028325	1703	2123	:1703-2123
Pabies_10028332g0010	26567	Pabies_10028332	1	581	:1-581
Pabies_10028421g0010	26568	Pabies_10028421	625	1727	:625-1727
Pabies_10028457g0010	26569	Pabies_10028457	1998	2405	:1998-2405
Pabies_10028544g0010	26570	Pabies_10028544	1	886	:1-886
Pabies_100286g0010	73	Pabies_100286	18594	19850	:18594-19850
Pabies_100286g0020	58615	Pabies_100286	39446	39958	:39446-39958
Pabies_10028778g0010	26571	Pabies_10028778	459	895	:459-895
Pabies_100287g0010	74	Pabies_100287	7640	9904	:7640-9904
Pabies_10028938g0010	26572	Pabies_10028938	4044	4301	:4044-4301
Pabies_10028955g0010	26573	Pabies_10028955	225	437	:225-437
Pabies_100289g0010	26574	Pabies_100289	4807	5788	:4807-5788
Pabies_10028g0010	26575	Pabies_10028	27379	28062	:27379-28062
Pabies_10029266g0010	75	Pabies_10029266	2461	2790	:2461-2790
Pabies_10029321g0010	26576	Pabies_10029321	3838	4698	:3838-4698
Pabies_10029522g0010	26577	Pabies_10029522	1	1826	:1-1826
Pabies_10029693g0010	58616	Pabies_10029693	1	4480	:1-4480
Pabies_100296g0010	76	Pabies_100296	3772	5373	:3772-5373
Pabies_10029851g0010	26578	Pabies_10029851	2721	3605	:2721-3605
Pabies_10029964g0010	77	Pabies_10029964	1	307	:1-307
Pabies_10029973g0010	78	Pabies_10029973	344	985	:344-985
Pabies_100300g0010	79	Pabies_100300	16020	18114	:16020-18114
Pabies_10030219g0010	26579	Pabies_10030219	1560	2907	:1560-2907
Pabies_100303g0010	58617	Pabies_100303	26099	26719	:26099-26719
Pabies_10030456g0010	80	Pabies_10030456	912	2360	:912-2360
Pabies_100304g0010	26580	Pabies_100304	956	1654	:956-1654
Pabies_100304g0020	26581	Pabies_100304	9817	12216	:9817-12216
Pabies_100305g0010	26582	Pabies_100305	21565	23498	:21565-23498
Pabies_10030665g0010	26583	Pabies_10030665	68	1081	:68-1081
Pabies_10030828g0010	58618	Pabies_10030828	2552	2917	:2552-2917
Pabies_10030878g0010	26584	Pabies_10030878	4279	5020	:4279-5020
Pabies_10030g0010	26585	Pabies_10030	19302	19977	:19302-19977
Pabies_10031049g0010	26586	Pabies_10031049	1151	1954	:1151-1954
Pabies_10031222g0010	26587	Pabies_10031222	2281	2724	:2281-2724
Pabies_10031343g0010	26588	Pabies_10031343	1641	2120	:1641-2120
Pabies_10031662g0010	26589	Pabies_10031662	153	4312	:153-4312
Pabies_10031719g0010	26590	Pabies_10031719	1	2083	:1-2083
Pabies_10031781g0010	81	Pabies_10031781	265	978	:265-978
Pabies_100317g0010	26591	Pabies_100317	13057	13734	:13057-13734
Pabies_10031819g0010	26592	Pabies_10031819	1003	1278	:1003-1278
Pabies_10031902g0010	58619	Pabies_10031902	1	657	:1-657
Pabies_10031925g0010	58620	Pabies_10031925	695	1389	:695-1389
Pabies_10031g0010	82	Pabies_10031	21136	22853	:21136-22853
Pabies_10032212g0010	58621	Pabies_10032212	1570	2499	:1570-2499
Pabies_10032317g0010	26593	Pabies_10032317	848	1003	:848-1003
Pabies_100327g0010	26594	Pabies_100327	22352	25954	:22352-25954
Pabies_10032819g0010	83	Pabies_10032819	3433	5385	:3433-5385
Pabies_10032879g0010	26595	Pabies_10032879	1182	1430	:1182-1430
Pabies_10032879g0020	58622	Pabies_10032879	1705	2237	:1705-2237
Pabies_10032g0010	58623	Pabies_10032	22519	24994	:22519-24994
Pabies_10033528g0010	26596	Pabies_10033528	779	3363	:779-3363
Pabies_10033672g0010	26597	Pabies_10033672	1	2485	:1-2485
Pabies_10033839g0010	26598	Pabies_10033839	1	167	:1-167
Pabies_10033993g0010	26599	Pabies_10033993	1	1111	:1-1111
Pabies_10033g0010	26600	Pabies_10033	24266	25414	:24266-25414
Pabies_10033g0020	26601	Pabies_10033	27752	28270	:27752-28270
Pabies_10034470g0010	26602	Pabies_10034470	1787	2251	:1787-2251
Pabies_10034488g0010	26603	Pabies_10034488	660	842	:660-842
Pabies_10034634g0010	84	Pabies_10034634	3611	4039	:3611-4039
Pabies_10034665g0010	85	Pabies_10034665	1	1218	:1-1218
Pabies_100348g0010	86	Pabies_100348	1	6444	:1-6444
Pabies_100349g0010	87	Pabies_100349	39988	41877	:39988-41877
Pabies_10034g0010	26604	Pabies_10034	8081	11220	:8081-11220
Pabies_10035028g0010	26605	Pabies_10035028	620	1126	:620-1126
Pabies_10035186g0010	26606	Pabies_10035186	2315	2707	:2315-2707
Pabies_10035211g0010	88	Pabies_10035211	592	1335	:592-1335
Pabies_10035305g0010	58624	Pabies_10035305	809	1935	:809-1935
Pabies_100359g0010	58625	Pabies_100359	14684	15037	:14684-15037
Pabies_10036073g0010	26607	Pabies_10036073	1	768	:1-768
Pabies_10036146g0010	89	Pabies_10036146	2223	3201	:2223-3201
Pabies_10036422g0010	26608	Pabies_10036422	2373	2719	:2373-2719
Pabies_10036772g0010	26609	Pabies_10036772	1	3157	:1-3157
Pabies_10036834g0010	90	Pabies_10036834	1	981	:1-981
Pabies_10037005g0010	26610	Pabies_10037005	273	1242	:273-1242
Pabies_100370g0010	26611	Pabies_100370	3825	4360	:3825-4360
Pabies_100371g0010	26612	Pabies_100371	20277	20616	:20277-20616
Pabies_100374g0010	91	Pabies_100374	15843	17420	:15843-17420
Pabies_10037513g0010	26613	Pabies_10037513	2931	3167	:2931-3167
Pabies_10037718g0010	26614	Pabies_10037718	721	2749	:721-2749
Pabies_10037913g0010	92	Pabies_10037913	1	363	:1-363
Pabies_100379g0010	26615	Pabies_100379	6127	23488	:6127-23488
Pabies_10038097g0010	26616	Pabies_10038097	1886	2046	:1886-2046
Pabies_100380g0010	93	Pabies_100380	5468	9594	:5468-9594
Pabies_10038236g0010	26617	Pabies_10038236	4251	7636	:4251-7636
Pabies_10038446g0010	26618	Pabies_10038446	1	4009	:1-4009
Pabies_10038541g0010	26619	Pabies_10038541	1	603	:1-603
Pabies_10038634g0010	26620	Pabies_10038634	1820	2263	:1820-2263
Pabies_10038699g0010	26621	Pabies_10038699	1	845	:1-845
Pabies_10038830g0010	94	Pabies_10038830	1	1022	:1-1022
Pabies_10039253g0010	26622	Pabies_10039253	825	1217	:825-1217
Pabies_10039264g0010	58626	Pabies_10039264	1	4274	:1-4274
Pabies_10039504g0010	26623	Pabies_10039504	343	1486	:343-1486
Pabies_100396g0010	95	Pabies_100396	33193	34386	:33193-34386
Pabies_1003999g0010	26624	Pabies_1003999	5676	6122	:5676-6122
Pabies_10040191g0010	26625	Pabies_10040191	1222	1508	:1222-1508
Pabies_10040248g0010	26626	Pabies_10040248	54	1193	:54-1193
Pabies_100402g0010	96	Pabies_100402	19413	20544	:19413-20544
Pabies_10040442g0010	58627	Pabies_10040442	1	3863	:1-3863
Pabies_10040454g0010	26627	Pabies_10040454	1	1270	:1-1270
Pabies_10040460g0010	26628	Pabies_10040460	3053	4833	:3053-4833
Pabies_10040462g0010	26629	Pabies_10040462	1	2639	:1-2639
Pabies_10040591g0010	26630	Pabies_10040591	1016	1182	:1016-1182
Pabies_10040687g0010	97	Pabies_10040687	782	1421	:782-1421
Pabies_100409g0010	58628	Pabies_100409	5132	5947	:5132-5947
Pabies_100409g0020	58629	Pabies_100409	22756	23073	:22756-23073
Pabies_10041123g0010	98	Pabies_10041123	203	975	:203-975
Pabies_10041123g0020	99	Pabies_10041123	5979	6593	:5979-6593
Pabies_10041174g0010	100	Pabies_10041174	4147	5154	:4147-5154
Pabies_10041588g0010	26631	Pabies_10041588	2338	2933	:2338-2933
Pabies_10041g0010	101	Pabies_10041	20918	24951	:20918-24951
Pabies_10042254g0010	102	Pabies_10042254	1	240	:1-240
Pabies_10042424g0010	26632	Pabies_10042424	1	182	:1-182
Pabies_10042710g0010	103	Pabies_10042710	1189	1422	:1189-1422
Pabies_10042710g0020	104	Pabies_10042710	1465	2013	:1465-2013
Pabies_10042712g0010	26633	Pabies_10042712	1621	2100	:1621-2100
Pabies_10042785g0010	26634	Pabies_10042785	12	2694	:12-2694
Pabies_10042865g0010	26635	Pabies_10042865	1	374	:1-374
Pabies_1004300g0010	26636	Pabies_1004300	1892	2542	:1892-2542
Pabies_10043102g0010	105	Pabies_10043102	6021	7471	:6021-7471
Pabies_10043134g0010	106	Pabies_10043134	2534	6336	:2534-6336
Pabies_10043178g0010	107	Pabies_10043178	1	692	:1-692
Pabies_10043209g0010	108	Pabies_10043209	2792	3776	:2792-3776
Pabies_10043564g0010	109	Pabies_10043564	5983	7521	:5983-7521
Pabies_100435g0010	110	Pabies_100435	1543	2942	:1543-2942
Pabies_10043708g0010	58630	Pabies_10043708	1718	3161	:1718-3161
Pabies_10044231g0010	111	Pabies_10044231	4866	5227	:4866-5227
Pabies_10044252g0010	112	Pabies_10044252	1	453	:1-453
Pabies_100442g0010	58631	Pabies_100442	1	1889	:1-1889
Pabies_10044491g0010	26637	Pabies_10044491	1	2094	:1-2094
Pabies_1004456g0010	26638	Pabies_1004456	2170	2598	:2170-2598
Pabies_10044650g0010	26639	Pabies_10044650	134	293	:134-293
Pabies_100446g0010	113	Pabies_100446	9734	12372	:9734-12372
Pabies_10044709g0010	114	Pabies_10044709	1	621	:1-621
Pabies_10044742g0010	26640	Pabies_10044742	1315	3748	:1315-3748
Pabies_10044835g0010	115	Pabies_10044835	1	513	:1-513
Pabies_10044856g0010	26641	Pabies_10044856	1	1008	:1-1008
Pabies_10045066g0010	26642	Pabies_10045066	45	390	:45-390
Pabies_10045090g0010	26643	Pabies_10045090	3126	4072	:3126-4072
Pabies_10045374g0010	26644	Pabies_10045374	2140	2379	:2140-2379
Pabies_10045405g0010	116	Pabies_10045405	1	2807	:1-2807
Pabies_100454g0010	117	Pabies_100454	6148	11698	:6148-11698
Pabies_10045581g0010	58632	Pabies_10045581	50	442	:50-442
Pabies_10045857g0010	26645	Pabies_10045857	1	859	:1-859
Pabies_10045883g0010	118	Pabies_10045883	2331	3053	:2331-3053
Pabies_10046054g0010	58633	Pabies_10046054	1	2276	:1-2276
Pabies_100461g0010	26646	Pabies_100461	7794	8183	:7794-8183
Pabies_10046222g0010	26647	Pabies_10046222	2773	3087	:2773-3087
Pabies_10046548g0010	26648	Pabies_10046548	4104	4295	:4104-4295
Pabies_10046850g0010	26649	Pabies_10046850	934	1977	:934-1977
Pabies_10046944g0010	26650	Pabies_10046944	1	275	:1-275
Pabies_10046g0010	26651	Pabies_10046	7571	9215	:7571-9215
Pabies_10047260g0010	119	Pabies_10047260	2607	3458	:2607-3458
Pabies_100472g0010	120	Pabies_100472	19718	24166	:19718-24166
Pabies_10047384g0010	26652	Pabies_10047384	1726	2853	:1726-2853
Pabies_10047456g0010	121	Pabies_10047456	1	4710	:1-4710
Pabies_100474g0010	122	Pabies_100474	1416	4033	:1416-4033
Pabies_100478g0010	26653	Pabies_100478	29674	29877	:29674-29877
Pabies_10047900g0010	26654	Pabies_10047900	1	2998	:1-2998
Pabies_10047906g0010	26655	Pabies_10047906	1	716	:1-716
Pabies_10047924g0010	26656	Pabies_10047924	888	1718	:888-1718
Pabies_10048120g0010	26657	Pabies_10048120	1	888	:1-888
Pabies_10048172g0010	26658	Pabies_10048172	2459	4129	:2459-4129
Pabies_10048467g0010	123	Pabies_10048467	2770	4681	:2770-4681
Pabies_10048552g0010	124	Pabies_10048552	1	2110	:1-2110
Pabies_10048594g0010	26659	Pabies_10048594	1	804	:1-804
Pabies_10048917g0010	125	Pabies_10048917	2954	3463	:2954-3463
Pabies_100489g0010	58634	Pabies_100489	574	1662	:574-1662
Pabies_10048g0010	126	Pabies_10048	23490	30363	:23490-30363
Pabies_10049111g0010	26660	Pabies_10049111	2326	3447	:2326-3447
