gene_ID	OF_ID	seqid	start	end	gea_gene
Podel.01G006500.v2.1	64	Pdelto_Chr01	455339	458885	:455339-458885
Podel.01G006600.v2.1	65	Pdelto_Chr01	461178	463245	:461178-463245
Podel.01G006700.v2.1	66	Pdelto_Chr01	463461	466338	:463461-466338
Podel.01G006800.v2.1	67	Pdelto_Chr01	469491	473018	:469491-473018
Podel.01G006900.v2.1	68	Pdelto_Chr01	486190	486867	:486190-486867
Podel.01G007000.v2.1	69	Pdelto_Chr01	487362	493552	:487362-493552
Podel.01G007100.v2.1	70	Pdelto_Chr01	494304	498612	:494304-498612
Podel.01G007200.v2.1	71	Pdelto_Chr01	496309	498083	:496309-498083
Podel.01G007300.v2.1	72	Pdelto_Chr01	499040	503815	:499040-503815
Podel.01G007400.v2.1	73	Pdelto_Chr01	514526	519358	:514526-519358
Podel.01G007500.v2.1	74	Pdelto_Chr01	519965	525612	:519965-525612
Podel.01G007600.v2.1	75	Pdelto_Chr01	525816	527213	:525816-527213
Podel.01G007700.v2.1	76	Pdelto_Chr01	538322	539359	:538322-539359
Podel.01G007800.v2.1	77	Pdelto_Chr01	539920	541114	:539920-541114
Podel.01G007900.v2.1	78	Pdelto_Chr01	541439	542854	:541439-542854
Podel.01G008000.v2.1	79	Pdelto_Chr01	544297	546178	:544297-546178
Podel.01G008100.v2.1	80	Pdelto_Chr01	547223	548228	:547223-548228
Podel.01G008200.v2.1	81	Pdelto_Chr01	571410	571721	:571410-571721
Podel.01G008300.v2.1	82	Pdelto_Chr01	572587	575996	:572587-575996
Podel.01G008400.v2.1	83	Pdelto_Chr01	579491	583777	:579491-583777
Podel.01G008500.v2.1	84	Pdelto_Chr01	586048	588455	:586048-588455
Podel.01G008600.v2.1	85	Pdelto_Chr01	603281	605303	:603281-605303
Podel.01G008700.v2.1	86	Pdelto_Chr01	606655	609092	:606655-609092
Podel.01G008800.v2.1	87	Pdelto_Chr01	610022	614919	:610022-614919
Podel.01G008900.v2.1	88	Pdelto_Chr01	616617	622632	:616617-622632
Podel.01G009000.v2.1	89	Pdelto_Chr01	628349	632991	:628349-632991
Podel.01G009100.v2.1	90	Pdelto_Chr01	633111	633317	:633111-633317
Podel.01G009200.v2.1	91	Pdelto_Chr01	637422	637652	:637422-637652
Podel.01G009300.v2.1	92	Pdelto_Chr01	639495	640011	:639495-640011
Podel.01G009400.v2.1	93	Pdelto_Chr01	641077	643034	:641077-643034
Podel.01G009500.v2.1	94	Pdelto_Chr01	641660	641878	:641660-641878
Podel.01G009600.v2.1	95	Pdelto_Chr01	643595	646005	:643595-646005
Podel.01G009700.v2.1	96	Pdelto_Chr01	644184	644389	:644184-644389
Podel.01G009800.v2.1	97	Pdelto_Chr01	644699	644911	:644699-644911
Podel.01G009900.v2.1	98	Pdelto_Chr01	647446	649147	:647446-649147
Podel.01G010000.v2.1	99	Pdelto_Chr01	653055	654500	:653055-654500
Podel.01G010100.v2.1	100	Pdelto_Chr01	658867	660222	:658867-660222
Podel.01G010200.v2.1	101	Pdelto_Chr01	660958	665979	:660958-665979
Podel.01G010300.v2.1	102	Pdelto_Chr01	666111	673924	:666111-673924
Podel.01G010400.v2.1	103	Pdelto_Chr01	683361	684731	:683361-684731
Podel.01G010500.v2.1	104	Pdelto_Chr01	689336	690532	:689336-690532
Podel.01G010600.v2.1	105	Pdelto_Chr01	694026	695170	:694026-695170
Podel.01G010700.v2.1	106	Pdelto_Chr01	697355	698309	:697355-698309
Podel.01G010800.v2.1	107	Pdelto_Chr01	700430	701122	:700430-701122
Podel.01G010900.v2.1	108	Pdelto_Chr01	702757	703104	:702757-703104
Podel.01G011000.v2.1	109	Pdelto_Chr01	705930	707169	:705930-707169
Podel.01G011100.v2.1	110	Pdelto_Chr01	707853	708498	:707853-708498
Podel.01G011200.v2.1	111	Pdelto_Chr01	708961	710400	:708961-710400
Podel.01G011300.v2.1	112	Pdelto_Chr01	710484	715129	:710484-715129
Podel.01G011400.v2.1	113	Pdelto_Chr01	724696	731385	:724696-731385
Podel.01G011500.v2.1	114	Pdelto_Chr01	732578	735872	:732578-735872
Podel.01G011600.v2.1	115	Pdelto_Chr01	736361	738243	:736361-738243
Podel.01G011700.v2.1	116	Pdelto_Chr01	739957	741627	:739957-741627
Podel.01G011800.v2.1	117	Pdelto_Chr01	752159	754660	:752159-754660
Podel.01G011900.v2.1	118	Pdelto_Chr01	755555	758781	:755555-758781
Podel.01G012000.v2.1	119	Pdelto_Chr01	759784	763286	:759784-763286
Podel.01G012100.v2.1	120	Pdelto_Chr01	764468	767938	:764468-767938
Podel.01G012200.v2.1	121	Pdelto_Chr01	770305	770586	:770305-770586
Podel.01G012300.v2.1	122	Pdelto_Chr01	770667	777812	:770667-777812
Podel.01G012400.v2.1	123	Pdelto_Chr01	778216	780043	:778216-780043
Podel.01G012500.v2.1	124	Pdelto_Chr01	782559	785617	:782559-785617
Podel.01G012600.v2.1	125	Pdelto_Chr01	785618	787440	:785618-787440
Podel.01G012700.v2.1	126	Pdelto_Chr01	788534	790502	:788534-790502
Podel.01G012800.v2.1	127	Pdelto_Chr01	791294	793093	:791294-793093
Podel.01G012900.v2.1	128	Pdelto_Chr01	799166	800615	:799166-800615
Podel.01G013000.v2.1	129	Pdelto_Chr01	803875	806529	:803875-806529
Podel.01G013100.v2.1	130	Pdelto_Chr01	809303	811118	:809303-811118
Podel.01G013200.v2.1	131	Pdelto_Chr01	813939	815776	:813939-815776
Podel.01G013300.v2.1	132	Pdelto_Chr01	823425	825089	:823425-825089
Podel.01G013400.v2.1	133	Pdelto_Chr01	840041	843939	:840041-843939
Podel.01G013500.v2.1	134	Pdelto_Chr01	844744	849398	:844744-849398
Podel.01G013600.v2.1	135	Pdelto_Chr01	854504	890982	:854504-890982
Podel.01G013700.v2.1	136	Pdelto_Chr01	892456	893548	:892456-893548
Podel.01G013800.v2.1	137	Pdelto_Chr01	896602	912478	:896602-912478
Podel.01G013900.v2.1	138	Pdelto_Chr01	922757	926429	:922757-926429
Podel.01G014000.v2.1	139	Pdelto_Chr01	937722	940695	:937722-940695
Podel.01G014100.v2.1	140	Pdelto_Chr01	938668	938895	:938668-938895
Podel.01G014200.v2.1	141	Pdelto_Chr01	939016	939302	:939016-939302
Podel.01G014300.v2.1	142	Pdelto_Chr01	942978	944108	:942978-944108
Podel.01G014400.v2.1	143	Pdelto_Chr01	948469	949811	:948469-949811
Podel.01G014500.v2.1	144	Pdelto_Chr01	957112	958293	:957112-958293
Podel.01G014600.v2.1	145	Pdelto_Chr01	962393	967350	:962393-967350
Podel.01G014700.v2.1	146	Pdelto_Chr01	968369	970130	:968369-970130
Podel.01G014800.v2.1	147	Pdelto_Chr01	973414	977923	:973414-977923
Podel.01G014900.v2.1	148	Pdelto_Chr01	978858	983245	:978858-983245
Podel.01G015000.v2.1	149	Pdelto_Chr01	987706	990220	:987706-990220
Podel.01G015100.v2.1	150	Pdelto_Chr01	998631	1003363	:998631-1003363
Podel.01G015200.v2.1	151	Pdelto_Chr01	1011522	1017056	:1011522-1017056
Podel.01G015300.v2.1	152	Pdelto_Chr01	1018662	1020897	:1018662-1020897
Podel.01G015400.v2.1	153	Pdelto_Chr01	1021015	1025326	:1021015-1025326
Podel.01G015500.v2.1	154	Pdelto_Chr01	1027061	1031436	:1027061-1031436
Podel.01G015600.v2.1	155	Pdelto_Chr01	1033123	1033842	:1033123-1033842
Podel.01G015700.v2.1	156	Pdelto_Chr01	1036007	1036272	:1036007-1036272
Podel.01G015800.v2.1	157	Pdelto_Chr01	1037680	1040668	:1037680-1040668
Podel.01G015900.v2.1	158	Pdelto_Chr01	1047136	1049663	:1047136-1049663
Podel.01G016000.v2.1	159	Pdelto_Chr01	1051545	1053140	:1051545-1053140
Podel.01G016100.v2.1	160	Pdelto_Chr01	1057308	1059749	:1057308-1059749
Podel.01G016200.v2.1	161	Pdelto_Chr01	1065390	1067794	:1065390-1067794
Podel.01G016300.v2.1	162	Pdelto_Chr01	1072770	1075227	:1072770-1075227
Podel.01G016400.v2.1	163	Pdelto_Chr01	1074284	1074406	:1074284-1074406
Podel.01G016500.v2.1	164	Pdelto_Chr01	1092772	1097271	:1092772-1097271
Podel.01G016600.v2.1	165	Pdelto_Chr01	1112150	1112542	:1112150-1112542
Podel.01G016700.v2.1	166	Pdelto_Chr01	1131233	1136067	:1131233-1136067
Podel.01G016800.v2.1	167	Pdelto_Chr01	1145983	1153681	:1145983-1153681
Podel.01G016900.v2.1	168	Pdelto_Chr01	1191939	1197002	:1191939-1197002
Podel.01G017000.v2.1	169	Pdelto_Chr01	1210290	1215225	:1210290-1215225
Podel.01G017100.v2.1	170	Pdelto_Chr01	1240504	1244478	:1240504-1244478
Podel.01G017200.v2.1	171	Pdelto_Chr01	1257091	1260218	:1257091-1260218
Podel.01G017300.v2.1	172	Pdelto_Chr01	1262318	1262931	:1262318-1262931
Podel.01G017400.v2.1	173	Pdelto_Chr01	1263811	1264128	:1263811-1264128
Podel.01G017500.v2.1	174	Pdelto_Chr01	1265191	1265892	:1265191-1265892
Podel.01G017600.v2.1	175	Pdelto_Chr01	1269122	1272661	:1269122-1272661
Podel.01G017700.v2.1	176	Pdelto_Chr01	1274646	1276004	:1274646-1276004
Podel.01G017800.v2.1	177	Pdelto_Chr01	1278265	1278624	:1278265-1278624
Podel.01G017900.v2.1	178	Pdelto_Chr01	1281414	1282871	:1281414-1282871
Podel.01G018000.v2.1	179	Pdelto_Chr01	1290760	1293381	:1290760-1293381
Podel.01G018100.v2.1	180	Pdelto_Chr01	1298480	1299983	:1298480-1299983
Podel.01G018200.v2.1	181	Pdelto_Chr01	1300131	1306814	:1300131-1306814
Podel.01G018300.v2.1	182	Pdelto_Chr01	1307615	1308025	:1307615-1308025
Podel.01G018400.v2.1	183	Pdelto_Chr01	1309238	1313642	:1309238-1313642
Podel.01G018500.v2.1	184	Pdelto_Chr01	1316252	1317047	:1316252-1317047
Podel.01G018600.v2.1	185	Pdelto_Chr01	1318516	1322946	:1318516-1322946
Podel.01G018700.v2.1	186	Pdelto_Chr01	1328419	1331274	:1328419-1331274
Podel.01G018800.v2.1	187	Pdelto_Chr01	1341503	1343118	:1341503-1343118
Podel.01G018900.v2.1	188	Pdelto_Chr01	1350879	1352219	:1350879-1352219
Podel.01G019000.v2.1	189	Pdelto_Chr01	1355179	1357118	:1355179-1357118
Podel.01G019100.v2.1	190	Pdelto_Chr01	1359780	1360379	:1359780-1360379
Podel.01G019200.v2.1	191	Pdelto_Chr01	1361874	1362953	:1361874-1362953
Podel.01G019300.v2.1	192	Pdelto_Chr01	1364798	1366051	:1364798-1366051
Podel.01G019400.v2.1	193	Pdelto_Chr01	1366838	1368777	:1366838-1368777
Podel.01G019500.v2.1	194	Pdelto_Chr01	1376646	1377716	:1376646-1377716
Podel.01G019600.v2.1	195	Pdelto_Chr01	1378922	1385143	:1378922-1385143
Podel.01G019700.v2.1	196	Pdelto_Chr01	1399454	1400975	:1399454-1400975
Podel.01G019800.v2.1	197	Pdelto_Chr01	1417220	1417825	:1417220-1417825
Podel.01G019900.v2.1	198	Pdelto_Chr01	1425753	1426732	:1425753-1426732
Podel.01G020000.v2.1	199	Pdelto_Chr01	1426882	1428551	:1426882-1428551
Podel.01G020100.v2.1	200	Pdelto_Chr01	1437117	1437868	:1437117-1437868
Podel.01G020200.v2.1	201	Pdelto_Chr01	1439860	1442539	:1439860-1442539
Podel.01G020300.v2.1	202	Pdelto_Chr01	1441070	1441171	:1441070-1441171
Podel.01G020400.v2.1	203	Pdelto_Chr01	1449695	1454300	:1449695-1454300
Podel.01G020500.v2.1	204	Pdelto_Chr01	1462847	1469282	:1462847-1469282
Podel.01G020600.v2.1	205	Pdelto_Chr01	1472208	1474452	:1472208-1474452
Podel.01G020700.v2.1	206	Pdelto_Chr01	1477944	1484442	:1477944-1484442
Podel.01G020800.v2.1	207	Pdelto_Chr01	1491404	1497045	:1491404-1497045
Podel.01G020900.v2.1	208	Pdelto_Chr01	1500781	1503011	:1500781-1503011
Podel.01G021000.v2.1	209	Pdelto_Chr01	1503012	1503517	:1503012-1503517
Podel.01G021100.v2.1	210	Pdelto_Chr01	1503518	1503864	:1503518-1503864
Podel.01G021200.v2.1	211	Pdelto_Chr01	1505521	1508643	:1505521-1508643
Podel.01G021300.v2.1	212	Pdelto_Chr01	1509726	1511785	:1509726-1511785
Podel.01G021400.v2.1	213	Pdelto_Chr01	1515265	1519753	:1515265-1519753
Podel.01G021500.v2.1	214	Pdelto_Chr01	1522488	1523128	:1522488-1523128
Podel.01G021600.v2.1	215	Pdelto_Chr01	1539327	1539816	:1539327-1539816
Podel.01G021700.v2.1	216	Pdelto_Chr01	1539817	1540361	:1539817-1540361
Podel.01G021800.v2.1	217	Pdelto_Chr01	1540255	1540791	:1540255-1540791
Podel.01G021900.v2.1	218	Pdelto_Chr01	1546919	1548265	:1546919-1548265
Podel.01G022000.v2.1	219	Pdelto_Chr01	1548575	1549027	:1548575-1549027
Podel.01G022100.v2.1	220	Pdelto_Chr01	1552593	1555199	:1552593-1555199
Podel.01G022200.v2.1	221	Pdelto_Chr01	1560706	1561993	:1560706-1561993
Podel.01G022300.v2.1	222	Pdelto_Chr01	1581640	1582531	:1581640-1582531
Podel.01G022400.v2.1	223	Pdelto_Chr01	1587956	1590884	:1587956-1590884
Podel.01G022500.v2.1	224	Pdelto_Chr01	1605823	1610408	:1605823-1610408
Podel.01G022600.v2.1	225	Pdelto_Chr01	1611675	1611815	:1611675-1611815
Podel.01G022700.v2.1	226	Pdelto_Chr01	1619190	1620538	:1619190-1620538
Podel.01G022800.v2.1	227	Pdelto_Chr01	1624185	1625210	:1624185-1625210
Podel.01G022900.v2.1	228	Pdelto_Chr01	1625336	1632338	:1625336-1632338
Podel.01G023000.v2.1	229	Pdelto_Chr01	1638284	1640276	:1638284-1640276
Podel.01G023100.v2.1	230	Pdelto_Chr01	1641210	1644420	:1641210-1644420
Podel.01G023200.v2.1	231	Pdelto_Chr01	1647383	1650607	:1647383-1650607
Podel.01G023300.v2.1	232	Pdelto_Chr01	1652465	1655258	:1652465-1655258
Podel.01G023400.v2.1	233	Pdelto_Chr01	1669187	1671975	:1669187-1671975
Podel.01G023500.v2.1	234	Pdelto_Chr01	1676229	1679987	:1676229-1679987
Podel.01G023600.v2.1	235	Pdelto_Chr01	1683756	1684244	:1683756-1684244
Podel.01G023700.v2.1	236	Pdelto_Chr01	1694273	1694938	:1694273-1694938
Podel.01G023800.v2.1	237	Pdelto_Chr01	1700832	1701293	:1700832-1701293
Podel.01G023900.v2.1	238	Pdelto_Chr01	1703890	1707387	:1703890-1707387
Podel.01G024000.v2.1	239	Pdelto_Chr01	1712984	1716441	:1712984-1716441
Podel.01G024100.v2.1	240	Pdelto_Chr01	1719381	1721197	:1719381-1721197
Podel.01G024200.v2.1	241	Pdelto_Chr01	1722524	1722757	:1722524-1722757
Podel.01G024300.v2.1	242	Pdelto_Chr01	1726043	1726996	:1726043-1726996
Podel.01G024400.v2.1	243	Pdelto_Chr01	1731799	1732743	:1731799-1732743
Podel.01G024500.v2.1	244	Pdelto_Chr01	1769830	1773264	:1769830-1773264
Podel.01G024600.v2.1	245	Pdelto_Chr01	1773531	1776529	:1773531-1776529
Podel.01G024700.v2.1	246	Pdelto_Chr01	1815582	1816525	:1815582-1816525
Podel.01G024800.v2.1	247	Pdelto_Chr01	1836620	1837563	:1836620-1837563
Podel.01G024900.v2.1	248	Pdelto_Chr01	1854564	1860124	:1854564-1860124
Podel.01G025000.v2.1	249	Pdelto_Chr01	1861310	1862717	:1861310-1862717
Podel.01G025100.v2.1	250	Pdelto_Chr01	1865459	1866658	:1865459-1866658
Podel.01G025200.v2.1	251	Pdelto_Chr01	1867185	1872752	:1867185-1872752
Podel.01G025300.v2.1	252	Pdelto_Chr01	1874964	1876868	:1874964-1876868
Podel.01G025400.v2.1	253	Pdelto_Chr01	1885279	1887253	:1885279-1887253
Podel.01G025500.v2.1	254	Pdelto_Chr01	1889929	1895184	:1889929-1895184
Podel.01G025600.v2.1	255	Pdelto_Chr01	1895691	1897360	:1895691-1897360
Podel.01G025700.v2.1	256	Pdelto_Chr01	1898791	1899271	:1898791-1899271
Podel.01G025800.v2.1	257	Pdelto_Chr01	1901758	1902105	:1901758-1902105
Podel.01G025900.v2.1	258	Pdelto_Chr01	1903327	1909157	:1903327-1909157
Podel.01G026000.v2.1	259	Pdelto_Chr01	1913885	1916712	:1913885-1916712
Podel.01G026100.v2.1	260	Pdelto_Chr01	1916952	1917518	:1916952-1917518
Podel.01G026200.v2.1	261	Pdelto_Chr01	1919228	1919791	:1919228-1919791
Podel.01G026300.v2.1	262	Pdelto_Chr01	1923161	1924036	:1923161-1924036
Podel.01G026400.v2.1	263	Pdelto_Chr01	1924467	1927842	:1924467-1927842
Podel.01G026500.v2.1	264	Pdelto_Chr01	1929289	1931154	:1929289-1931154
Podel.01G026600.v2.1	265	Pdelto_Chr01	1930827	1935498	:1930827-1935498
Podel.01G026700.v2.1	266	Pdelto_Chr01	1944453	1949370	:1944453-1949370
Podel.01G026800.v2.1	267	Pdelto_Chr01	1955313	1956337	:1955313-1956337
Podel.01G026900.v2.1	268	Pdelto_Chr01	1956338	1958371	:1956338-1958371
Podel.01G027000.v2.1	269	Pdelto_Chr01	1960536	1964293	:1960536-1964293
Podel.01G027100.v2.1	270	Pdelto_Chr01	1964879	1968794	:1964879-1968794
Podel.01G027200.v2.1	271	Pdelto_Chr01	1970986	1974123	:1970986-1974123
Podel.01G027300.v2.1	272	Pdelto_Chr01	1978232	1980906	:1978232-1980906
Podel.01G027400.v2.1	273	Pdelto_Chr01	1981327	1982489	:1981327-1982489
Podel.01G027500.v2.1	274	Pdelto_Chr01	1984717	1992323	:1984717-1992323
Podel.01G027600.v2.1	275	Pdelto_Chr01	1997194	1999227	:1997194-1999227
Podel.01G027700.v2.1	276	Pdelto_Chr01	2001587	2001805	:2001587-2001805
Podel.01G027800.v2.1	277	Pdelto_Chr01	2005432	2005902	:2005432-2005902
Podel.01G027900.v2.1	278	Pdelto_Chr01	2007098	2010766	:2007098-2010766
Podel.01G028000.v2.1	279	Pdelto_Chr01	2015976	2018468	:2015976-2018468
Podel.01G028100.v2.1	280	Pdelto_Chr01	2019070	2022411	:2019070-2022411
Podel.01G028200.v2.1	281	Pdelto_Chr01	2023328	2024035	:2023328-2024035
Podel.01G028300.v2.1	282	Pdelto_Chr01	2024036	2027478	:2024036-2027478
Podel.01G028400.v2.1	283	Pdelto_Chr01	2029583	2033615	:2029583-2033615
Podel.01G028500.v2.1	284	Pdelto_Chr01	2034646	2035445	:2034646-2035445
Podel.01G028600.v2.1	285	Pdelto_Chr01	2035736	2036854	:2035736-2036854
Podel.01G028700.v2.1	286	Pdelto_Chr01	2040044	2046576	:2040044-2046576
Podel.01G028800.v2.1	287	Pdelto_Chr01	2048813	2053840	:2048813-2053840
Podel.01G028900.v2.1	288	Pdelto_Chr01	2053190	2056027	:2053190-2056027
Podel.01G029000.v2.1	289	Pdelto_Chr01	2059567	2065888	:2059567-2065888
Podel.01G029100.v2.1	290	Pdelto_Chr01	2066336	2066948	:2066336-2066948
Podel.01G029200.v2.1	291	Pdelto_Chr01	2069272	2070072	:2069272-2070072
Podel.01G029300.v2.1	292	Pdelto_Chr01	2073858	2076131	:2073858-2076131
Podel.01G029400.v2.1	293	Pdelto_Chr01	2077794	2086970	:2077794-2086970
Podel.01G029500.v2.1	294	Pdelto_Chr01	2090980	2101980	:2090980-2101980
Podel.01G029600.v2.1	295	Pdelto_Chr01	2105095	2106466	:2105095-2106466
Podel.01G029700.v2.1	296	Pdelto_Chr01	2114214	2118186	:2114214-2118186
Podel.01G029800.v2.1	297	Pdelto_Chr01	2137526	2139764	:2137526-2139764
Podel.01G029900.v2.1	298	Pdelto_Chr01	2140387	2151323	:2140387-2151323
Podel.01G030000.v2.1	299	Pdelto_Chr01	2152314	2152788	:2152314-2152788
Podel.01G030100.v2.1	300	Pdelto_Chr01	2154472	2164448	:2154472-2164448
Podel.01G030200.v2.1	301	Pdelto_Chr01	2164092	2165831	:2164092-2165831
Podel.01G030300.v2.1	302	Pdelto_Chr01	2169271	2173720	:2169271-2173720
Podel.01G030400.v2.1	303	Pdelto_Chr01	2175815	2179406	:2175815-2179406
Podel.01G030500.v2.1	304	Pdelto_Chr01	2179423	2180241	:2179423-2180241
Podel.01G030600.v2.1	305	Pdelto_Chr01	2181715	2186670	:2181715-2186670
Podel.01G030700.v2.1	306	Pdelto_Chr01	2194834	2196697	:2194834-2196697
Podel.01G030800.v2.1	307	Pdelto_Chr01	2200484	2205859	:2200484-2205859
Podel.01G030900.v2.1	308	Pdelto_Chr01	2213565	2216089	:2213565-2216089
Podel.01G031000.v2.1	309	Pdelto_Chr01	2217483	2217848	:2217483-2217848
Podel.01G031100.v2.1	310	Pdelto_Chr01	2219685	2223454	:2219685-2223454
Podel.01G031200.v2.1	311	Pdelto_Chr01	2228715	2230813	:2228715-2230813
Podel.01G031300.v2.1	312	Pdelto_Chr01	2232760	2235809	:2232760-2235809
Podel.01G031400.v2.1	313	Pdelto_Chr01	2237273	2242970	:2237273-2242970
Podel.01G031500.v2.1	314	Pdelto_Chr01	2243500	2244106	:2243500-2244106
Podel.01G031600.v2.1	315	Pdelto_Chr01	2270473	2270724	:2270473-2270724
Podel.01G031700.v2.1	316	Pdelto_Chr01	2271203	2271418	:2271203-2271418
Podel.01G031800.v2.1	317	Pdelto_Chr01	2271451	2275761	:2271451-2275761
Podel.01G031900.v2.1	318	Pdelto_Chr01	2282051	2284498	:2282051-2284498
Podel.01G032000.v2.1	319	Pdelto_Chr01	2286558	2290564	:2286558-2290564
Podel.01G032100.v2.1	320	Pdelto_Chr01	2290718	2302855	:2290718-2302855
Podel.01G032200.v2.1	321	Pdelto_Chr01	2311716	2312845	:2311716-2312845
Podel.01G032300.v2.1	322	Pdelto_Chr01	2320893	2329955	:2320893-2329955
Podel.01G032400.v2.1	323	Pdelto_Chr01	2330622	2333038	:2330622-2333038
Podel.01G032500.v2.1	324	Pdelto_Chr01	2333461	2336788	:2333461-2336788
Podel.01G032600.v2.1	325	Pdelto_Chr01	2337650	2349105	:2337650-2349105
Podel.01G032700.v2.1	326	Pdelto_Chr01	2349467	2353152	:2349467-2353152
Podel.01G032800.v2.1	327	Pdelto_Chr01	2357913	2362726	:2357913-2362726
Podel.01G032900.v2.1	328	Pdelto_Chr01	2363604	2365084	:2363604-2365084
Podel.01G033000.v2.1	329	Pdelto_Chr01	2366383	2368446	:2366383-2368446
