gene_ID	OF_ID	seqid	start	end	gea_gene
gene:Ha412HOChr00c00198g0863371	44666	Ha412HOChr00c00198	12281	15173	:12281-15173
gene:Ha412HOChr00c00198g0863391	44667	Ha412HOChr00c00198	18728	23590	:18728-23590
gene:Ha412HOChr00c00198g0863401	44668	Ha412HOChr00c00198	24280	26886	:24280-26886
gene:Ha412HOChr00c00198g0863411	44669	Ha412HOChr00c00198	25068	27449	:25068-27449
gene:Ha412HOChr00c00198g0863421	44670	Ha412HOChr00c00198	26888	27487	:26888-27487
gene:Ha412HOChr00c00202g0863451	44671	Ha412HOChr00c00202	1	600	:1-600
gene:Ha412HOChr00c00203g0863481	44672	Ha412HOChr00c00203	5390	7671	:5390-7671
gene:Ha412HOChr00c00207g0863491	44673	Ha412HOChr00c00207	1	1933	:1-1933
gene:Ha412HOChr00c00212g0863511	44674	Ha412HOChr00c00212	27325	28980	:27325-28980
gene:Ha412HOChr00c00220g0863541	44675	Ha412HOChr00c00220	19187	20705	:19187-20705
gene:Ha412HOChr00c00221g0863551	44676	Ha412HOChr00c00221	28176	29470	:28176-29470
gene:Ha412HOChr00c00224g0863571	44677	Ha412HOChr00c00224	3267	5809	:3267-5809
gene:Ha412HOChr00c00234g0863611	44678	Ha412HOChr00c00234	428	1802	:428-1802
gene:Ha412HOChr00c00234g0863631	44679	Ha412HOChr00c00234	12466	13883	:12466-13883
gene:Ha412HOChr00c00238g0863651	44680	Ha412HOChr00c00238	5355	14141	:5355-14141
gene:Ha412HOChr00c00238g0863661	44681	Ha412HOChr00c00238	11598	14130	:11598-14130
gene:Ha412HOChr00c00239g0863671	44682	Ha412HOChr00c00239	8997	11052	:8997-11052
gene:Ha412HOChr00c00239g0863681	44683	Ha412HOChr00c00239	16057	17398	:16057-17398
gene:Ha412HOChr00c00239g0863691	44684	Ha412HOChr00c00239	17553	18461	:17553-18461
gene:Ha412HOChr00c00251g0863751	44685	Ha412HOChr00c00251	261	14396	:261-14396
gene:Ha412HOChr00c00251g0863781	44686	Ha412HOChr00c00251	14398	15115	:14398-15115
gene:Ha412HOChr00c00251g0863791	44687	Ha412HOChr00c00251	15117	19729	:15117-19729
gene:Ha412HOChr00c00251g0863801	44688	Ha412HOChr00c00251	19731	20901	:19731-20901
gene:Ha412HOChr00c00251g0863811	44689	Ha412HOChr00c00251	22265	24572	:22265-24572
gene:Ha412HOChr00c00252g0863861	44690	Ha412HOChr00c00252	5002	5487	:5002-5487
gene:Ha412HOChr00c00262g0863871	44691	Ha412HOChr00c00262	12653	17729	:12653-17729
gene:Ha412HOChr00c00274g0863911	44692	Ha412HOChr00c00274	10573	11575	:10573-11575
gene:Ha412HOChr00c00274g0863921	44693	Ha412HOChr00c00274	12657	15509	:12657-15509
gene:Ha412HOChr00c00279g0863941	44694	Ha412HOChr00c00279	19409	20721	:19409-20721
gene:Ha412HOChr00c00295g0863971	44695	Ha412HOChr00c00295	14407	17473	:14407-17473
gene:Ha412HOChr00c00295g0863981	44696	Ha412HOChr00c00295	15292	15594	:15292-15594
gene:Ha412HOChr00c00298g0863991	44697	Ha412HOChr00c00298	74	7641	:74-7641
gene:Ha412HOChr00c00298g0864011	44698	Ha412HOChr00c00298	9912	15494	:9912-15494
gene:Ha412HOChr00c00316g0864031	44699	Ha412HOChr00c00316	4064	4811	:4064-4811
gene:Ha412HOChr00c00318g0864041	44700	Ha412HOChr00c00318	19046	19474	:19046-19474
gene:Ha412HOChr00c00327g0864081	44701	Ha412HOChr00c00327	1386	2519	:1386-2519
gene:Ha412HOChr00c00327g0864091	44702	Ha412HOChr00c00327	2845	3359	:2845-3359
gene:Ha412HOChr00c00327g0864101	44703	Ha412HOChr00c00327	3674	4444	:3674-4444
gene:Ha412HOChr00c00327g0864111	44704	Ha412HOChr00c00327	4985	8245	:4985-8245
gene:Ha412HOChr00c00336g0864131	44705	Ha412HOChr00c00336	7502	12267	:7502-12267
gene:Ha412HOChr00c00336g0864141	44706	Ha412HOChr00c00336	13327	15946	:13327-15946
gene:Ha412HOChr00c00336g0864151	44707	Ha412HOChr00c00336	16624	19029	:16624-19029
gene:Ha412HOChr00c00338g0864171	44708	Ha412HOChr00c00338	13731	18268	:13731-18268
gene:Ha412HOChr00c00341g0864231	44709	Ha412HOChr00c00341	11498	12883	:11498-12883
gene:Ha412HOChr00c00341g0864241	44710	Ha412HOChr00c00341	16665	18783	:16665-18783
gene:Ha412HOChr00c00362g0864281	44711	Ha412HOChr00c00362	6392	8769	:6392-8769
gene:Ha412HOChr00c00382g0864301	44712	Ha412HOChr00c00382	1	1527	:1-1527
gene:Ha412HOChr00c00387g0864311	44713	Ha412HOChr00c00387	13683	16408	:13683-16408
gene:Ha412HOChr00c00399g0864341	44714	Ha412HOChr00c00399	1059	3807	:1059-3807
gene:Ha412HOChr00c00399g0864351	44715	Ha412HOChr00c00399	8931	12357	:8931-12357
gene:Ha412HOChr00c00399g0864361	44716	Ha412HOChr00c00399	9035	11297	:9035-11297
gene:Ha412HOChr00c00401g0864381	44717	Ha412HOChr00c00401	12032	13355	:12032-13355
gene:Ha412HOChr00c00401g0864391	44718	Ha412HOChr00c00401	13556	15212	:13556-15212
gene:Ha412HOChr00c00419g0864411	44719	Ha412HOChr00c00419	14245	15171	:14245-15171
gene:Ha412HOChr00c00445g0864451	44720	Ha412HOChr00c00445	2222	13050	:2222-13050
gene:Ha412HOChr00c00447g0864461	44721	Ha412HOChr00c00447	1847	2863	:1847-2863
gene:Ha412HOChr00c00447g0864471	44722	Ha412HOChr00c00447	8318	8705	:8318-8705
gene:Ha412HOChr00c00447g0864481	44723	Ha412HOChr00c00447	8725	13041	:8725-13041
gene:Ha412HOChr00c00452g0864491	44724	Ha412HOChr00c00452	88	2085	:88-2085
gene:Ha412HOChr00c00455g0864501	44725	Ha412HOChr00c00455	4613	5089	:4613-5089
gene:Ha412HOChr00c00459g0864551	44726	Ha412HOChr00c00459	11697	13000	:11697-13000
gene:Ha412HOChr00c00461g0864561	44727	Ha412HOChr00c00461	1601	3730	:1601-3730
gene:Ha412HOChr00c00461g0864571	44728	Ha412HOChr00c00461	5285	7062	:5285-7062
gene:Ha412HOChr00c00461g0864581	44729	Ha412HOChr00c00461	9071	11830	:9071-11830
gene:Ha412HOChr00c00465g0864621	44730	Ha412HOChr00c00465	6809	9953	:6809-9953
gene:Ha412HOChr00c00466g0864641	44731	Ha412HOChr00c00466	11072	11314	:11072-11314
gene:Ha412HOChr00c00485g0864671	44732	Ha412HOChr00c00485	8368	11820	:8368-11820
gene:Ha412HOChr00c00486g0864681	44733	Ha412HOChr00c00486	2095	2568	:2095-2568
gene:Ha412HOChr00c00494g0864691	44734	Ha412HOChr00c00494	1	1422	:1-1422
gene:Ha412HOChr00c00494g0864721	44735	Ha412HOChr00c00494	8826	9457	:8826-9457
gene:Ha412HOChr00c00500g0864731	44736	Ha412HOChr00c00500	3969	7254	:3969-7254
gene:Ha412HOChr00c00506g0864741	44737	Ha412HOChr00c00506	351	1893	:351-1893
gene:Ha412HOChr00c00511g0864751	44738	Ha412HOChr00c00511	1624	3661	:1624-3661
gene:Ha412HOChr00c00520g0864781	44739	Ha412HOChr00c00520	2992	3516	:2992-3516
gene:Ha412HOChr00c00530g0864811	44740	Ha412HOChr00c00530	5379	5943	:5379-5943
gene:Ha412HOChr00c00534g0864831	44741	Ha412HOChr00c00534	6476	7435	:6476-7435
gene:Ha412HOChr00c00557g0864861	44742	Ha412HOChr00c00557	1	908	:1-908
gene:Ha412HOChr00c00564g0864891	44743	Ha412HOChr00c00564	30	3277	:30-3277
gene:Ha412HOChr00c00584g0864911	44744	Ha412HOChr00c00584	1	5228	:1-5228
gene:Ha412HOChr00c00589g0864931	44745	Ha412HOChr00c00589	1110	1994	:1110-1994
gene:Ha412HOChr00c00589g0864941	44746	Ha412HOChr00c00589	1602	5049	:1602-5049
gene:Ha412HOChr00c00589g0864961	44747	Ha412HOChr00c00589	7575	9605	:7575-9605
gene:Ha412HOChr00c00615g0864971	44748	Ha412HOChr00c00615	4149	7558	:4149-7558
gene:Ha412HOChr00c00631g0864981	44749	Ha412HOChr00c00631	1	2618	:1-2618
gene:Ha412HOChr00c00658g0864991	44750	Ha412HOChr00c00658	1888	3008	:1888-3008
gene:Ha412HOChr00c00658g0865001	44751	Ha412HOChr00c00658	6872	8593	:6872-8593
gene:Ha412HOChr00c00661g0865011	44752	Ha412HOChr00c00661	3541	8641	:3541-8641
gene:Ha412HOChr00c00691g0865031	44753	Ha412HOChr00c00691	1415	3702	:1415-3702
gene:Ha412HOChr00c00698g0865041	44754	Ha412HOChr00c00698	1	2782	:1-2782
gene:Ha412HOChr00c00698g0865061	44755	Ha412HOChr00c00698	3066	8004	:3066-8004
gene:Ha412HOChr00c00706g0865071	44756	Ha412HOChr00c00706	5686	6671	:5686-6671
gene:Ha412HOChr00c00717g0865101	44757	Ha412HOChr00c00717	2437	3281	:2437-3281
gene:Ha412HOChr00c00736g0865111	44758	Ha412HOChr00c00736	3124	6453	:3124-6453
gene:Ha412HOChr00c00739g0865131	44759	Ha412HOChr00c00739	755	2618	:755-2618
gene:Ha412HOChr00c00782g0865141	44760	Ha412HOChr00c00782	4956	5201	:4956-5201
gene:Ha412HOChr00c00813g0865151	44761	Ha412HOChr00c00813	448	822	:448-822
gene:Ha412HOChr00c00816g0865161	44762	Ha412HOChr00c00816	1	1637	:1-1637
gene:Ha412HOChr00c00816g0865181	44763	Ha412HOChr00c00816	3321	3989	:3321-3989
gene:Ha412HOChr00c00816g0865191	44764	Ha412HOChr00c00816	3993	5645	:3993-5645
gene:Ha412HOChr00c00846g0865211	44765	Ha412HOChr00c00846	1	3032	:1-3032
gene:Ha412HOChr00c00846g0865231	44766	Ha412HOChr00c00846	3696	6453	:3696-6453
gene:Ha412HOChr00c00880g0865281	44767	Ha412HOChr00c00880	983	5599	:983-5599
gene:Ha412HOChr00c00881g0865291	44768	Ha412HOChr00c00881	2192	3692	:2192-3692
gene:Ha412HOChr00c00934g0865321	44769	Ha412HOChr00c00934	1147	5301	:1147-5301
gene:Ha412HOChr00c00944g0865351	44770	Ha412HOChr00c00944	477	4425	:477-4425
gene:Ha412HOChr00c00962g0865371	44771	Ha412HOChr00c00962	22	4919	:22-4919
gene:Ha412HOChr00c00977g0865381	44772	Ha412HOChr00c00977	1545	2089	:1545-2089
gene:Ha412HOChr00c00996g0865401	44773	Ha412HOChr00c00996	2145	4460	:2145-4460
gene:Ha412HOChr00c00997g0865411	44774	Ha412HOChr00c00997	232	1074	:232-1074
gene:Ha412HOChr00c00997g0865421	44775	Ha412HOChr00c00997	595	1395	:595-1395
gene:Ha412HOChr00c01006g0865451	44776	Ha412HOChr00c01006	1043	1390	:1043-1390
gene:Ha412HOChr00c01006g0865461	44777	Ha412HOChr00c01006	2105	3423	:2105-3423
gene:Ha412HOChr00c01032g0865491	44778	Ha412HOChr00c01032	855	1380	:855-1380
gene:Ha412HOChr00c01032g0865501	44779	Ha412HOChr00c01032	2106	3178	:2106-3178
gene:Ha412HOChr00c01035g0865521	44780	Ha412HOChr00c01035	1218	2601	:1218-2601
gene:Ha412HOChr00c01057g0865561	44781	Ha412HOChr00c01057	1	1486	:1-1486
gene:Ha412HOChr00c01061g0865591	44782	Ha412HOChr00c01061	1844	2798	:1844-2798
gene:Ha412HOChr00c01062g0865611	44783	Ha412HOChr00c01062	146	1839	:146-1839
gene:Ha412HOChr00c01067g0865621	44784	Ha412HOChr00c01067	711	3488	:711-3488
gene:Ha412HOChr00c01072g0865631	44785	Ha412HOChr00c01072	1	810	:1-810
gene:Ha412HOChr00c01077g0865651	44786	Ha412HOChr00c01077	227	1660	:227-1660
gene:Ha412HOChr00c01080g0865661	44787	Ha412HOChr00c01080	1074	2854	:1074-2854
gene:Ha412HOChr00c01088g0865681	44788	Ha412HOChr00c01088	1637	2328	:1637-2328
gene:Ha412HOChr00c01149g0865751	44789	Ha412HOChr00c01149	1167	2632	:1167-2632
gene:Ha412HOChr00c01155g0865771	44790	Ha412HOChr00c01155	2021	2588	:2021-2588
gene:Ha412HOChr00c01226g0865821	44791	Ha412HOChr00c01226	11	1052	:11-1052
gene:Ha412HOChr00c01226g0865841	44792	Ha412HOChr00c01226	1055	2336	:1055-2336
gene:Ha412HOChr00c01232g0865861	44793	Ha412HOChr00c01232	1577	2531	:1577-2531
gene:Ha412HOChr00c01235g0865871	44794	Ha412HOChr00c01235	567	1084	:567-1084
gene:Ha412HOChr00c01236g0865881	44795	Ha412HOChr00c01236	1193	2584	:1193-2584
gene:Ha412HOChr00c01237g0865901	44796	Ha412HOChr00c01237	29	1413	:29-1413
gene:Ha412HOChr00c01240g0865911	44797	Ha412HOChr00c01240	283	2326	:283-2326
gene:Ha412HOChr00c01246g0865931	44798	Ha412HOChr00c01246	1432	2246	:1432-2246
gene:Ha412HOChr00c01265g0865961	44799	Ha412HOChr00c01265	1	2522	:1-2522
gene:Ha412HOChr00c01268g0865971	44800	Ha412HOChr00c01268	760	1832	:760-1832
gene:Ha412HOChr00c01306g0865991	44801	Ha412HOChr00c01306	540	1223	:540-1223
gene:Ha412HOChr00c01312g0866001	44802	Ha412HOChr00c01312	1066	2376	:1066-2376
gene:Ha412HOChr00c01322g0866021	44803	Ha412HOChr00c01322	1	1643	:1-1643
gene:Ha412HOChr00c01327g0866031	44804	Ha412HOChr00c01327	1638	2332	:1638-2332
gene:Ha412HOChr00c01436g0866101	44805	Ha412HOChr00c01436	708	2096	:708-2096
gene:Ha412HOChr00c01457g0866121	44806	Ha412HOChr00c01457	694	1849	:694-1849
gene:Ha412HOChr00c01461g0866131	44807	Ha412HOChr00c01461	761	2071	:761-2071
gene:Ha412HOChr00c01481g0866151	44808	Ha412HOChr00c01481	73	1230	:73-1230
gene:Ha412HOChr00c01482g0866161	44809	Ha412HOChr00c01482	561	2046	:561-2046
gene:Ha412HOChr00c01501g0866181	44810	Ha412HOChr00c01501	1	1697	:1-1697
gene:Ha412HOChr00c01503g0866191	44811	Ha412HOChr00c01503	1	2014	:1-2014
gene:Ha412HOChr00c01513g0866211	44812	Ha412HOChr00c01513	160	2000	:160-2000
gene:Ha412HOChr00c01524g0866251	44813	Ha412HOChr00c01524	1186	1986	:1186-1986
gene:Ha412HOChr00c01534g0866261	44814	Ha412HOChr00c01534	718	1970	:718-1970
gene:Ha412HOChr00c01540g0866271	44815	Ha412HOChr00c01540	1	1373	:1-1373
gene:Ha412HOChr00c01591g0866311	44816	Ha412HOChr00c01591	1	1890	:1-1890
gene:Ha412HOChr00c01610g0866351	44817	Ha412HOChr00c01610	1507	1864	:1507-1864
gene:Ha412HOChr00c01614g0866361	44818	Ha412HOChr00c01614	1	933	:1-933
gene:Ha412HOChr00c01662g0866381	44819	Ha412HOChr00c01662	512	1819	:512-1819
gene:Ha412HOChr00c01712g0866411	44820	Ha412HOChr00c01712	1	1274	:1-1274
gene:Ha412HOChr00c01714g0866421	44821	Ha412HOChr00c01714	1	335	:1-335
gene:Ha412HOChr00c01728g0866431	44822	Ha412HOChr00c01728	91	1040	:91-1040
gene:Ha412HOChr00c01755g0866441	44823	Ha412HOChr00c01755	1	1408	:1-1408
gene:Ha412HOChr00c01782g0866461	44824	Ha412HOChr00c01782	1	1517	:1-1517
gene:Ha412HOChr00c01812g0866491	44825	Ha412HOChr00c01812	1	425	:1-425
gene:Ha412HOChr00c01842g0866511	44826	Ha412HOChr00c01842	469	1646	:469-1646
gene:Ha412HOChr00c01845g0866521	44827	Ha412HOChr00c01845	387	1589	:387-1589
gene:Ha412HOChr00c01868g0866541	44828	Ha412HOChr00c01868	1185	1644	:1185-1644
gene:Ha412HOChr00c01888g0866551	44829	Ha412HOChr00c01888	126	1634	:126-1634
gene:Ha412HOChr00c01984g0866601	44830	Ha412HOChr00c01984	1	1066	:1-1066
