gene_ID	OF_ID	seqname	start	end	gea_gene
gene10026	13868	Phalli_NC_038044.1	16809080	16813008	Phalli_NC_038044.1:16809080-16813008
gene10027	13869	Phalli_NC_038044.1	16823650	16826308	Phalli_NC_038044.1:16823650-16826308
gene10028	13870	Phalli_NC_038044.1	16833600	16838642	Phalli_NC_038044.1:16833600-16838642
gene10029	13871	Phalli_NC_038044.1	16840403	16843807	Phalli_NC_038044.1:16840403-16843807
gene1003	24201	Phalli_NC_038042.1	8818385	8821679	Phalli_NC_038042.1:8818385-8821679
gene10030	13872	Phalli_NC_038044.1	16875458	16876486	Phalli_NC_038044.1:16875458-16876486
gene10034	13873	Phalli_NC_038044.1	16879373	16887095	Phalli_NC_038044.1:16879373-16887095
gene10035	13874	Phalli_NC_038044.1	16893561	16898160	Phalli_NC_038044.1:16893561-16898160
gene10036	13875	Phalli_NC_038044.1	16906014	16908218	Phalli_NC_038044.1:16906014-16908218
gene10037	13876	Phalli_NC_038044.1	16908839	16912203	Phalli_NC_038044.1:16908839-16912203
gene10038	13877	Phalli_NC_038044.1	16947243	16949723	Phalli_NC_038044.1:16947243-16949723
gene10039	13878	Phalli_NC_038044.1	16962285	16964052	Phalli_NC_038044.1:16962285-16964052
gene1004	24202	Phalli_NC_038042.1	8822070	8824677	Phalli_NC_038042.1:8822070-8824677
gene10040	13879	Phalli_NC_038044.1	16970528	16973731	Phalli_NC_038044.1:16970528-16973731
gene10041	13880	Phalli_NC_038044.1	16979032	16982500	Phalli_NC_038044.1:16979032-16982500
gene10042	13881	Phalli_NC_038044.1	16988430	16990367	Phalli_NC_038044.1:16988430-16990367
gene10043	13882	Phalli_NC_038044.1	16992448	16995396	Phalli_NC_038044.1:16992448-16995396
gene10044	13883	Phalli_NC_038044.1	17000177	17002564	Phalli_NC_038044.1:17000177-17002564
gene10045	13884	Phalli_NC_038044.1	17004663	17007906	Phalli_NC_038044.1:17004663-17007906
gene10046	13885	Phalli_NC_038044.1	17022788	17027447	Phalli_NC_038044.1:17022788-17027447
gene10047	13886	Phalli_NC_038044.1	17049158	17049905	Phalli_NC_038044.1:17049158-17049905
gene10048	13887	Phalli_NC_038044.1	17053279	17055894	Phalli_NC_038044.1:17053279-17055894
gene10049	13888	Phalli_NC_038044.1	17057352	17063101	Phalli_NC_038044.1:17057352-17063101
gene1005	24203	Phalli_NC_038042.1	8854742	8857520	Phalli_NC_038042.1:8854742-8857520
gene10050	13889	Phalli_NC_038044.1	17084037	17101277	Phalli_NC_038044.1:17084037-17101277
gene10051	13890	Phalli_NC_038044.1	17101724	17104726	Phalli_NC_038044.1:17101724-17104726
gene10052	13891	Phalli_NC_038044.1	17104886	17106791	Phalli_NC_038044.1:17104886-17106791
gene10053	13892	Phalli_NC_038044.1	17113897	17115940	Phalli_NC_038044.1:17113897-17115940
gene10054	13893	Phalli_NC_038044.1	17126854	17134334	Phalli_NC_038044.1:17126854-17134334
gene10055	13894	Phalli_NC_038044.1	17131580	17134334	Phalli_NC_038044.1:17131580-17134334
gene10056	13895	Phalli_NC_038044.1	17137786	17140848	Phalli_NC_038044.1:17137786-17140848
gene10058	13896	Phalli_NC_038044.1	17142821	17146351	Phalli_NC_038044.1:17142821-17146351
gene10059	13897	Phalli_NC_038044.1	17154887	17157785	Phalli_NC_038044.1:17154887-17157785
gene1006	24204	Phalli_NC_038042.1	8899287	8900055	Phalli_NC_038042.1:8899287-8900055
gene10060	13898	Phalli_NC_038044.1	17171161	17174861	Phalli_NC_038044.1:17171161-17174861
gene10062	13899	Phalli_NC_038044.1	17181169	17185840	Phalli_NC_038044.1:17181169-17185840
gene10063	13900	Phalli_NC_038044.1	17186439	17190056	Phalli_NC_038044.1:17186439-17190056
gene10064	13901	Phalli_NC_038044.1	17190952	17192387	Phalli_NC_038044.1:17190952-17192387
gene10065	13902	Phalli_NC_038044.1	17195105	17198881	Phalli_NC_038044.1:17195105-17198881
gene10066	13903	Phalli_NC_038044.1	17212850	17218362	Phalli_NC_038044.1:17212850-17218362
gene10068	13904	Phalli_NC_038044.1	17222426	17223991	Phalli_NC_038044.1:17222426-17223991
gene10069	13905	Phalli_NC_038044.1	17227415	17228771	Phalli_NC_038044.1:17227415-17228771
gene10070	13906	Phalli_NC_038044.1	17247515	17248693	Phalli_NC_038044.1:17247515-17248693
gene10071	13907	Phalli_NC_038044.1	17264773	17265645	Phalli_NC_038044.1:17264773-17265645
gene10072	13908	Phalli_NC_038044.1	17278345	17279463	Phalli_NC_038044.1:17278345-17279463
gene10073	13909	Phalli_NC_038044.1	17302902	17303893	Phalli_NC_038044.1:17302902-17303893
gene10074	13910	Phalli_NC_038044.1	17306909	17312554	Phalli_NC_038044.1:17306909-17312554
gene10075	13911	Phalli_NC_038044.1	17316770	17319525	Phalli_NC_038044.1:17316770-17319525
gene10076	13912	Phalli_NC_038044.1	17333044	17335717	Phalli_NC_038044.1:17333044-17335717
gene10077	13913	Phalli_NC_038044.1	17340617	17342676	Phalli_NC_038044.1:17340617-17342676
gene10078	13914	Phalli_NC_038044.1	17342993	17345853	Phalli_NC_038044.1:17342993-17345853
gene10079	13915	Phalli_NC_038044.1	17348496	17349838	Phalli_NC_038044.1:17348496-17349838
gene10080	13916	Phalli_NC_038044.1	17362948	17364624	Phalli_NC_038044.1:17362948-17364624
gene10081	13917	Phalli_NC_038044.1	17370417	17372583	Phalli_NC_038044.1:17370417-17372583
gene10082	13918	Phalli_NC_038044.1	17382524	17383538	Phalli_NC_038044.1:17382524-17383538
gene10083	13919	Phalli_NC_038044.1	17385480	17388568	Phalli_NC_038044.1:17385480-17388568
gene10084	13920	Phalli_NC_038044.1	17389095	17389768	Phalli_NC_038044.1:17389095-17389768
gene10085	13921	Phalli_NC_038044.1	17392106	17395376	Phalli_NC_038044.1:17392106-17395376
gene10087	13922	Phalli_NC_038044.1	17397312	17399136	Phalli_NC_038044.1:17397312-17399136
gene10088	13923	Phalli_NC_038044.1	17399894	17403174	Phalli_NC_038044.1:17399894-17403174
gene10089	13924	Phalli_NC_038044.1	17407526	17408827	Phalli_NC_038044.1:17407526-17408827
gene1009	24205	Phalli_NC_038042.1	8909300	8916689	Phalli_NC_038042.1:8909300-8916689
gene10090	13925	Phalli_NC_038044.1	17411020	17414242	Phalli_NC_038044.1:17411020-17414242
gene10091	13926	Phalli_NC_038044.1	17438936	17473179	Phalli_NC_038044.1:17438936-17473179
gene10092	13927	Phalli_NC_038044.1	17481259	17484030	Phalli_NC_038044.1:17481259-17484030
gene10093	13928	Phalli_NC_038044.1	17485013	17485789	Phalli_NC_038044.1:17485013-17485789
gene10094	13929	Phalli_NC_038044.1	17499162	17501532	Phalli_NC_038044.1:17499162-17501532
gene10095	13930	Phalli_NC_038044.1	17533466	17542273	Phalli_NC_038044.1:17533466-17542273
gene10097	13931	Phalli_NC_038044.1	17572514	17574453	Phalli_NC_038044.1:17572514-17574453
gene10099	13932	Phalli_NC_038044.1	17669441	17679707	Phalli_NC_038044.1:17669441-17679707
gene101	23436	Phalli_NC_038042.1	1007089	1013282	Phalli_NC_038042.1:1007089-1013282
gene1010	24206	Phalli_NC_038042.1	8923331	8929121	Phalli_NC_038042.1:8923331-8929121
gene10100	13933	Phalli_NC_038044.1	17679752	17682764	Phalli_NC_038044.1:17679752-17682764
gene10101	13934	Phalli_NC_038044.1	17689523	17694655	Phalli_NC_038044.1:17689523-17694655
gene10102	13935	Phalli_NC_038044.1	17697544	17702221	Phalli_NC_038044.1:17697544-17702221
gene10103	13936	Phalli_NC_038044.1	17707498	17712330	Phalli_NC_038044.1:17707498-17712330
gene10104	13937	Phalli_NC_038044.1	17712765	17717129	Phalli_NC_038044.1:17712765-17717129
gene10105	13938	Phalli_NC_038044.1	17720217	17721029	Phalli_NC_038044.1:17720217-17721029
gene10106	13939	Phalli_NC_038044.1	17731092	17735421	Phalli_NC_038044.1:17731092-17735421
gene10107	13940	Phalli_NC_038044.1	17741858	17745638	Phalli_NC_038044.1:17741858-17745638
gene10108	13941	Phalli_NC_038044.1	17755756	17759169	Phalli_NC_038044.1:17755756-17759169
gene10109	13942	Phalli_NC_038044.1	17769761	17772165	Phalli_NC_038044.1:17769761-17772165
gene1011	24207	Phalli_NC_038042.1	8933176	8934899	Phalli_NC_038042.1:8933176-8934899
gene10110	13943	Phalli_NC_038044.1	17772143	17774777	Phalli_NC_038044.1:17772143-17774777
gene10113	13944	Phalli_NC_038044.1	17789321	17790109	Phalli_NC_038044.1:17789321-17790109
gene10114	13945	Phalli_NC_038044.1	17798397	17799510	Phalli_NC_038044.1:17798397-17799510
gene10115	13946	Phalli_NC_038044.1	17801275	17805362	Phalli_NC_038044.1:17801275-17805362
gene10116	13947	Phalli_NC_038044.1	17815204	17816420	Phalli_NC_038044.1:17815204-17816420
gene10117	13948	Phalli_NC_038044.1	17823772	17824651	Phalli_NC_038044.1:17823772-17824651
gene10118	13949	Phalli_NC_038044.1	17826826	17830365	Phalli_NC_038044.1:17826826-17830365
gene10119	13950	Phalli_NC_038044.1	17835060	17836696	Phalli_NC_038044.1:17835060-17836696
gene1012	24208	Phalli_NC_038042.1	8951941	8954493	Phalli_NC_038042.1:8951941-8954493
gene10120	13951	Phalli_NC_038044.1	17846409	17847209	Phalli_NC_038044.1:17846409-17847209
gene10121	13952	Phalli_NC_038044.1	17855357	17858000	Phalli_NC_038044.1:17855357-17858000
gene10122	13953	Phalli_NC_038044.1	17861868	17863725	Phalli_NC_038044.1:17861868-17863725
gene10123	13954	Phalli_NC_038044.1	17864037	17865695	Phalli_NC_038044.1:17864037-17865695
gene10125	13955	Phalli_NC_038044.1	17889442	17891022	Phalli_NC_038044.1:17889442-17891022
gene10126	13956	Phalli_NC_038044.1	17893863	17895612	Phalli_NC_038044.1:17893863-17895612
gene10127	13957	Phalli_NC_038044.1	17900700	17902711	Phalli_NC_038044.1:17900700-17902711
gene10128	13958	Phalli_NC_038044.1	17908082	17913333	Phalli_NC_038044.1:17908082-17913333
gene10129	13959	Phalli_NC_038044.1	17915043	17916857	Phalli_NC_038044.1:17915043-17916857
gene10130	13960	Phalli_NC_038044.1	17917069	17925790	Phalli_NC_038044.1:17917069-17925790
gene10131	13961	Phalli_NC_038044.1	17926345	17928113	Phalli_NC_038044.1:17926345-17928113
gene10132	13962	Phalli_NC_038044.1	17929924	17933068	Phalli_NC_038044.1:17929924-17933068
gene10133	13963	Phalli_NC_038044.1	17933644	17937333	Phalli_NC_038044.1:17933644-17937333
gene10134	13964	Phalli_NC_038044.1	17937903	17939857	Phalli_NC_038044.1:17937903-17939857
gene10135	13965	Phalli_NC_038044.1	17942163	17942978	Phalli_NC_038044.1:17942163-17942978
gene10136	13966	Phalli_NC_038044.1	17946994	17952317	Phalli_NC_038044.1:17946994-17952317
gene10137	13967	Phalli_NC_038044.1	17956977	17960606	Phalli_NC_038044.1:17956977-17960606
gene10138	13968	Phalli_NC_038044.1	17957799	17962888	Phalli_NC_038044.1:17957799-17962888
gene10139	13969	Phalli_NC_038044.1	17969957	17973541	Phalli_NC_038044.1:17969957-17973541
gene1014	24209	Phalli_NC_038042.1	8957431	8959662	Phalli_NC_038042.1:8957431-8959662
gene10140	13970	Phalli_NC_038044.1	17973642	17976745	Phalli_NC_038044.1:17973642-17976745
gene10141	13971	Phalli_NC_038044.1	17976925	17983174	Phalli_NC_038044.1:17976925-17983174
gene10142	13972	Phalli_NC_038044.1	17988128	17991938	Phalli_NC_038044.1:17988128-17991938
gene10143	13973	Phalli_NC_038044.1	17998839	18000029	Phalli_NC_038044.1:17998839-18000029
gene10144	13974	Phalli_NC_038044.1	18006547	18009425	Phalli_NC_038044.1:18006547-18009425
gene10145	13975	Phalli_NC_038044.1	18010636	18012268	Phalli_NC_038044.1:18010636-18012268
gene10146	13976	Phalli_NC_038044.1	18019047	18022188	Phalli_NC_038044.1:18019047-18022188
gene10147	13977	Phalli_NC_038044.1	18031524	18036605	Phalli_NC_038044.1:18031524-18036605
gene10148	13978	Phalli_NC_038044.1	18038991	18041978	Phalli_NC_038044.1:18038991-18041978
gene10149	13979	Phalli_NC_038044.1	18044482	18053046	Phalli_NC_038044.1:18044482-18053046
gene1015	24210	Phalli_NC_038042.1	8963426	8965167	Phalli_NC_038042.1:8963426-8965167
gene10153	13980	Phalli_NC_038044.1	18065175	18068106	Phalli_NC_038044.1:18065175-18068106
gene10154	13981	Phalli_NC_038044.1	18072549	18076206	Phalli_NC_038044.1:18072549-18076206
gene10156	13982	Phalli_NC_038044.1	18084588	18088933	Phalli_NC_038044.1:18084588-18088933
gene10157	13983	Phalli_NC_038044.1	18093446	18097163	Phalli_NC_038044.1:18093446-18097163
gene10158	13984	Phalli_NC_038044.1	18097399	18099901	Phalli_NC_038044.1:18097399-18099901
gene10159	13985	Phalli_NC_038044.1	18101439	18104305	Phalli_NC_038044.1:18101439-18104305
gene1016	24211	Phalli_NC_038042.1	8975208	8976288	Phalli_NC_038042.1:8975208-8976288
gene10160	13986	Phalli_NC_038044.1	18107672	18108523	Phalli_NC_038044.1:18107672-18108523
gene10161	13987	Phalli_NC_038044.1	18113212	18114549	Phalli_NC_038044.1:18113212-18114549
gene10162	13988	Phalli_NC_038044.1	18116455	18119208	Phalli_NC_038044.1:18116455-18119208
gene10163	13989	Phalli_NC_038044.1	18119692	18121333	Phalli_NC_038044.1:18119692-18121333
gene10164	13990	Phalli_NC_038044.1	18123773	18125396	Phalli_NC_038044.1:18123773-18125396
gene10165	13991	Phalli_NC_038044.1	18128405	18129950	Phalli_NC_038044.1:18128405-18129950
gene10166	13992	Phalli_NC_038044.1	18140043	18143156	Phalli_NC_038044.1:18140043-18143156
gene10169	13993	Phalli_NC_038044.1	18151315	18153321	Phalli_NC_038044.1:18151315-18153321
gene10170	13994	Phalli_NC_038044.1	18196732	18201819	Phalli_NC_038044.1:18196732-18201819
gene10171	13995	Phalli_NC_038044.1	18204660	18208723	Phalli_NC_038044.1:18204660-18208723
gene10172	13996	Phalli_NC_038044.1	18209281	18213702	Phalli_NC_038044.1:18209281-18213702
gene10173	13997	Phalli_NC_038044.1	18219333	18223370	Phalli_NC_038044.1:18219333-18223370
gene10174	13998	Phalli_NC_038044.1	18223414	18225907	Phalli_NC_038044.1:18223414-18225907
gene10175	13999	Phalli_NC_038044.1	18237414	18240436	Phalli_NC_038044.1:18237414-18240436
gene10176	14000	Phalli_NC_038044.1	18242625	18246318	Phalli_NC_038044.1:18242625-18246318
gene10177	14001	Phalli_NC_038044.1	18247831	18252186	Phalli_NC_038044.1:18247831-18252186
gene10178	14002	Phalli_NC_038044.1	18264075	18265300	Phalli_NC_038044.1:18264075-18265300
gene10179	14003	Phalli_NC_038044.1	18279802	18283541	Phalli_NC_038044.1:18279802-18283541
gene1018	24212	Phalli_NC_038042.1	8989709	8997482	Phalli_NC_038042.1:8989709-8997482
gene10180	14004	Phalli_NC_038044.1	18286279	18290006	Phalli_NC_038044.1:18286279-18290006
gene10181	14005	Phalli_NC_038044.1	18290162	18292458	Phalli_NC_038044.1:18290162-18292458
gene10182	14006	Phalli_NC_038044.1	18291520	18292140	Phalli_NC_038044.1:18291520-18292140
gene10183	14007	Phalli_NC_038044.1	18309293	18312830	Phalli_NC_038044.1:18309293-18312830
gene10184	14008	Phalli_NC_038044.1	18327415	18330328	Phalli_NC_038044.1:18327415-18330328
gene10185	14009	Phalli_NC_038044.1	18329671	18331998	Phalli_NC_038044.1:18329671-18331998
gene10186	14010	Phalli_NC_038044.1	18333813	18338220	Phalli_NC_038044.1:18333813-18338220
gene10187	14011	Phalli_NC_038044.1	18358524	18362056	Phalli_NC_038044.1:18358524-18362056
gene10188	14012	Phalli_NC_038044.1	18363957	18366066	Phalli_NC_038044.1:18363957-18366066
gene10189	14013	Phalli_NC_038044.1	18373989	18374902	Phalli_NC_038044.1:18373989-18374902
gene1019	24213	Phalli_NC_038042.1	8997002	8998082	Phalli_NC_038042.1:8997002-8998082
gene10190	14014	Phalli_NC_038044.1	18375040	18384840	Phalli_NC_038044.1:18375040-18384840
gene10191	14015	Phalli_NC_038044.1	18386882	18389165	Phalli_NC_038044.1:18386882-18389165
gene10194	14016	Phalli_NC_038044.1	18404423	18405709	Phalli_NC_038044.1:18404423-18405709
gene10195	14017	Phalli_NC_038044.1	18414289	18415410	Phalli_NC_038044.1:18414289-18415410
gene10196	14018	Phalli_NC_038044.1	18417410	18420046	Phalli_NC_038044.1:18417410-18420046
gene10198	14019	Phalli_NC_038044.1	18421907	18425181	Phalli_NC_038044.1:18421907-18425181
gene10199	14020	Phalli_NC_038044.1	18426543	18429277	Phalli_NC_038044.1:18426543-18429277
gene102	23437	Phalli_NC_038042.1	1013376	1015317	Phalli_NC_038042.1:1013376-1015317
gene1020	24214	Phalli_NC_038042.1	9025411	9026214	Phalli_NC_038042.1:9025411-9026214
gene10200	14021	Phalli_NC_038044.1	18432098	18436421	Phalli_NC_038044.1:18432098-18436421
gene10201	14022	Phalli_NC_038044.1	18437942	18440267	Phalli_NC_038044.1:18437942-18440267
gene10202	14023	Phalli_NC_038044.1	18446307	18450927	Phalli_NC_038044.1:18446307-18450927
gene10203	14024	Phalli_NC_038044.1	18451284	18455824	Phalli_NC_038044.1:18451284-18455824
gene10204	14025	Phalli_NC_038044.1	18457153	18459217	Phalli_NC_038044.1:18457153-18459217
gene10205	14026	Phalli_NC_038044.1	18468587	18471675	Phalli_NC_038044.1:18468587-18471675
gene10206	14027	Phalli_NC_038044.1	18488121	18491299	Phalli_NC_038044.1:18488121-18491299
gene10207	14028	Phalli_NC_038044.1	18496729	18502628	Phalli_NC_038044.1:18496729-18502628
gene10208	14029	Phalli_NC_038044.1	18511716	18516056	Phalli_NC_038044.1:18511716-18516056
gene10209	14030	Phalli_NC_038044.1	18517128	18522788	Phalli_NC_038044.1:18517128-18522788
gene1021	24215	Phalli_NC_038042.1	9028371	9030724	Phalli_NC_038042.1:9028371-9030724
gene10210	14031	Phalli_NC_038044.1	18536562	18541399	Phalli_NC_038044.1:18536562-18541399
gene10213	14032	Phalli_NC_038044.1	18559292	18559644	Phalli_NC_038044.1:18559292-18559644
gene10214	14033	Phalli_NC_038044.1	18563396	18564174	Phalli_NC_038044.1:18563396-18564174
gene10215	14034	Phalli_NC_038044.1	18572380	18576634	Phalli_NC_038044.1:18572380-18576634
gene10216	14035	Phalli_NC_038044.1	18576801	18581061	Phalli_NC_038044.1:18576801-18581061
gene10217	14036	Phalli_NC_038044.1	18583573	18588071	Phalli_NC_038044.1:18583573-18588071
gene10218	14037	Phalli_NC_038044.1	18588291	18590109	Phalli_NC_038044.1:18588291-18590109
gene10219	14038	Phalli_NC_038044.1	18590664	18594611	Phalli_NC_038044.1:18590664-18594611
gene10220	14039	Phalli_NC_038044.1	18611435	18614351	Phalli_NC_038044.1:18611435-18614351
gene10222	14040	Phalli_NC_038044.1	18627080	18628809	Phalli_NC_038044.1:18627080-18628809
gene10223	14041	Phalli_NC_038044.1	18639605	18644965	Phalli_NC_038044.1:18639605-18644965
gene10225	14042	Phalli_NC_038044.1	18651001	18652072	Phalli_NC_038044.1:18651001-18652072
gene10227	14043	Phalli_NC_038044.1	18661227	18664730	Phalli_NC_038044.1:18661227-18664730
gene10229	14044	Phalli_NC_038044.1	18669494	18672167	Phalli_NC_038044.1:18669494-18672167
gene10230	14045	Phalli_NC_038044.1	18672568	18676676	Phalli_NC_038044.1:18672568-18676676
gene10232	14046	Phalli_NC_038044.1	18712718	18716327	Phalli_NC_038044.1:18712718-18716327
gene10233	14047	Phalli_NC_038044.1	18719653	18723447	Phalli_NC_038044.1:18719653-18723447
gene10234	14048	Phalli_NC_038044.1	18729580	18732997	Phalli_NC_038044.1:18729580-18732997
gene10235	14049	Phalli_NC_038044.1	18734799	18738064	Phalli_NC_038044.1:18734799-18738064
gene10236	14050	Phalli_NC_038044.1	18745591	18747209	Phalli_NC_038044.1:18745591-18747209
gene10237	14051	Phalli_NC_038044.1	18750965	18752393	Phalli_NC_038044.1:18750965-18752393
gene10238	14052	Phalli_NC_038044.1	18764428	18766984	Phalli_NC_038044.1:18764428-18766984
gene10239	14053	Phalli_NC_038044.1	18776289	18779685	Phalli_NC_038044.1:18776289-18779685
gene10240	14054	Phalli_NC_038044.1	18785023	18789026	Phalli_NC_038044.1:18785023-18789026
gene10241	14055	Phalli_NC_038044.1	18790076	18797409	Phalli_NC_038044.1:18790076-18797409
gene10243	14056	Phalli_NC_038044.1	18808159	18811644	Phalli_NC_038044.1:18808159-18811644
gene10245	14057	Phalli_NC_038044.1	18819064	18819642	Phalli_NC_038044.1:18819064-18819642
gene10246	14058	Phalli_NC_038044.1	18823143	18825470	Phalli_NC_038044.1:18823143-18825470
gene10248	14059	Phalli_NC_038044.1	18859886	18861689	Phalli_NC_038044.1:18859886-18861689
gene10249	14060	Phalli_NC_038044.1	18865748	18868804	Phalli_NC_038044.1:18865748-18868804
gene1025	24216	Phalli_NC_038042.1	9053001	9058794	Phalli_NC_038042.1:9053001-9058794
gene10250	14061	Phalli_NC_038044.1	18877416	18880052	Phalli_NC_038044.1:18877416-18880052
gene10251	14062	Phalli_NC_038044.1	18883281	18884675	Phalli_NC_038044.1:18883281-18884675
gene10252	14063	Phalli_NC_038044.1	18887268	18888808	Phalli_NC_038044.1:18887268-18888808
gene10253	14064	Phalli_NC_038044.1	18892152	18893707	Phalli_NC_038044.1:18892152-18893707
gene10254	14065	Phalli_NC_038044.1	18910200	18913235	Phalli_NC_038044.1:18910200-18913235
gene10255	14066	Phalli_NC_038044.1	18921981	18927425	Phalli_NC_038044.1:18921981-18927425
gene10256	14067	Phalli_NC_038044.1	18930152	18932879	Phalli_NC_038044.1:18930152-18932879
gene10257	14068	Phalli_NC_038044.1	18934692	18940106	Phalli_NC_038044.1:18934692-18940106
gene10258	14069	Phalli_NC_038044.1	18941779	18948537	Phalli_NC_038044.1:18941779-18948537
gene10259	14070	Phalli_NC_038044.1	18949693	18951195	Phalli_NC_038044.1:18949693-18951195
gene1026	24217	Phalli_NC_038042.1	9068676	9069520	Phalli_NC_038042.1:9068676-9069520
gene10260	14071	Phalli_NC_038044.1	18952417	18955970	Phalli_NC_038044.1:18952417-18955970
gene10261	14072	Phalli_NC_038044.1	18963495	18968164	Phalli_NC_038044.1:18963495-18968164
gene10262	14073	Phalli_NC_038044.1	18981077	18982181	Phalli_NC_038044.1:18981077-18982181
gene10263	14074	Phalli_NC_038044.1	19002507	19005914	Phalli_NC_038044.1:19002507-19005914
gene10265	14075	Phalli_NC_038044.1	19032936	19036616	Phalli_NC_038044.1:19032936-19036616
gene10266	14076	Phalli_NC_038044.1	19055907	19072477	Phalli_NC_038044.1:19055907-19072477
gene10267	14077	Phalli_NC_038044.1	19060420	19064505	Phalli_NC_038044.1:19060420-19064505
gene10268	14078	Phalli_NC_038044.1	19082759	19084489	Phalli_NC_038044.1:19082759-19084489
gene10269	14079	Phalli_NC_038044.1	19096281	19099094	Phalli_NC_038044.1:19096281-19099094
gene1027	24218	Phalli_NC_038042.1	9071930	9074174	Phalli_NC_038042.1:9071930-9074174
gene10271	14080	Phalli_NC_038044.1	19111521	19117883	Phalli_NC_038044.1:19111521-19117883
gene10272	14081	Phalli_NC_038044.1	19118067	19118825	Phalli_NC_038044.1:19118067-19118825
gene10275	14082	Phalli_NC_038044.1	19166927	19168305	Phalli_NC_038044.1:19166927-19168305
gene10276	14083	Phalli_NC_038044.1	19192108	19199915	Phalli_NC_038044.1:19192108-19199915
gene10277	14084	Phalli_NC_038044.1	19200585	19203965	Phalli_NC_038044.1:19200585-19203965
gene10278	14085	Phalli_NC_038044.1	19204059	19208724	Phalli_NC_038044.1:19204059-19208724
gene1028	24219	Phalli_NC_038042.1	9075627	9078860	Phalli_NC_038042.1:9075627-9078860
gene10280	14086	Phalli_NC_038044.1	19240819	19243232	Phalli_NC_038044.1:19240819-19243232
gene10281	14087	Phalli_NC_038044.1	19247351	19250306	Phalli_NC_038044.1:19247351-19250306
gene10283	14088	Phalli_NC_038044.1	19250596	19251830	Phalli_NC_038044.1:19250596-19251830
gene10284	14089	Phalli_NC_038044.1	19253214	19266853	Phalli_NC_038044.1:19253214-19266853
gene10285	14090	Phalli_NC_038044.1	19269253	19271807	Phalli_NC_038044.1:19269253-19271807
gene10286	14091	Phalli_NC_038044.1	19287069	19290819	Phalli_NC_038044.1:19287069-19290819
gene10288	14092	Phalli_NC_038044.1	19308324	19311293	Phalli_NC_038044.1:19308324-19311293
